file,basename,set,label,speaker,system_id,augmented,position,insert_file
wavs/bona_38659.wav,bona_38659.wav,base,bona-fide,LA_0058,-,0,,
wavs/bona_18728.wav,bona_18728.wav,base,bona-fide,LA_0031,-,0,,
wavs/bona_25389.wav,bona_25389.wav,base,bona-fide,LA_0031,-,0,,
wavs/bona_69194.wav,bona_69194.wav,base,bona-fide,LA_0066,-,0,,
wavs/bona_26486.wav,bona_26486.wav,base,bona-fide,LA_0010,-,0,,
wavs/bona_29557.wav,bona_29557.wav,base,bona-fide,LA_0006,-,0,,
wavs/bona_06419.wav,bona_06419.wav,base,bona-fide,LA_0063,-,0,,
wavs/bona_35174.wav,bona_35174.wav,base,bona-fide,LA_0004,-,0,,
wavs/bona_65126.wav,bona_65126.wav,base,bona-fide,LA_0026,-,0,,
wavs/bona_24407.wav,bona_24407.wav,base,bona-fide,LA_0022,-,0,,
wavs/bona_56206.wav,bona_56206.wav,base,bona-fide,LA_0032,-,0,,
wavs/bona_20812.wav,bona_20812.wav,base,bona-fide,LA_0027,-,0,,
wavs/bona_61726.wav,bona_61726.wav,base,bona-fide,LA_0052,-,0,,
wavs/bona_33278.wav,bona_33278.wav,base,bona-fide,LA_0066,-,0,,
wavs/bona_32900.wav,bona_32900.wav,base,bona-fide,LA_0010,-,0,,
wavs/bona_47647.wav,bona_47647.wav,base,bona-fide,LA_0058,-,0,,
wavs/bona_17217.wav,bona_17217.wav,base,bona-fide,LA_0050,-,0,,
wavs/bona_51988.wav,bona_51988.wav,base,bona-fide,LA_0060,-,0,,
wavs/bona_38944.wav,bona_38944.wav,base,bona-fide,LA_0011,-,0,,
wavs/bona_66678.wav,bona_66678.wav,base,bona-fide,LA_0019,-,0,,
wavs/bona_23349.wav,bona_23349.wav,base,bona-fide,LA_0027,-,0,,
wavs/bona_63935.wav,bona_63935.wav,base,bona-fide,LA_0054,-,0,,
wavs/bona_15447.wav,bona_15447.wav,base,bona-fide,LA_0068,-,0,,
wavs/bona_20731.wav,bona_20731.wav,base,bona-fide,LA_0009,-,0,,
wavs/bona_41298.wav,bona_41298.wav,base,bona-fide,LA_0022,-,0,,
wavs/bona_34371.wav,bona_34371.wav,base,bona-fide,LA_0051,-,0,,
wavs/bona_60181.wav,bona_60181.wav,base,bona-fide,LA_0034,-,0,,
wavs/bona_11208.wav,bona_11208.wav,base,bona-fide,LA_0061,-,0,,
wavs/bona_20015.wav,bona_20015.wav,base,bona-fide,LA_0050,-,0,,
wavs/bona_28777.wav,bona_28777.wav,base,bona-fide,LA_0001,-,0,,
wavs/bona_55507.wav,bona_55507.wav,base,bona-fide,LA_0048,-,0,,
wavs/bona_66339.wav,bona_66339.wav,base,bona-fide,LA_0053,-,0,,
wavs/bona_22638.wav,bona_22638.wav,base,bona-fide,LA_0049,-,0,,
wavs/bona_11150.wav,bona_11150.wav,base,bona-fide,LA_0034,-,0,,
wavs/bona_06377.wav,bona_06377.wav,base,bona-fide,LA_0057,-,0,,
wavs/bona_62205.wav,bona_62205.wav,base,bona-fide,LA_0041,-,0,,
wavs/bona_16128.wav,bona_16128.wav,base,bona-fide,LA_0065,-,0,,
wavs/bona_22626.wav,bona_22626.wav,base,bona-fide,LA_0020,-,0,,
wavs/bona_39215.wav,bona_39215.wav,base,bona-fide,LA_0018,-,0,,
wavs/bona_06539.wav,bona_06539.wav,base,bona-fide,LA_0040,-,0,,
wavs/bona_25404.wav,bona_25404.wav,base,bona-fide,LA_0067,-,0,,
wavs/bona_26114.wav,bona_26114.wav,base,bona-fide,LA_0029,-,0,,
wavs/bona_58643.wav,bona_58643.wav,base,bona-fide,LA_0008,-,0,,
wavs/bona_61545.wav,bona_61545.wav,base,bona-fide,LA_0027,-,0,,
wavs/bona_28365.wav,bona_28365.wav,base,bona-fide,LA_0058,-,0,,
wavs/bona_32962.wav,bona_32962.wav,base,bona-fide,LA_0026,-,0,,
wavs/bona_49364.wav,bona_49364.wav,base,bona-fide,LA_0047,-,0,,
wavs/bona_24324.wav,bona_24324.wav,base,bona-fide,LA_0039,-,0,,
wavs/bona_24029.wav,bona_24029.wav,base,bona-fide,LA_0009,-,0,,
wavs/bona_28880.wav,bona_28880.wav,base,bona-fide,LA_0066,-,0,,
wavs/bona_42946.wav,bona_42946.wav,base,bona-fide,LA_0055,-,0,,
wavs/bona_34105.wav,bona_34105.wav,base,bona-fide,LA_0030,-,0,,
wavs/bona_23610.wav,bona_23610.wav,base,bona-fide,LA_0028,-,0,,
wavs/bona_05363.wav,bona_05363.wav,base,bona-fide,LA_0068,-,0,,
wavs/bona_14990.wav,bona_14990.wav,base,bona-fide,LA_0044,-,0,,
wavs/bona_40327.wav,bona_40327.wav,base,bona-fide,LA_0018,-,0,,
wavs/bona_04709.wav,bona_04709.wav,base,bona-fide,LA_0034,-,0,,
wavs/bona_21486.wav,bona_21486.wav,base,bona-fide,LA_0053,-,0,,
wavs/bona_17196.wav,bona_17196.wav,base,bona-fide,LA_0045,-,0,,
wavs/bona_00113.wav,bona_00113.wav,base,bona-fide,LA_0027,-,0,,
wavs/bona_56804.wav,bona_56804.wav,base,bona-fide,LA_0037,-,0,,
wavs/bona_52311.wav,bona_52311.wav,base,bona-fide,LA_0022,-,0,,
wavs/bona_33545.wav,bona_33545.wav,base,bona-fide,LA_0036,-,0,,
wavs/bona_30079.wav,bona_30079.wav,base,bona-fide,LA_0024,-,0,,
wavs/bona_02927.wav,bona_02927.wav,base,bona-fide,LA_0009,-,0,,
wavs/bona_03618.wav,bona_03618.wav,base,bona-fide,LA_0058,-,0,,
wavs/bona_66812.wav,bona_66812.wav,base,bona-fide,LA_0012,-,0,,
wavs/bona_13736.wav,bona_13736.wav,base,bona-fide,LA_0038,-,0,,
wavs/bona_55132.wav,bona_55132.wav,base,bona-fide,LA_0054,-,0,,
wavs/bona_48646.wav,bona_48646.wav,base,bona-fide,LA_0024,-,0,,
wavs/bona_69789.wav,bona_69789.wav,base,bona-fide,LA_0019,-,0,,
wavs/bona_28291.wav,bona_28291.wav,base,bona-fide,LA_0014,-,0,,
wavs/bona_19822.wav,bona_19822.wav,base,bona-fide,LA_0044,-,0,,
wavs/bona_44173.wav,bona_44173.wav,base,bona-fide,LA_0052,-,0,,
wavs/bona_62798.wav,bona_62798.wav,base,bona-fide,LA_0042,-,0,,
wavs/bona_34254.wav,bona_34254.wav,base,bona-fide,LA_0006,-,0,,
wavs/bona_27636.wav,bona_27636.wav,base,bona-fide,LA_0019,-,0,,
wavs/bona_38441.wav,bona_38441.wav,base,bona-fide,LA_0034,-,0,,
wavs/bona_52377.wav,bona_52377.wav,base,bona-fide,LA_0027,-,0,,
wavs/bona_68355.wav,bona_68355.wav,base,bona-fide,LA_0003,-,0,,
wavs/bona_05523.wav,bona_05523.wav,base,bona-fide,LA_0043,-,0,,
wavs/bona_13400.wav,bona_13400.wav,base,bona-fide,LA_0003,-,0,,
wavs/bona_11778.wav,bona_11778.wav,base,bona-fide,LA_0052,-,0,,
wavs/bona_62342.wav,bona_62342.wav,base,bona-fide,LA_0010,-,0,,
wavs/bona_40312.wav,bona_40312.wav,base,bona-fide,LA_0024,-,0,,
wavs/bona_25386.wav,bona_25386.wav,base,bona-fide,LA_0012,-,0,,
wavs/bona_53998.wav,bona_53998.wav,base,bona-fide,LA_0052,-,0,,
wavs/bona_68732.wav,bona_68732.wav,base,bona-fide,LA_0056,-,0,,
wavs/bona_03015.wav,bona_03015.wav,base,bona-fide,LA_0046,-,0,,
wavs/bona_00487.wav,bona_00487.wav,base,bona-fide,LA_0007,-,0,,
wavs/bona_54358.wav,bona_54358.wav,base,bona-fide,LA_0033,-,0,,
wavs/bona_27147.wav,bona_27147.wav,base,bona-fide,LA_0047,-,0,,
wavs/bona_33669.wav,bona_33669.wav,base,bona-fide,LA_0014,-,0,,
wavs/bona_51770.wav,bona_51770.wav,base,bona-fide,LA_0065,-,0,,
wavs/spoof_50406.wav,spoof_50406.wav,base,spoof,LA_0006,A07,0,,
wavs/spoof_36748.wav,spoof_36748.wav,base,spoof,LA_0025,A14,0,,
wavs/spoof_43936.wav,spoof_43936.wav,base,spoof,LA_0009,A18,0,,
wavs/spoof_08966.wav,spoof_08966.wav,base,spoof,LA_0027,A07,0,,
wavs/spoof_62787.wav,spoof_62787.wav,base,spoof,LA_0037,A19,0,,
wavs/spoof_53842.wav,spoof_53842.wav,base,spoof,LA_0029,A14,0,,
wavs/spoof_53126.wav,spoof_53126.wav,base,spoof,LA_0021,A17,0,,
wavs/spoof_43447.wav,spoof_43447.wav,base,spoof,LA_0027,A15,0,,
wavs/spoof_39739.wav,spoof_39739.wav,base,spoof,LA_0029,A08,0,,
wavs/spoof_31032.wav,spoof_31032.wav,base,spoof,LA_0019,A13,0,,
wavs/spoof_61972.wav,spoof_61972.wav,base,spoof,LA_0039,A08,0,,
wavs/spoof_62980.wav,spoof_62980.wav,base,spoof,LA_0029,A08,0,,
wavs/spoof_52493.wav,spoof_52493.wav,base,spoof,LA_0034,A18,0,,
wavs/spoof_43743.wav,spoof_43743.wav,base,spoof,LA_0020,A15,0,,
wavs/spoof_36093.wav,spoof_36093.wav,base,spoof,LA_0024,A16,0,,
wavs/spoof_46968.wav,spoof_46968.wav,base,spoof,LA_0009,A13,0,,
wavs/spoof_43013.wav,spoof_43013.wav,base,spoof,LA_0019,A13,0,,
wavs/spoof_70445.wav,spoof_70445.wav,base,spoof,LA_0010,A17,0,,
wavs/spoof_37061.wav,spoof_37061.wav,base,spoof,LA_0043,A09,0,,
wavs/spoof_11360.wav,spoof_11360.wav,base,spoof,LA_0011,A18,0,,
wavs/spoof_13160.wav,spoof_13160.wav,base,spoof,LA_0033,A12,0,,
wavs/spoof_69457.wav,spoof_69457.wav,base,spoof,LA_0007,A14,0,,
wavs/spoof_20650.wav,spoof_20650.wav,base,spoof,LA_0031,A11,0,,
wavs/spoof_09235.wav,spoof_09235.wav,base,spoof,LA_0002,A07,0,,
wavs/spoof_06916.wav,spoof_06916.wav,base,spoof,LA_0045,A09,0,,
wavs/spoof_36369.wav,spoof_36369.wav,base,spoof,LA_0018,A11,0,,
wavs/spoof_54922.wav,spoof_54922.wav,base,spoof,LA_0011,A10,0,,
wavs/spoof_12219.wav,spoof_12219.wav,base,spoof,LA_0041,A09,0,,
wavs/spoof_08509.wav,spoof_08509.wav,base,spoof,LA_0033,A19,0,,
wavs/spoof_07791.wav,spoof_07791.wav,base,spoof,LA_0037,A13,0,,
wavs/spoof_16018.wav,spoof_16018.wav,base,spoof,LA_0037,A15,0,,
wavs/spoof_22447.wav,spoof_22447.wav,base,spoof,LA_0041,A08,0,,
wavs/spoof_15549.wav,spoof_15549.wav,base,spoof,LA_0040,A18,0,,
wavs/spoof_32281.wav,spoof_32281.wav,base,spoof,LA_0016,A10,0,,
wavs/spoof_19456.wav,spoof_19456.wav,base,spoof,LA_0020,A16,0,,
wavs/spoof_34291.wav,spoof_34291.wav,base,spoof,LA_0043,A16,0,,
wavs/spoof_33761.wav,spoof_33761.wav,base,spoof,LA_0029,A12,0,,
wavs/spoof_05288.wav,spoof_05288.wav,base,spoof,LA_0025,A17,0,,
wavs/spoof_31199.wav,spoof_31199.wav,base,spoof,LA_0021,A17,0,,
wavs/spoof_61978.wav,spoof_61978.wav,base,spoof,LA_0026,A16,0,,
wavs/spoof_53208.wav,spoof_53208.wav,base,spoof,LA_0001,A17,0,,
wavs/spoof_31831.wav,spoof_31831.wav,base,spoof,LA_0004,A07,0,,
wavs/spoof_27870.wav,spoof_27870.wav,base,spoof,LA_0047,A09,0,,
wavs/spoof_18623.wav,spoof_18623.wav,base,spoof,LA_0020,A17,0,,
wavs/spoof_50326.wav,spoof_50326.wav,base,spoof,LA_0013,A07,0,,
wavs/spoof_54471.wav,spoof_54471.wav,base,spoof,LA_0033,A07,0,,
wavs/spoof_01938.wav,spoof_01938.wav,base,spoof,LA_0004,A09,0,,
wavs/spoof_46629.wav,spoof_46629.wav,base,spoof,LA_0034,A08,0,,
wavs/spoof_48766.wav,spoof_48766.wav,base,spoof,LA_0039,A17,0,,
wavs/spoof_43448.wav,spoof_43448.wav,base,spoof,LA_0026,A09,0,,
wavs/spoof_03741.wav,spoof_03741.wav,base,spoof,LA_0046,A17,0,,
wavs/spoof_49319.wav,spoof_49319.wav,base,spoof,LA_0040,A13,0,,
wavs/spoof_28421.wav,spoof_28421.wav,base,spoof,LA_0042,A16,0,,
wavs/spoof_46603.wav,spoof_46603.wav,base,spoof,LA_0023,A16,0,,
wavs/spoof_57017.wav,spoof_57017.wav,base,spoof,LA_0039,A07,0,,
wavs/spoof_55192.wav,spoof_55192.wav,base,spoof,LA_0014,A09,0,,
wavs/spoof_11678.wav,spoof_11678.wav,base,spoof,LA_0036,A15,0,,
wavs/spoof_42471.wav,spoof_42471.wav,base,spoof,LA_0039,A11,0,,
wavs/spoof_54952.wav,spoof_54952.wav,base,spoof,LA_0008,A19,0,,
wavs/spoof_12743.wav,spoof_12743.wav,base,spoof,LA_0033,A08,0,,
wavs/spoof_47670.wav,spoof_47670.wav,base,spoof,LA_0028,A14,0,,
wavs/spoof_26647.wav,spoof_26647.wav,base,spoof,LA_0037,A14,0,,
wavs/spoof_69193.wav,spoof_69193.wav,base,spoof,LA_0026,A08,0,,
wavs/spoof_13988.wav,spoof_13988.wav,base,spoof,LA_0008,A17,0,,
wavs/spoof_00000.wav,spoof_00000.wav,base,spoof,LA_0039,A11,0,,
wavs/spoof_17953.wav,spoof_17953.wav,base,spoof,LA_0045,A14,0,,
wavs/spoof_16768.wav,spoof_16768.wav,base,spoof,LA_0019,A11,0,,
wavs/spoof_31071.wav,spoof_31071.wav,base,spoof,LA_0019,A12,0,,
wavs/spoof_13157.wav,spoof_13157.wav,base,spoof,LA_0009,A10,0,,
wavs/spoof_20832.wav,spoof_20832.wav,base,spoof,LA_0020,A16,0,,
wavs/spoof_20795.wav,spoof_20795.wav,base,spoof,LA_0012,A09,0,,
wavs/spoof_52665.wav,spoof_52665.wav,base,spoof,LA_0039,A10,0,,
wavs/spoof_03846.wav,spoof_03846.wav,base,spoof,LA_0037,A14,0,,
wavs/spoof_00688.wav,spoof_00688.wav,base,spoof,LA_0027,A14,0,,
wavs/spoof_27797.wav,spoof_27797.wav,base,spoof,LA_0045,A10,0,,
wavs/spoof_54559.wav,spoof_54559.wav,base,spoof,LA_0006,A13,0,,
wavs/spoof_42045.wav,spoof_42045.wav,base,spoof,LA_0010,A12,0,,
wavs/spoof_27871.wav,spoof_27871.wav,base,spoof,LA_0004,A14,0,,
wavs/spoof_46279.wav,spoof_46279.wav,base,spoof,LA_0035,A17,0,,
wavs/spoof_22034.wav,spoof_22034.wav,base,spoof,LA_0011,A18,0,,
wavs/spoof_63095.wav,spoof_63095.wav,base,spoof,LA_0038,A13,0,,
wavs/spoof_20866.wav,spoof_20866.wav,base,spoof,LA_0027,A19,0,,
wavs/spoof_59064.wav,spoof_59064.wav,base,spoof,LA_0042,A18,0,,
wavs/spoof_06740.wav,spoof_06740.wav,base,spoof,LA_0020,A11,0,,
wavs/spoof_12847.wav,spoof_12847.wav,base,spoof,LA_0006,A19,0,,
wavs/spoof_41079.wav,spoof_41079.wav,base,spoof,LA_0033,A10,0,,
wavs/spoof_59815.wav,spoof_59815.wav,base,spoof,LA_0029,A16,0,,
wavs/spoof_26688.wav,spoof_26688.wav,base,spoof,LA_0012,A12,0,,
wavs/spoof_10281.wav,spoof_10281.wav,base,spoof,LA_0036,A19,0,,
wavs/spoof_05099.wav,spoof_05099.wav,base,spoof,LA_0016,A10,0,,
wavs/spoof_60561.wav,spoof_60561.wav,base,spoof,LA_0003,A16,0,,
wavs/spoof_12069.wav,spoof_12069.wav,base,spoof,LA_0003,A17,0,,
wavs/spoof_31755.wav,spoof_31755.wav,base,spoof,LA_0012,A13,0,,
wavs/spoof_33315.wav,spoof_33315.wav,base,spoof,LA_0035,A09,0,,
wavs/spoof_26513.wav,spoof_26513.wav,base,spoof,LA_0033,A08,0,,
wavs/spoof_00980.wav,spoof_00980.wav,base,spoof,LA_0025,A07,0,,
wavs/spoof_18396.wav,spoof_18396.wav,base,spoof,LA_0022,A12,0,,
wavs/spoof_24605.wav,spoof_24605.wav,base,spoof,LA_0004,A18,0,,
wavs/spoof_27937.wav,spoof_27937.wav,base,spoof,LA_0019,A17,0,,
wavs/spoof_08879.wav,spoof_08879.wav,base,spoof,LA_0004,A16,0,,
wavs/spoof_63693.wav,spoof_63693.wav,base,spoof,LA_0006,A16,0,,
wavs/spoof_17282.wav,spoof_17282.wav,base,spoof,LA_0041,A19,0,,
wavs/spoof_29863.wav,spoof_29863.wav,base,spoof,LA_0023,A11,0,,
wavs/spoof_58546.wav,spoof_58546.wav,base,spoof,LA_0028,A14,0,,
wavs/spoof_08289.wav,spoof_08289.wav,base,spoof,LA_0041,A17,0,,
wavs/spoof_13658.wav,spoof_13658.wav,base,spoof,LA_0001,A15,0,,
wavs/spoof_03725.wav,spoof_03725.wav,base,spoof,LA_0008,A08,0,,
wavs/spoof_25646.wav,spoof_25646.wav,base,spoof,LA_0039,A19,0,,
wavs/spoof_47061.wav,spoof_47061.wav,base,spoof,LA_0007,A18,0,,
wavs/spoof_18275.wav,spoof_18275.wav,base,spoof,LA_0034,A10,0,,
wavs/spoof_47227.wav,spoof_47227.wav,base,spoof,LA_0034,A15,0,,
wavs/spoof_51537.wav,spoof_51537.wav,base,spoof,LA_0010,A18,0,,
wavs/spoof_59735.wav,spoof_59735.wav,base,spoof,LA_0041,A13,0,,
wavs/spoof_57723.wav,spoof_57723.wav,base,spoof,LA_0043,A10,0,,
wavs/spoof_37776.wav,spoof_37776.wav,base,spoof,LA_0005,A16,0,,
wavs/spoof_06406.wav,spoof_06406.wav,base,spoof,LA_0037,A14,0,,
wavs/spoof_68270.wav,spoof_68270.wav,base,spoof,LA_0041,A17,0,,
wavs/spoof_42489.wav,spoof_42489.wav,base,spoof,LA_0031,A17,0,,
wavs/spoof_70417.wav,spoof_70417.wav,base,spoof,LA_0015,A07,0,,
wavs/spoof_62731.wav,spoof_62731.wav,base,spoof,LA_0047,A12,0,,
wavs/spoof_23166.wav,spoof_23166.wav,base,spoof,LA_0028,A12,0,,
wavs/spoof_52634.wav,spoof_52634.wav,base,spoof,LA_0007,A18,0,,
wavs/spoof_66542.wav,spoof_66542.wav,base,spoof,LA_0032,A09,0,,
wavs/spoof_31914.wav,spoof_31914.wav,base,spoof,LA_0022,A18,0,,
wavs/spoof_38759.wav,spoof_38759.wav,base,spoof,LA_0039,A18,0,,
wavs/spoof_15159.wav,spoof_15159.wav,base,spoof,LA_0003,A08,0,,
wavs/spoof_30667.wav,spoof_30667.wav,base,spoof,LA_0031,A14,0,,
wavs/spoof_17046.wav,spoof_17046.wav,base,spoof,LA_0044,A17,0,,
wavs/spoof_36277.wav,spoof_36277.wav,base,spoof,LA_0022,A18,0,,
wavs/spoof_69456.wav,spoof_69456.wav,base,spoof,LA_0019,A11,0,,
wavs/spoof_44357.wav,spoof_44357.wav,base,spoof,LA_0006,A07,0,,
wavs/spoof_42996.wav,spoof_42996.wav,base,spoof,LA_0004,A07,0,,
wavs/spoof_65103.wav,spoof_65103.wav,base,spoof,LA_0030,A13,0,,
wavs/spoof_21300.wav,spoof_21300.wav,base,spoof,LA_0010,A10,0,,
wavs/spoof_65461.wav,spoof_65461.wav,base,spoof,LA_0045,A15,0,,
wavs/spoof_47712.wav,spoof_47712.wav,base,spoof,LA_0037,A16,0,,
wavs/spoof_17905.wav,spoof_17905.wav,base,spoof,LA_0012,A09,0,,
wavs/spoof_40620.wav,spoof_40620.wav,base,spoof,LA_0023,A17,0,,
wavs/spoof_50707.wav,spoof_50707.wav,base,spoof,LA_0041,A17,0,,
wavs/spoof_50353.wav,spoof_50353.wav,base,spoof,LA_0024,A18,0,,
wavs/spoof_09909.wav,spoof_09909.wav,base,spoof,LA_0043,A19,0,,
wavs/spoof_00452.wav,spoof_00452.wav,base,spoof,LA_0038,A19,0,,
wavs/spoof_68935.wav,spoof_68935.wav,base,spoof,LA_0038,A11,0,,
wavs/spoof_22396.wav,spoof_22396.wav,base,spoof,LA_0047,A13,0,,
wavs/spoof_12566.wav,spoof_12566.wav,base,spoof,LA_0013,A19,0,,
wavs/spoof_56517.wav,spoof_56517.wav,base,spoof,LA_0003,A15,0,,
wavs/spoof_50831.wav,spoof_50831.wav,base,spoof,LA_0011,A16,0,,
wavs/spoof_25172.wav,spoof_25172.wav,base,spoof,LA_0010,A14,0,,
wavs/spoof_70114.wav,spoof_70114.wav,base,spoof,LA_0007,A17,0,,
wavs/spoof_25534.wav,spoof_25534.wav,base,spoof,LA_0033,A13,0,,
wavs/bona_12704.wav,bona_12704.wav,aug,bona-fide,LA_0008,-,0,,
wavs/bona_47922.wav,bona_47922.wav,aug,bona-fide,LA_0012,-,0,,
wavs/bona_07855.wav,bona_07855.wav,aug,bona-fide,LA_0061,-,0,,
wavs/bona_45026.wav,bona_45026.wav,aug,bona-fide,LA_0018,-,0,,
wavs/bona_06438.wav,bona_06438.wav,aug,bona-fide,LA_0027,-,0,,
wavs/bona_66038.wav,bona_66038.wav,aug,bona-fide,LA_0066,-,0,,
wavs/bona_44756.wav,bona_44756.wav,aug,bona-fide,LA_0021,-,0,,
wavs/bona_26816.wav,bona_26816.wav,aug,bona-fide,LA_0061,-,0,,
wavs/bona_44984.wav,bona_44984.wav,aug,bona-fide,LA_0034,-,0,,
wavs/bona_30714.wav,bona_30714.wav,aug,bona-fide,LA_0033,-,0,,
wavs/bona_56447.wav,bona_56447.wav,aug,bona-fide,LA_0033,-,0,,
wavs/bona_00916.wav,bona_00916.wav,aug,bona-fide,LA_0004,-,0,,
wavs/bona_47256.wav,bona_47256.wav,aug,bona-fide,LA_0020,-,0,,
wavs/bona_28555.wav,bona_28555.wav,aug,bona-fide,LA_0031,-,0,,
wavs/bona_70231.wav,bona_70231.wav,aug,bona-fide,LA_0033,-,0,,
wavs/bona_24444.wav,bona_24444.wav,aug,bona-fide,LA_0045,-,0,,
wavs/bona_31058.wav,bona_31058.wav,aug,bona-fide,LA_0022,-,0,,
wavs/bona_15097.wav,bona_15097.wav,aug,bona-fide,LA_0067,-,0,,
wavs/bona_65336.wav,bona_65336.wav,aug,bona-fide,LA_0056,-,0,,
wavs/bona_10055.wav,bona_10055.wav,aug,bona-fide,LA_0034,-,0,,
wavs/bona_40245.wav,bona_40245.wav,aug,bona-fide,LA_0039,-,0,,
wavs/bona_33220.wav,bona_33220.wav,aug,bona-fide,LA_0017,-,0,,
wavs/bona_21795.wav,bona_21795.wav,aug,bona-fide,LA_0024,-,0,,
wavs/bona_00690.wav,bona_00690.wav,aug,bona-fide,LA_0066,-,0,,
wavs/bona_03487.wav,bona_03487.wav,aug,bona-fide,LA_0055,-,0,,
wavs/bona_51681.wav,bona_51681.wav,aug,bona-fide,LA_0068,-,0,,
wavs/bona_05376.wav,bona_05376.wav,aug,bona-fide,LA_0065,-,0,,
