split,path,label,system_id,hf_idx
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEM1_SEM2_E30004.wav,1,VCC2020_T02,
train,__hf__,0,librispeech,3568
train,__hf__,0,librispeech,13604
train,__hf__,0,librispeech,6799
train,__hf__,0,librispeech,10714
train,__hf__,0,librispeech,1607
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T06/task1/team06_intra-TEM2_SEF2_E30002.wav,1,VCC2020_T06,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_9957.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ019-0324.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,10443
train,__hf__,0,librispeech,25266
train,__hf__,0,librispeech,1951
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ050-0152_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEM2_SEF2_E30002.wav,1,VCC2020_T21,
train,__hf__,0,librispeech,6152
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEM1_SEM2_E30004.wav,1,VCC2020_T21,
train,__hf__,0,librispeech,3684
train,__hf__,0,librispeech,20784
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T29/task1/team29_intra-TEF1_SEF1_E30001.wav,1,VCC2020_T29,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T22/task1/team22_intra-TEF2_SEM2_E30005.wav,1,VCC2020_T22,
train,__hf__,0,librispeech,6610
train,__hf__,0,librispeech,20550
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ025-0034_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEF1_SEM2_E30003.wav,1,VCC2020_T14,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ041-0162.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,2302
train,__hf__,0,librispeech,16802
train,__hf__,0,librispeech,26545
train,__hf__,0,librispeech,19617
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ050-0158_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,5357
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEF2_SEM2_E30002.wav,1,VCC2020_T32,
train,__hf__,0,librispeech,21919
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEF2_SEM2_E30005.wav,1,VCC2020_T21,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ038-0234_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_8381.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,__hf__,0,librispeech,16006
train,__hf__,0,librispeech,4413
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T04/task1/team04_intra-TEM2_SEM2_E30005.wav,1,VCC2020_T04,
train,__hf__,0,librispeech,13999
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ011-0130.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,22383
train,__hf__,0,librispeech,27014
train,__hf__,0,librispeech,9001
train,__hf__,0,librispeech,26099
train,__hf__,0,librispeech,12164
train,__hf__,0,librispeech,186
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T07/task1/team07_intra-TEM2_SEF2_E30002.wav,1,VCC2020_T07,
train,__hf__,0,librispeech,1775
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan_large/LJ039-0245_gen.wav,1,ljspeech_melgan_large,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T04/task1/team04_intra-TEF1_SEM2_E30004.wav,1,VCC2020_T04,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T27/task1/team27_intra-TEF1_SEM1_E30003.wav,1,VCC2020_T27,
train,__hf__,0,librispeech,17671
train,__hf__,0,librispeech,15036
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ041-0184_generated.wav,1,ljspeech_hifiGAN,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_7035.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,__hf__,0,librispeech,17711
train,__hf__,0,librispeech,26670
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ041-0091_generated.wav,1,ljspeech_hifiGAN,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T12/task1/team12_intra-TEF2_SEF1_E30001.wav,1,VCC2020_T12,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ010-0041_gen.wav,1,ljspeech_full_band_melgan,
train,__hf__,0,librispeech,8326
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T18/task1/team18_intra-TEM2_SEF2_E30003.wav,1,VCC2020_T18,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ018-0099_gen.wav,1,ljspeech_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T18/task1/team18_intra-TEF2_SEM2_E30001.wav,1,VCC2020_T18,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan_large/LJ021-0139_gen.wav,1,ljspeech_melgan_large,
train,__hf__,0,librispeech,15661
train,__hf__,0,librispeech,18090
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T25/task1/team25_intra-TEM2_SEF1_E30001.wav,1,VCC2020_T25,
train,__hf__,0,librispeech,971
train,__hf__,0,librispeech,908
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ035-0189_gen.wav,1,ljspeech_multi_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T26/task1/team26_intra-TEF1_SEM1_E30003.wav,1,VCC2020_T26,
train,__hf__,0,librispeech,17190
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ048-0206_generated.wav,1,ljspeech_hifiGAN,
train,__hf__,0,librispeech,7261
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_922.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T13/task1/team13_intra-TEM2_SEM2_E30005.wav,1,VCC2020_T13,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T17/task1/team17_intra-TEM2_SEM1_E30005.wav,1,VCC2020_T17,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ044-0179.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,26431
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ005-0228_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ030-0129_gen.wav,1,ljspeech_full_band_melgan,
train,__hf__,0,librispeech,19256
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T21/task1/team21_intra-TEF2_SEF2_E30001.wav,1,VCC2020_T21,
train,__hf__,0,librispeech,3991
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T26/task1/team26_intra-TEF1_SEM2_E30005.wav,1,VCC2020_T26,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T16/task1/team16_intra-TEF1_SEF2_E30004.wav,1,VCC2020_T16,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T26/task1/team26_intra-TEF2_SEF2_E30005.wav,1,VCC2020_T26,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T19/task1/team19_intra-TEM2_SEM2_E30003.wav,1,VCC2020_T19,
train,__hf__,0,librispeech,9123
train,__hf__,0,librispeech,24545
train,__hf__,0,librispeech,18278
train,__hf__,0,librispeech,1447
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T32/task1/team32_intra-TEM2_SEM2_E30001.wav,1,VCC2020_T32,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_3735.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T10/task1/team10_intra-TEF2_SEM2_E30002.wav,1,VCC2020_T10,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T25/task1/team25_intra-TEM1_SEF1_E30004.wav,1,VCC2020_T25,
train,__hf__,0,librispeech,7244
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ003-0205_gen.wav,1,ljspeech_melgan,
train,__hf__,0,librispeech,8016
train,__hf__,0,librispeech,6631
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ007-0163.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,6476
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T28/task1/team28_intra-TEM1_SEM2_E30005.wav,1,VCC2020_T28,
train,__hf__,0,librispeech,16157
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_15651.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T17/task1/team17_intra-TEM1_SEM2_E30003.wav,1,VCC2020_T17,
train,__hf__,0,librispeech,16852
train,__hf__,0,librispeech,12610
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T04/task1/team04_intra-TEF2_SEF1_E30001.wav,1,VCC2020_T04,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan_large/LJ025-0068_gen.wav,1,ljspeech_melgan_large,
train,__hf__,0,librispeech,14024
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ033-0102_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ028-0322.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,14109
train,__hf__,0,librispeech,23106
train,__hf__,0,librispeech,10905
train,__hf__,0,librispeech,28086
train,__hf__,0,librispeech,25068
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T03/task1/team03_intra-TEF2_SEF2_E30005.wav,1,VCC2020_T03,
train,__hf__,0,librispeech,14045
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T10/task1/team10_intra-TEM2_SEF1_E30001.wav,1,VCC2020_T10,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ031-0140_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,22055
train,__hf__,0,librispeech,1408
train,__hf__,0,librispeech,27392
train,__hf__,0,librispeech,6585
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ008-0306_generated.wav,1,ljspeech_hifiGAN,
train,__hf__,0,librispeech,23739
train,__hf__,0,librispeech,23065
train,__hf__,0,librispeech,7019
train,__hf__,0,librispeech,14648
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ037-0093_generated.wav,1,ljspeech_hifiGAN,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ045-0110_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEM2_SEM2_E30004.wav,1,VCC2020_T02,
train,__hf__,0,librispeech,7685
train,__hf__,0,librispeech,9081
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ019-0156_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,7959
train,__hf__,0,librispeech,23694
train,__hf__,0,librispeech,15999
train,__hf__,0,librispeech,3631
train,__hf__,0,librispeech,19429
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T07/task1/team07_intra-TEM2_SEF1_E30005.wav,1,VCC2020_T07,
train,__hf__,0,librispeech,24372
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_2317.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ049-0059_gen.wav,1,ljspeech_full_band_melgan,
train,__hf__,0,librispeech,11883
train,__hf__,0,librispeech,24303
train,__hf__,0,librispeech,3549
train,__hf__,0,librispeech,25149
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ040-0025_gen.wav,1,ljspeech_multi_band_melgan,
train,__hf__,0,librispeech,5950
train,__hf__,0,librispeech,20428
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T28/task1/team28_intra-TEF1_SEM1_E30004.wav,1,VCC2020_T28,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T08/task1/team08_intra-TEM2_SEF1_E30001.wav,1,VCC2020_T08,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_melgan/LJ046-0214_gen.wav,1,ljspeech_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_6602.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,__hf__,0,librispeech,14780
train,__hf__,0,librispeech,454
train,__hf__,0,librispeech,27039
train,__hf__,0,librispeech,22013
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T22/task1/team22_intra-TEM1_SEF1_E30002.wav,1,VCC2020_T22,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T02/task1/team02_intra-TEF2_SEF1_E30005.wav,1,VCC2020_T02,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ026-0102_generated.wav,1,ljspeech_hifiGAN,
train,__hf__,0,librispeech,26521
train,__hf__,0,librispeech,27290
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ015-0027.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,519
train,__hf__,0,librispeech,26141
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T14/task1/team14_intra-TEF1_SEM1_E30004.wav,1,VCC2020_T14,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ022-0009_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T03/task1/team03_intra-TEF1_SEM1_E30001.wav,1,VCC2020_T03,
train,__hf__,0,librispeech,22139
train,__hf__,0,librispeech,3676
train,__hf__,0,librispeech,24802
train,__hf__,0,librispeech,9201
train,__hf__,0,librispeech,5825
train,__hf__,0,librispeech,17244
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ046-0081_gen.wav,1,ljspeech_full_band_melgan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ017-0243_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T06/task1/team06_intra-TEF2_SEM1_E30005.wav,1,VCC2020_T06,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ009-0144_gen.wav,1,ljspeech_parallel_wavegan,
train,__hf__,0,librispeech,17075
train,__hf__,0,librispeech,3770
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_7584.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_waveglow/LJ027-0101.wav,1,ljspeech_waveglow,
train,__hf__,0,librispeech,12831
train,__hf__,0,librispeech,4668
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T30/task1/team30_intra-TEF1_SEM2_E30005.wav,1,VCC2020_T30,
train,__hf__,0,librispeech,23695
train,__hf__,0,librispeech,21107
train,__hf__,0,librispeech,17393
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_7548.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_multi_band_melgan/LJ047-0173_gen.wav,1,ljspeech_multi_band_melgan,
train,__hf__,0,librispeech,3813
train,__hf__,0,librispeech,13618
train,__hf__,0,librispeech,5459
train,__hf__,0,librispeech,26935
train,__hf__,0,librispeech,22687
train,__hf__,0,librispeech,19729
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_parallel_wavegan/LJ017-0062_gen.wav,1,ljspeech_parallel_wavegan,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech/gen_10346.wav,1,common_voices_prompts_from_conformer_fastspeech2_pwg_ljspeech,
train,__hf__,0,librispeech,8284
train,__hf__,0,librispeech,3100
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T09/task1/team09_intra-TEM2_SEM1_E30001.wav,1,VCC2020_T09,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T19/task1/team19_intra-TEM1_SEF1_E30005.wav,1,VCC2020_T19,
train,__hf__,0,librispeech,6583
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T33/task1/team33_intra-TEM2_SEM1_E30004.wav,1,VCC2020_T33,
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_hifiGAN/LJ003-0290_generated.wav,1,ljspeech_hifiGAN,
train,__hf__,0,librispeech,11753
train,__hf__,0,librispeech,14841
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/wavefake/generated_audio/ljspeech_full_band_melgan/LJ039-0137_gen.wav,1,ljspeech_full_band_melgan,
train,__hf__,0,librispeech,26523
train,__hf__,0,librispeech,12229
train,/lambda/nfs/algovirginia/workspace/DeepfakeDetectionRenewed/data/vcc2020/audio/T09/task1/team09_intra-TEM1_SEF1_E30002.wav,1,VCC2020_T09,
train,__hf__,0,librispeech,14492
train,__hf__,0,librispeech,23577
train,__hf__,0,librispeech,3464
train,__hf__,0,librispeech,12411
train,__hf__,0,librispeech,11550
train,__hf__,0,librispeech,9836
train,__hf__,0,librispeech,26638
