sample_id,system,label,raw_logit,C,T,cal_logit
fake__en__FishTTS__silent_bullet_08_f000278,FishTTS,1,7.578994274139404,13.67814826965332,2.509900831366663,2.7166207908937365
fake__en__FishTTS__silent_bullet_09_f000280,FishTTS,1,4.996953964233398,12.839874267578123,2.6355035355368,1.1405915111697045
fake__en__FishTTS__silent_bullet_11_f000198,FishTTS,1,2.1780307292938232,12.49388027191162,2.5733108359231784,0.0009042643365995695
fake__en__Higgs-Audio-V2__dorothy_and_wizard_oz_02_f000014,Higgs-Audio-V2,1,2.9011340141296387,13.664334297180176,2.645357345596283,0.4937688549624395
fake__en__Higgs-Audio-V2__dorothy_and_wizard_oz_06_f000021,Higgs-Audio-V2,1,2.073414087295532,14.216254234313965,2.5180685911366503,0.5622479973874553
fake__en__Higgs-Audio-V2__dorothy_and_wizard_oz_08_f000005,Higgs-Audio-V2,1,-1.505584716796875,14.775992393493652,2.746377726686985,-1.248175936846819
fake__en__Higgs-Audio-V2__dorothy_and_wizard_oz_11_f000081,Higgs-Audio-V2,1,5.250189304351807,14.66121768951416,2.8322035285665,1.3938951721854664
fake__en__Higgs-Audio-V2__hunters_space_06_f000014,Higgs-Audio-V2,1,-0.6045762896537781,14.179478645324709,2.6497898486081555,-0.8448236521016047
fake__en__Higgs-Audio-V2__hunters_space_08_f000081,Higgs-Audio-V2,1,-0.2965816855430603,14.20991039276123,2.799672186624503,-1.009952688902089
fake__en__Higgs-Audio-V2__hunters_space_12_f000017,Higgs-Audio-V2,1,8.366549491882324,14.193883895874023,2.7000371433543338,2.8410265026603505
fake__en__Higgs-Audio-V2__hunters_space_13_f000054,Higgs-Audio-V2,1,0.1714158803224563,12.929370880126951,2.5514502657325973,-0.679580969037957
fake__en__Higgs-Audio-V2__hunters_space_14_f000033,Higgs-Audio-V2,1,0.6574307084083557,14.26048183441162,2.631263534990457,-0.25160686572492663
fake__en__Higgs-Audio-V2__hunters_space_14_f000057,Higgs-Audio-V2,1,-2.355475425720215,13.773634910583496,2.665294043760521,-1.7320050085700194
fake__en__Higgs-Audio-V2__piratesofersatz_01_leinster_64kb_f000223,Higgs-Audio-V2,1,-2.9748497009277344,13.994851112365724,2.7412580778557016,-2.0832609009193264
fake__en__Higgs-Audio-V2__piratesofersatz_02_leinster_64kb_f000226,Higgs-Audio-V2,1,4.2673540115356445,13.411073684692385,2.682251044397417,0.9219709338078915
fake__en__Higgs-Audio-V2__piratesofersatz_08_leinster_64kb_f000103,Higgs-Audio-V2,1,-0.494546890258789,12.703176498413086,2.532194791319492,-0.9868025725374734
fake__en__Higgs-Audio-V2__piratesofersatz_08_leinster_64kb_f000166,Higgs-Audio-V2,1,3.142688274383545,11.292962074279783,2.23399076764139,0.7440157355522944
fake__en__Higgs-Audio-V2__piratesofersatz_12_leinster_64kb_f000228,Higgs-Audio-V2,1,-2.303555965423584,13.197343826293944,2.682233371350843,-1.9110345221045093
fake__en__Higgs-Audio-V2__silent_bullet_02_f000052,Higgs-Audio-V2,1,-0.3968839049339294,12.844788551330566,2.369591633362387,-0.5750699948418254
fake__en__Higgs-Audio-V2__silent_bullet_03_f000101,Higgs-Audio-V2,1,1.2848297357559204,13.33649730682373,2.641161597763112,-0.27416497065995604
fake__en__Higgs-Audio-V2__silent_bullet_03_f000267,Higgs-Audio-V2,1,3.049907922744751,13.191417694091797,2.601832797756107,0.5080343153678938
fake__en__Higgs-Audio-V2__silent_bullet_05_f000111,Higgs-Audio-V2,1,2.391719341278076,12.77895736694336,2.4288023373036767,0.46195959304857065
fake__en__Higgs-Audio-V2__silent_bullet_06_f000104,Higgs-Audio-V2,1,2.6682534217834477,11.658679008483888,2.3736095180786485,0.3666261374560706
fake__en__Higgs-Audio-V2__silent_bullet_11_f000346,Higgs-Audio-V2,1,-0.6632896065711975,13.733899116516112,2.66798499586316,-1.035272823825213
fake__en__Higgs-Audio-V2__silent_bullet_12_f000002,Higgs-Audio-V2,1,6.7034010887146,14.65924835205078,2.8182913739153777,2.034413716739178
fake__en__Higgs-Audio-V2__silent_bullet_12_f000065,Higgs-Audio-V2,1,3.477372407913208,12.527482986450195,2.3631327031954394,0.9802527074163047
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_03_f000029,Index-TTS-1.5,1,-0.5776331424713135,14.692370414733888,2.6503017886119222,-0.7224471481622439
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_11_f000083,Index-TTS-1.5,1,3.036180257797241,14.12302589416504,2.571517810337617,0.8169985146083066
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_14_f000106,Index-TTS-1.5,1,-0.8480831384658813,13.064359664916992,2.49903282441434,-0.9806453254087576
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_14_f000119,Index-TTS-1.5,1,2.538086414337158,13.271193504333496,2.530270040616647,0.45892476334706217
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_19_f000002,Index-TTS-1.5,1,-1.224844217300415,11.49513339996338,1.992637540959663,-0.604269498904214
fake__en__Index-TTS-1.5__piratesofersatz_04_leinster_64kb_f000096,Index-TTS-1.5,1,1.7184269428253174,14.407641410827637,2.6887168640537795,0.11024674850932675
fake__en__Index-TTS-1.5__piratesofersatz_04_leinster_64kb_f000265,Index-TTS-1.5,1,-2.977836847305298,14.178337097167969,2.6236052070675577,-1.8304570096268267
fake__en__Index-TTS-1.5__piratesofersatz_08_leinster_64kb_f000176,Index-TTS-1.5,1,-3.060886144638061,13.02069854736328,2.4463582566471884,-1.8370707972603486
fake__en__Index-TTS-1.5__piratesofersatz_09_leinster_64kb_f000208,Index-TTS-1.5,1,-2.4586217403411865,13.123066902160645,2.5627534780815493,-1.7712779780832257
fake__en__Index-TTS-1.5__piratesofersatz_11_leinster_64kb_f000134,Index-TTS-1.5,1,0.0258181747049093,14.164685249328612,2.64615866751079,-0.5954324185284665
fake__en__Index-TTS-1.5__piratesofersatz_12_leinster_64kb_f000044,Index-TTS-1.5,1,-2.615420341491699,14.219122886657717,2.683798374944659,-1.777882831164792
fake__en__Index-TTS-1.5__silent_bullet_03_f000201,Index-TTS-1.5,1,-2.14955735206604,14.96037769317627,2.788003182073431,-1.5802908424327415
fake__en__Index-TTS-1.5__silent_bullet_05_f000015,Index-TTS-1.5,1,-3.19775938987732,13.107897758483888,2.436729423072104,-1.8546036784012736
fake__en__Index-TTS-1.5__silent_bullet_10_f000320,Index-TTS-1.5,1,0.4175266027450561,13.816627502441406,2.5755648476986384,-0.3873667037746536
fake__en__Index-TTS-1.5__silent_bullet_11_f000313,Index-TTS-1.5,1,2.310939073562622,15.18621063232422,2.7419834819103373,0.46692379516424604
fake__en__Index-TTS-2.0__hunters_space_02_f000017,Index-TTS-2.0,1,0.6538216471672058,14.516556739807127,2.8482238277712093,-0.631211823652328
fake__en__Index-TTS-2.0__hunters_space_08_f000076,Index-TTS-2.0,1,0.3963541984558105,14.81094741821289,2.7237740940649724,-0.39728318338471136
fake__en__Index-TTS-2.0__hunters_space_13_f000029,Index-TTS-2.0,1,0.6697346568107605,13.980403900146484,2.4996524236634325,-0.0485823424005718
fake__en__Index-TTS-2.0__hunters_space_16_f000103,Index-TTS-2.0,1,-0.169272169470787,14.958438873291016,2.817851709946324,-0.7890992157431188
fake__en__Index-TTS-2.0__piratesofersatz_01_leinster_64kb_f000068,Index-TTS-2.0,1,1.7569012641906738,14.75844955444336,2.8449116631636278,-0.0939856096562475
fake__en__Index-TTS-2.0__piratesofersatz_01_leinster_64kb_f000113,Index-TTS-2.0,1,1.0241413116455078,14.002104759216309,2.6059437229731164,-0.11538423059389144
fake__en__Index-TTS-2.0__piratesofersatz_03_leinster_64kb_f000043,Index-TTS-2.0,1,6.913529872894287,12.583561897277832,2.477604106561355,2.223451031163424
fake__en__Index-TTS-2.0__piratesofersatz_03_leinster_64kb_f000103,Index-TTS-2.0,1,1.5357109308242798,14.716605186462402,2.7149892051057214,0.0722608935428545
fake__en__Index-TTS-2.0__piratesofersatz_04_leinster_64kb_f000064,Index-TTS-2.0,1,-2.318147897720337,14.051839828491213,2.85199636184242,-2.0154546526839776
fake__en__Index-TTS-2.0__piratesofersatz_10_leinster_64kb_f000074,Index-TTS-2.0,1,2.084115743637085,14.288400650024414,2.806087490838399,-0.007719727953140437
fake__en__Index-TTS-2.0__silent_bullet_03_f000194,Index-TTS-2.0,1,0.6014196872711182,14.637251853942873,2.76338582643217,-0.44255678365645934
fake__en__Index-TTS-2.0__silent_bullet_03_f000263,Index-TTS-2.0,1,1.383202314376831,14.21788501739502,2.612779342672384,0.08143002788494039
fake__en__Index-TTS-2.0__silent_bullet_06_f000339,Index-TTS-2.0,1,6.476851463317871,13.194339752197266,2.606661379838365,1.9427381423053443
fake__en__Index-TTS-2.0__silent_bullet_07_f000145,Index-TTS-2.0,1,-0.4394581019878387,13.398929595947266,2.7635833459389376,-1.2266576510046217
fake__en__Index-TTS-2.0__silent_bullet_08_f000314,Index-TTS-2.0,1,-0.6711688041687012,14.573803901672363,2.8050174412061724,-1.0806551153950559
fake__en__Index-TTS-2.0__silent_bullet_12_f000211,Index-TTS-2.0,1,2.0744588375091557,13.43946361541748,2.701135256329052,-0.031159698030782848
fake__en__Index-TTS-2.0__silent_bullet_13_f000092,Index-TTS-2.0,1,1.0893456935882568,13.63074779510498,2.552814899391353,-0.08148669721723906
fake__en__Indri-TTS-0.1__dorothy_and_wizard_oz_07_f000025,Indri-TTS-0.1,1,3.619837522506714,13.803391456604004,2.642229105536483,0.8503214847859368
fake__en__Indri-TTS-0.1__dorothy_and_wizard_oz_10_f000029,Indri-TTS-0.1,1,5.419262409210205,12.91568374633789,2.5208474349932937,1.5676507062521692
fake__en__Indri-TTS-0.1__dorothy_and_wizard_oz_11_f000014,Indri-TTS-0.1,1,3.521503210067749,12.91273021697998,2.6967411879037844,0.4226165695786884
fake__en__Indri-TTS-0.1__dorothy_and_wizard_oz_17_f000038,Indri-TTS-0.1,1,5.74542760848999,12.134635925292969,2.634710960705888,1.2227627474960752
fake__en__Indri-TTS-0.1__hunters_space_07_f000004,Indri-TTS-0.1,1,5.040868759155273,13.200281143188477,2.6625602717664827,1.203471662099636
fake__en__Indri-TTS-0.1__hunters_space_08_f000103,Indri-TTS-0.1,1,7.204491138458252,13.326510429382324,2.628809772832483,2.19724701590694
fake__en__Indri-TTS-0.1__piratesofersatz_02_leinster_64kb_f000179,Indri-TTS-0.1,1,7.440194606781006,13.962141036987305,2.693896884185232,2.3523046707340067
fake__en__Indri-TTS-0.1__piratesofersatz_10_leinster_64kb_f000148,Indri-TTS-0.1,1,4.072899341583252,13.390392303466797,2.704374394851673,0.7785827853773002
fake__en__Indri-TTS-0.1__silent_bullet_06_f000162,Indri-TTS-0.1,1,5.377983570098877,12.897167205810549,2.6992855160371723,1.1713118683168442
fake__en__Indri-TTS-0.1__silent_bullet_06_f000194,Indri-TTS-0.1,1,4.251730442047119,13.003765106201172,2.675964295371332,0.7925420689777454
fake__en__Indri-TTS-0.1__silent_bullet_06_f000222,Indri-TTS-0.1,1,4.9384846687316895,13.794533729553224,2.7183262567223427,1.2271700310690168
fake__en__Indri-TTS-0.1__silent_bullet_06_f000271,Indri-TTS-0.1,1,6.659063816070557,13.928406715393066,2.7610824805859315,1.8819425037392516
fake__en__Indri-TTS-0.1__silent_bullet_07_f000304,Indri-TTS-0.1,1,9.091459274291992,13.672581672668455,2.6439510435324967,3.042993123983525
fake__en__Indri-TTS-0.1__silent_bullet_11_f000040,Indri-TTS-0.1,1,5.946842670440674,14.174771308898926,2.712393245346428,1.7684313563352931
fake__en__Kani-TTS-370M__dorothy_and_wizard_oz_03_f000057,Kani-TTS-370M,1,-0.5761381983757019,13.625118255615234,2.614247311098643,-0.8713640541966184
fake__en__Kani-TTS-370M__dorothy_and_wizard_oz_16_f000031,Kani-TTS-370M,1,6.51684045791626,14.625279426574709,2.607642875589866,2.3638769948816836
fake__en__Kani-TTS-370M__piratesofersatz_09_leinster_64kb_f000103,Kani-TTS-370M,1,6.831182956695557,14.066888809204102,2.714383726455865,2.1059487349885977
fake__en__Kani-TTS-370M__silent_bullet_06_f000137,Kani-TTS-370M,1,3.605650186538696,13.283167839050291,2.6586223616151945,0.6567716163757776
fake__en__Kani-TTS-370M__silent_bullet_06_f000353,Kani-TTS-370M,1,2.1101441383361816,12.494853019714355,2.5340775226423222,0.060185873401338866
fake__en__Kani-TTS-370M__silent_bullet_08_f000130,Kani-TTS-370M,1,0.3510017395019531,12.68641185760498,2.4709093104206308,-0.4767685744642311
fake__en__Kani-TTS-370M__silent_bullet_08_f000138,Kani-TTS-370M,1,3.673671007156372,14.060664176940918,2.66992769065461,0.8951753751192891
fake__en__Kani-TTS-370M__silent_bullet_08_f000297,Kani-TTS-370M,1,4.428977489471436,13.874120712280272,2.7756120797930195,0.9327668567768189
fake__en__Kani-TTS-370M__silent_bullet_10_f000190,Kani-TTS-370M,1,6.395379543304443,14.41908359527588,2.8338034868520503,1.786648788915739
fake__en__Kani-TTS-370M__silent_bullet_11_f000256,Kani-TTS-370M,1,3.2217743396759038,12.826627731323242,2.614289941339085,0.4526821342662056
fake__en__Kani-TTS-370M__silent_bullet_11_f000261,Kani-TTS-370M,1,5.9465179443359375,13.958222389221191,2.5159752986273705,2.1171151590528203
fake__en__Kitten-TTS-Nano-0.1__dorothy_and_wizard_oz_12_f000066,Kitten-TTS-Nano-0.1,1,4.998588562011719,12.765606880187988,2.7109012064593205,0.9639724474123575
fake__en__Kitten-TTS-Nano-0.1__dorothy_and_wizard_oz_14_f000058,Kitten-TTS-Nano-0.1,1,5.86753511428833,13.348933219909668,2.644526759890824,1.6330057881109228
fake__en__Kitten-TTS-Nano-0.1__dorothy_and_wizard_oz_15_f000011,Kitten-TTS-Nano-0.1,1,8.011683464050293,14.00534439086914,2.6977346238510798,2.599178254633227
fake__en__Kitten-TTS-Nano-0.1__dorothy_and_wizard_oz_16_f000083,Kitten-TTS-Nano-0.1,1,8.36533260345459,13.091253280639648,2.7016413041243474,2.4602654964221267
fake__en__Kitten-TTS-Nano-0.1__hunters_space_14_f000042,Kitten-TTS-Nano-0.1,1,8.201833724975586,13.513788223266602,2.646566996777296,2.634580913890594
fake__en__Kitten-TTS-Nano-0.1__piratesofersatz_02_leinster_64kb_f000191,Kitten-TTS-Nano-0.1,1,4.224734783172607,13.235554695129396,2.4929120792888813,1.2393705969561364
fake__en__Kitten-TTS-Nano-0.1__piratesofersatz_06_leinster_64kb_f000166,Kitten-TTS-Nano-0.1,1,7.8189377784729,13.880281448364258,2.4933087209065707,2.905096238018955
fake__en__Kitten-TTS-Nano-0.1__piratesofersatz_07_leinster_64kb_f000062,Kitten-TTS-Nano-0.1,1,6.143832206726074,13.762099266052246,2.6879071466063724,1.7811044712795652
fake__en__Kitten-TTS-Nano-0.1__piratesofersatz_11_leinster_64kb_f000087,Kitten-TTS-Nano-0.1,1,9.77961540222168,13.414788246154783,2.517867358012998,3.516987475354363
fake__en__Kitten-TTS-Nano-0.1__silent_bullet_06_f000039,Kitten-TTS-Nano-0.1,1,6.152023792266846,14.00096321105957,2.795646009829019,1.6337862202333024
fake__en__Kitten-TTS-Nano-0.1__silent_bullet_09_f000304,Kitten-TTS-Nano-0.1,1,9.634949684143066,13.911532402038574,2.826114702557062,2.9703550902567635
fake__en__Kitten-TTS-Nano-0.1__silent_bullet_11_f000141,Kitten-TTS-Nano-0.1,1,7.586737155914307,13.87773895263672,2.775644487067249,2.2255935925159513
fake__en__Kitten-TTS-Nano-0.1__silent_bullet_12_f000317,Kitten-TTS-Nano-0.1,1,8.560571670532227,13.426678657531738,2.639799294176053,2.7692297641135712
fake__en__Kitten-TTS-Nano-0.1__silent_bullet_13_f000132,Kitten-TTS-Nano-0.1,1,6.844724655151367,13.917106628417969,2.74837846826961,1.9899189308023415
fake__en__Kitten-TTS-Nano-0.2__dorothy_and_wizard_oz_02_f000105,Kitten-TTS-Nano-0.2,1,7.363095760345459,14.469171524047852,2.6577572673126872,2.5468049896545235
fake__en__Kitten-TTS-Nano-0.2__dorothy_and_wizard_oz_03_f000124,Kitten-TTS-Nano-0.2,1,8.564006805419922,13.696221351623535,2.7173494822934776,2.6898149540627365
fake__en__Kitten-TTS-Nano-0.2__dorothy_and_wizard_oz_12_f000078,Kitten-TTS-Nano-0.2,1,6.237390995025635,13.299577713012695,2.545115446333852,1.9696607185950157
fake__en__Kitten-TTS-Nano-0.2__dorothy_and_wizard_oz_16_f000104,Kitten-TTS-Nano-0.2,1,4.693967342376709,13.639404296875,2.6584211265168247,1.2083363970692311
fake__en__Kitten-TTS-Nano-0.2__dorothy_and_wizard_oz_19_f000041,Kitten-TTS-Nano-0.2,1,4.986937046051025,13.231362342834473,2.563186187229589,1.401059950025979
