sample_id,speaker,label,C,T,rog_L12,vel_L9,logit_robust_goat,logit_mlaad_robust_goat,wada_v3,wada_snr_db
10133,Bernie Sanders,spoof,-10.80994987487793,2.802327876517521,10.80994987487793,2.802327876517521,8.43034839630127,7.965656280517578,1.4490315845556365,49.0
10136,Alec Guinness,spoof,-10.558688163757324,2.709567466041476,10.558688163757324,2.709567466041476,7.634377479553223,9.684852600097656,0.7669123532096345,14.0
10139,Alec Guinness,bona-fide,-10.847821235656738,2.6647358548353086,10.847821235656738,2.6647358548353086,0.1015819236636161,12.400619506835938,0.9087883684329774,19.0
10140,Donald Trump,bona-fide,-10.52236270904541,2.848890501938072,10.52236270904541,2.848890501938072,0.0486264303326606,5.995515823364258,0.8779384997797637,18.0
10147,Alec Guinness,spoof,-10.722783088684082,2.740081872542331,10.722783088684082,2.740081872542331,8.38414478302002,7.687033176422119,0.6558355818498436,10.0
10153,Winston Churchill,bona-fide,-10.793241500854492,2.713406234378228,10.793241500854492,2.713406234378228,7.553700447082519,5.118379592895508,1.0508158944414547,24.0
10154,Christopher Hitchens,bona-fide,-10.943875312805176,2.8957699261080307,10.943875312805176,2.8957699261080307,5.67243766784668,5.184713363647461,1.2187239065740667,32.0
10163,Barack Obama,bona-fide,-10.641501426696776,2.8760024375489985,10.641501426696776,2.8760024375489985,1.0165324211120603,7.480771541595459,1.1517424060216457,28.0
10176,Bernie Sanders,spoof,-11.10727596282959,2.893705268588242,11.10727596282959,2.893705268588242,8.273489952087402,8.133715629577637,1.6448445039426471,100.0
10179,Kanye West,spoof,-10.708131790161133,2.692273426929221,10.708131790161133,2.692273426929221,11.707801818847656,9.932711601257324,0.6471071356079863,10.0
10183,Robert Kardashian,bona-fide,-9.926901817321776,2.817595578076923,9.926901817321776,2.817595578076923,1.877241969108581,4.204411506652832,1.537391640165736,61.0
10190,Alec Guinness,bona-fide,-10.821134567260742,2.7533341273027565,10.821134567260742,2.7533341273027565,-0.8881285190582275,7.591235637664795,0.793452203980082,15.0
10195,Donald Trump,bona-fide,-10.751483917236328,2.7364203983742827,10.751483917236328,2.7364203983742827,4.410648345947266,6.559635162353516,0.5246086862818551,5.0
10204,Barack Obama,bona-fide,-11.077862739562988,2.8107077958153366,11.077862739562988,2.8107077958153366,5.197936058044434,7.30797815322876,1.1070803591861766,26.0
10209,Bernie Sanders,spoof,-10.783024787902832,2.6352407402433253,10.783024787902832,2.6352407402433253,7.531860828399658,8.992013931274414,0.9070538686977265,19.0
10211,Bill Clinton,bona-fide,-10.680127143859863,2.7477173675109148,10.680127143859863,2.7477173675109148,3.4429244995117188,5.52252721786499,1.0689122772419122,25.0
10212,Nelson Mandela,spoof,-9.673640251159668,2.505302869234054,9.673640251159668,2.505302869234054,3.899492740631104,2.019636631011963,1.2775023602989783,35.0
10213,Milton Friedman,spoof,-11.07920742034912,2.8215622605763646,11.07920742034912,2.8215622605763646,9.357501983642578,8.831415176391602,1.3295072290845042,38.0
10216,Bernie Sanders,spoof,-10.973688125610352,2.731505218906063,10.973688125610352,2.731505218906063,6.876461505889893,7.928678512573242,1.420930159769441,46.0
1022,FDR,bona-fide,-10.55919075012207,2.712347272831583,10.55919075012207,2.712347272831583,3.752328395843506,8.858922958374023,0.5840448760703969,7.0
10228,Mark Zuckerberg,bona-fide,-10.48422145843506,2.815381219271831,10.48422145843506,2.815381219271831,1.5127636194229126,6.894351005554199,1.0836110142599829,25.0
10232,Norm MacDonald,bona-fide,-10.905652046203612,2.67801145770894,10.905652046203612,2.67801145770894,7.4540324211120605,9.353164672851562,0.7397812708679634,13.0
10234,Alec Guinness,spoof,-10.733001708984377,2.6328601608971685,10.733001708984377,2.6328601608971685,8.310121536254883,9.067625045776367,0.7324213679400384,13.0
10238,Bill Clinton,spoof,-11.059019088745115,2.702453910806613,11.059019088745115,2.702453910806613,5.921509742736816,7.404114723205566,0.8341427332502831,16.0
1024,Barack Obama,bona-fide,-9.941622734069824,2.8102197983580526,9.941622734069824,2.8102197983580526,5.322625637054443,2.8836047649383545,1.597513204794884,78.0
10256,Bernie Sanders,bona-fide,-10.435901641845703,2.7205851048599965,10.435901641845703,2.7205851048599965,-1.9278053045272827,5.98997688293457,1.6249741184245772,93.0
10262,Donald Trump,spoof,-10.546730995178224,2.6011241673231704,10.546730995178224,2.6011241673231704,2.6059329509735107,6.80345630645752,1.0591611964451908,24.0
10267,Winston Churchill,bona-fide,-10.69803237915039,2.7471758216490523,10.69803237915039,2.7471758216490523,0.5755607485771179,4.586894989013672,0.7737735976287938,14.0
10273,Orson Welles,spoof,-11.014835357666016,2.516853923449151,11.014835357666016,2.516853923449151,10.61296272277832,9.089959144592283,0.5982334183856426,8.0
10278,Alec Guinness,bona-fide,-10.641287803649902,2.83286900805586,10.641287803649902,2.83286900805586,6.98534107208252,6.500388145446777,0.8887844742730504,18.0
10282,Ronald Reagan,spoof,-10.168572425842283,2.797512879575665,10.168572425842283,2.797512879575665,7.766613006591797,7.915212631225586,3.145626131785314,100.0
10294,Barack Obama,spoof,-10.891674041748049,2.7829352705636627,10.891674041748049,2.7829352705636627,2.6404099464416504,7.616715908050537,1.1476786082525177,28.0
10305,Ayn Rand,spoof,-10.824551582336426,2.761939424641564,10.824551582336426,2.761939424641564,6.245947360992432,7.870354175567627,1.2102891708307753,31.0
10306,The Notorious B.I.G.,spoof,-10.428006172180176,2.590617252833589,10.428006172180176,2.590617252833589,2.791775941848755,7.996277332305908,0.915324130802194,19.0
10311,Donald Trump,bona-fide,-9.94988250732422,2.811393249175296,9.94988250732422,2.811393249175296,3.794353008270264,4.976558685302734,0.9782176277466745,21.0
10317,Alexandria Ocasio-Cortez,bona-fide,-10.677812576293944,2.683650811337718,10.677812576293944,2.683650811337718,3.1888465881347656,5.120098114013672,0.8820075590711447,18.0
10320,Milton Friedman,spoof,-10.83009433746338,2.911988529460774,10.83009433746338,2.911988529460774,10.858413696289062,9.529414176940918,1.35417749642066,40.0
10324,Winston Churchill,bona-fide,-10.269731521606444,2.7732298440580747,10.269731521606444,2.7732298440580747,6.871923446655273,7.2953643798828125,0.9704389558427713,21.0
10328,Alan Watts,spoof,-10.91512393951416,2.830476125988159,10.91512393951416,2.830476125988159,9.76377010345459,7.452137470245361,1.4995800378269157,55.0
10357,Nelson Mandela,spoof,-10.870498657226562,2.822885112947413,10.870498657226562,2.822885112947413,9.956783294677734,7.215946197509766,1.362266583561,41.0
10358,Ronald Reagan,spoof,-10.557305335998535,2.8142285167675505,10.557305335998535,2.8142285167675505,6.573997020721436,6.370007514953613,2.316776318817563,100.0
1037,Louis Farrakhan,bona-fide,-10.530784606933594,2.6612865330958666,10.530784606933594,2.6612865330958666,8.260367393493652,8.522001266479492,1.4231636353692778,46.0
10371,Ronald Reagan,spoof,-10.997235298156738,2.853491473991076,10.997235298156738,2.853491473991076,9.176067352294922,6.905384063720703,1.5040703721593096,55.0
10384,Alec Guinness,bona-fide,-10.614276885986328,2.8013932243812314,10.614276885986328,2.8013932243812314,4.768718719482422,5.789969444274902,0.9448812278402157,20.0
10390,Donald Trump,bona-fide,-10.870013236999512,2.778123403008061,10.870013236999512,2.778123403008061,4.663607597351074,8.205456733703613,1.134587474953304,28.0
10391,Adam Driver,bona-fide,-10.862700462341309,2.7400861482574803,10.862700462341309,2.7400861482574803,3.424410820007324,7.576296806335449,0.8264168704583335,16.0
10392,Winston Churchill,spoof,-11.104832649230955,2.7329906237014394,11.104832649230955,2.7329906237014394,9.384559631347656,8.786897659301758,1.367158778977425,41.0
10409,Donald Trump,spoof,-10.722898483276367,2.720573099609118,10.722898483276367,2.720573099609118,7.399945259094238,6.383213043212891,1.10002433394996,26.0
10416,Boris Johnson,bona-fide,-10.862547874450684,2.773340351365146,10.862547874450684,2.773340351365146,4.886699199676514,12.314193725585938,1.1197791197488676,27.0
10419,Norm MacDonald,spoof,-11.044427871704102,2.733650953967901,11.044427871704102,2.733650953967901,10.428972244262695,8.705326080322266,1.018451830049107,23.0
10426,JFK,bona-fide,-9.725263595581056,2.781388775439614,9.725263595581056,2.781388775439614,5.078520774841309,5.91549015045166,1.1823125118323268,30.0
10431,Barack Obama,bona-fide,-10.605788230895996,2.7932772249463333,10.605788230895996,2.7932772249463333,3.750254392623901,6.835456371307373,1.5273034300367079,59.0
10451,Alec Guinness,spoof,-10.747821807861328,2.603254882796701,10.747821807861328,2.603254882796701,7.932106971740723,7.781973838806152,1.260578706393399,34.0
10454,Martin Luther King,spoof,-10.795486450195312,2.805505523168453,10.795486450195312,2.805505523168453,5.997317314147949,7.217041969299316,0.9323293685463367,20.0
1046,Donald Trump,bona-fide,-10.763582229614258,2.714572892188464,10.763582229614258,2.714572892188464,2.778560161590576,8.58860969543457,1.25128342788256,33.0
10463,Donald Trump,bona-fide,-10.218131065368652,2.772383079202591,10.218131065368652,2.772383079202591,8.771408081054688,6.597723007202148,1.664887011542247,100.0
10467,Alec Guinness,spoof,-10.934463500976562,2.634084964030234,10.934463500976562,2.634084964030234,7.181561470031738,7.113658905029297,1.1456955967073768,28.0
10482,Queen Elizabeth II,spoof,-10.87407112121582,2.7691992843542748,10.87407112121582,2.7691992843542748,8.07725715637207,8.870101928710938,1.097337001997286,26.0
10485,Donald Trump,spoof,-10.69567584991455,2.827089993092114,10.69567584991455,2.827089993092114,7.915778160095215,8.550984382629395,0.9393531469549656,20.0
10487,George Carlin,bona-fide,-10.561742782592772,2.770656537225632,10.561742782592772,2.770656537225632,-1.073012113571167,11.672456741333008,1.8106033570246054,100.0
10489,Barack Obama,bona-fide,-10.321982383728027,2.7666342859734074,10.321982383728027,2.7666342859734074,1.073883891105652,3.8322715759277344,1.7714981228626034,100.0
10490,Alec Guinness,bona-fide,-7.925953388214111,2.691388582505592,7.925953388214111,2.691388582505592,8.46760368347168,10.033686637878418,1.025979774921678,23.0
10492,JFK,bona-fide,-10.32494068145752,2.8062442007398456,10.32494068145752,2.8062442007398456,4.300901412963867,7.208548545837402,1.0664939355887935,25.0
1051,Alec Guinness,spoof,-10.341540336608888,2.848254317471657,10.341540336608888,2.848254317471657,4.265286922454834,2.6139254570007324,2.2759251191663195,100.0
10510,Alec Guinness,bona-fide,-10.106450080871582,2.507041269524492,10.106450080871582,2.507041269524492,9.58466339111328,3.2118234634399414,1.0812588398506113,25.0
10514,Christopher Hitchens,spoof,-10.641883850097656,2.650839783508004,10.641883850097656,2.650839783508004,9.852989196777344,8.710689544677734,0.6743480403175361,11.0
10516,Robert Kardashian,spoof,-9.770030975341797,2.547552756834134,9.770030975341797,2.547552756834134,9.253904342651367,6.941657066345215,0.590400452504547,8.0
10520,Robert Kardashian,bona-fide,-10.675453186035156,2.6983299934176816,10.675453186035156,2.6983299934176816,1.9411702156066892,7.594087600708008,0.9761870864806219,21.0
10524,Alec Guinness,spoof,-11.177734375,2.663886278269273,11.177734375,2.663886278269273,10.90518856048584,7.621463775634766,0.9526501357036001,20.0
10528,FDR,bona-fide,-10.22683334350586,2.599398237521059,10.22683334350586,2.599398237521059,5.506152153015137,6.650800704956055,0.9539928230244861,20.0
10536,Orson Welles,spoof,-10.949379920959473,2.701204901982495,10.949379920959473,2.701204901982495,12.329874038696287,8.180805206298828,1.436127206059671,47.0
10545,Alec Guinness,spoof,-11.211423873901367,2.7020440552457443,11.211423873901367,2.7020440552457443,9.477771759033203,7.662876605987549,0.9112667900635234,19.0
10561,Nick Offerman,bona-fide,-10.591455459594728,2.784013129516351,10.591455459594728,2.784013129516351,4.541094303131104,7.157118797302246,1.2864691560670454,35.0
10565,Barack Obama,spoof,-10.947885513305664,2.7016550024771746,10.947885513305664,2.7016550024771746,7.626619338989258,7.42325496673584,1.41819418192379,45.0
10566,Bernie Sanders,bona-fide,-10.858723640441896,2.725461485744807,10.858723640441896,2.725461485744807,5.482684135437012,8.752278327941895,1.2203091441774925,32.0
10567,Barack Obama,bona-fide,-10.189224243164062,2.886584789046315,10.189224243164062,2.886584789046315,-0.5609701871871948,4.586851119995117,1.5675523782367091,68.0
10568,Barack Obama,bona-fide,-10.844245910644531,2.6667171266858736,10.844245910644531,2.6667171266858736,1.248725175857544,7.53251838684082,0.9371507147819274,20.0
10573,Ayn Rand,bona-fide,-10.713038444519045,2.6550115844368847,10.713038444519045,2.6550115844368847,4.487571716308594,4.059796333312988,1.2570660135266831,34.0
10574,Alec Guinness,bona-fide,-10.951733589172363,2.817416660080106,10.951733589172363,2.817416660080106,7.448940277099609,5.22205114364624,1.0060724819266964,22.0
10578,Queen Elizabeth II,bona-fide,-10.73007583618164,2.839117463151279,10.73007583618164,2.839117463151279,3.638014316558838,8.699501037597656,1.2503098968567468,33.0
10585,Richard Nixon,bona-fide,-10.511094093322754,2.789688661413437,10.511094093322754,2.789688661413437,2.54894495010376,3.84778356552124,1.2257939686032056,32.0
10589,Bernie Sanders,bona-fide,-10.628993034362791,2.679313208995408,10.628993034362791,2.679313208995408,1.6121032238006592,5.61032247543335,1.3716003233326846,41.0
10605,Barack Obama,bona-fide,-10.682350158691406,2.7518584486485413,10.682350158691406,2.7518584486485413,5.398974418640137,9.128440856933594,0.7943032384765072,15.0
10619,The Notorious B.I.G.,spoof,-9.633851051330566,2.6674044931360634,9.633851051330566,2.6674044931360634,9.130720138549805,9.193415641784668,1.1283332869918694,27.0
1062,Ayn Rand,bona-fide,-10.484997749328612,2.432434719559774,10.484997749328612,2.432434719559774,2.289970636367798,6.367100715637207,1.0343512480446848,23.0
10620,Nelson Mandela,spoof,-11.058669090270996,2.737746542642466,11.058669090270996,2.737746542642466,10.602492332458496,7.069408893585205,1.1772881596302072,30.0
10621,JFK,bona-fide,-10.519109725952148,2.757776081040016,10.519109725952148,2.757776081040016,3.6286654472351074,2.6511905193328857,1.4925319877666547,54.0
10626,Christopher Hitchens,bona-fide,-10.988672256469728,2.677109650278059,10.988672256469728,2.677109650278059,4.594228267669678,6.759039878845215,1.197413485103835,31.0
10628,Donald Trump,bona-fide,-10.566789627075195,2.768154830597769,10.566789627075195,2.768154830597769,0.6674758195877075,8.500653266906738,0.6761553484926748,11.0
1063,Barack Obama,bona-fide,-10.577337265014648,2.888552615872149,10.577337265014648,2.888552615872149,0.9052475690841676,4.857427597045898,2.191077709590564,100.0
10636,Ayn Rand,spoof,-10.895974159240724,2.705743420461174,10.895974159240724,2.705743420461174,5.833738327026367,8.837143898010254,1.2346638652314885,32.0
10638,Donald Trump,bona-fide,-10.511000633239746,2.496024344872658,10.511000633239746,2.496024344872658,-0.3184815645217895,6.160464286804199,1.4559780918480754,49.0
10639,Dwight Eisenhower,spoof,-10.3472261428833,2.7433447186858686,10.3472261428833,2.7433447186858686,8.314594268798828,6.012454986572266,1.879760547944989,100.0
10640,Ayn Rand,spoof,-10.691743850708008,2.658807554691882,10.691743850708008,2.658807554691882,6.488608360290527,9.260177612304688,1.294507377356989,36.0
10647,Alec Guinness,spoof,-10.938368797302246,2.5608246995070303,10.938368797302246,2.5608246995070303,10.445151329040527,8.907829284667969,0.8294761804731192,16.0
10657,Bill Clinton,bona-fide,-11.092496871948242,2.725447267918957,11.092496871948242,2.725447267918957,7.029081344604492,7.530324935913086,0.8510493272697577,17.0
10658,Bernie Sanders,spoof,-10.894911766052246,2.784630385549354,10.894911766052246,2.784630385549354,7.737988471984863,7.894251823425293,1.639663911324606,100.0
10661,Alec Guinness,spoof,-10.971755981445312,2.712586844316,10.971755981445312,2.712586844316,8.819269180297852,6.391575813293457,0.9570734816754367,21.0
10663,Alec Guinness,bona-fide,-10.705787658691406,2.7290092195005293,10.705787658691406,2.7290092195005293,1.093313455581665,8.382600784301758,0.7217007949476968,12.0
10668,Alan Watts,spoof,-10.341904640197754,2.7386730901650007,10.341904640197754,2.7386730901650007,7.782066822052002,5.967123031616211,1.650465893452703,100.0
10671,Bill Clinton,spoof,-11.01868724822998,2.610567590620587,11.01868724822998,2.610567590620587,5.123944282531738,6.847446918487549,0.9626195320615656,21.0
10687,Barack Obama,spoof,-11.135129928588867,2.802049843134456,11.135129928588867,2.802049843134456,7.172909736633301,9.238921165466309,1.2730413890727972,35.0
10700,Winston Churchill,spoof,-10.614961624145508,2.690635223686621,10.614961624145508,2.690635223686621,9.826698303222656,4.494179248809815,1.3142000660081279,37.0
10712,Bernie Sanders,spoof,-10.859786987304688,2.8184762493609408,10.859786987304688,2.8184762493609408,7.500277519226074,6.399198055267334,1.6794444779105873,100.0
10715,Ronald Reagan,spoof,-10.347890853881836,2.851309020101253,10.347890853881836,2.851309020101253,4.184364795684815,6.647036075592041,2.1404608741314286,100.0
10726,Bernie Sanders,bona-fide,-10.984715461730955,2.8516222272975664,10.984715461730955,2.8516222272975664,7.660861968994141,7.685964584350586,0.8208695538072397,16.0
1073,Alec Guinness,spoof,-10.836427688598633,2.7429485497834896,10.836427688598633,2.7429485497834896,8.891884803771973,10.259521484375,0.7427032426549749,13.0
10733,Alec Guinness,bona-fide,-10.00732135772705,2.802171858705911,10.00732135772705,2.802171858705911,5.20687198638916,7.4773759841918945,0.6544025752366687,10.0
10734,Barack Obama,bona-fide,-10.854637145996094,2.838928153302385,10.854637145996094,2.838928153302385,-0.986548900604248,9.37204360961914,1.234137377151621,32.0
10738,Alec Guinness,bona-fide,-9.335097312927246,2.4746736636473914,9.335097312927246,2.4746736636473914,6.96321439743042,8.299186706542969,0.9801063086437187,21.0
10740,Ronald Reagan,spoof,-10.476677894592283,2.7494889531181745,10.476677894592283,2.7494889531181745,8.527804374694824,8.421390533447266,0.7344559396534192,13.0
10741,Barack Obama,bona-fide,-10.589406967163086,2.7883001212954435,10.589406967163086,2.7883001212954435,3.750504493713379,8.872838973999023,0.9444218041419319,20.0
10742,Arnold Schwarzenegger,spoof,-10.797184944152832,2.6340958796958045,10.797184944152832,2.6340958796958045,9.891138076782228,5.214147567749023,0.8176374145498153,16.0
10747,Bill Clinton,bona-fide,-10.437679290771484,2.768871069483258,10.437679290771484,2.768871069483258,1.2595317363739014,4.574769496917725,0.9735854362128253,21.0
1075,Donald Trump,bona-fide,-10.77490520477295,2.6426980829248814,10.77490520477295,2.6426980829248814,6.700007438659668,9.254557609558104,0.6017918008633789,8.0
10753,Ronald Reagan,spoof,-10.85916233062744,2.874689495695129,10.85916233062744,2.874689495695129,4.847943305969238,7.431420803070068,1.8555333795734166,100.0
10759,JFK,bona-fide,-10.398334503173828,2.822790877517605,10.398334503173828,2.822790877517605,2.474855661392212,5.750739097595215,1.1939476789983612,30.0
10760,Donald Trump,bona-fide,-10.668160438537598,2.72188287562662,10.668160438537598,2.72188287562662,4.531486988067627,9.046330451965332,0.921573854233765,19.0
10778,Bill Clinton,bona-fide,-10.905406951904297,2.761331319518987,10.905406951904297,2.761331319518987,1.432289481163025,7.114492416381836,0.9262477172396437,19.0
10796,Donald Trump,spoof,-10.58514404296875,2.748376181458277,10.58514404296875,2.748376181458277,8.1083984375,7.77987003326416,1.0162456295138989,23.0
10799,Alec Guinness,spoof,-10.47983741760254,2.686108202879662,10.47983741760254,2.686108202879662,4.120418071746826,6.188745498657227,0.6993670421152922,12.0
10801,Milton Friedman,spoof,-10.863584518432615,2.7155431723308467,10.863584518432615,2.7155431723308467,9.20681095123291,9.061724662780762,1.1870188043868448,30.0
10812,Barack Obama,bona-fide,-10.752262115478516,2.8674377304237777,10.752262115478516,2.8674377304237777,5.012474536895752,6.781440734863281,0.9104773563403761,19.0
10814,Richard Nixon,spoof,-10.443574905395508,2.8214488390647383,10.443574905395508,2.8214488390647383,9.166736602783203,7.408563613891602,1.2555932232570894,34.0
1082,Alec Guinness,spoof,-11.021356582641602,2.489084952879652,11.021356582641602,2.489084952879652,10.092679023742676,7.092277526855469,0.7826920275437619,14.0
10821,Gilbert Gottfried,spoof,-11.104771614074709,2.6535367558899203,11.104771614074709,2.6535367558899203,8.417181015014648,8.773816108703613,1.0540896330763636,24.0
10822,Alan Watts,spoof,-10.352484703063965,2.817121475525057,10.352484703063965,2.817121475525057,7.836681365966797,5.223374843597412,1.947993064372545,100.0
10829,Donald Trump,bona-fide,-10.627038955688477,2.736988493692239,10.627038955688477,2.736988493692239,3.4189820289611816,7.8161773681640625,1.1918632382159968,30.0
10834,Alec Guinness,bona-fide,-9.55388069152832,2.819072953630273,9.55388069152832,2.819072953630273,7.186939239501953,5.745497226715088,0.7142195328011933,12.0
10838,Alec Guinness,bona-fide,-10.201518058776855,2.64516483489934,10.201518058776855,2.64516483489934,6.622842311859131,11.45851707458496,0.8886999037192695,18.0
10840,Donald Trump,bona-fide,-10.43845558166504,2.8790256974148485,10.43845558166504,2.8790256974148485,1.4242398738861084,6.270318031311035,0.9406980348017786,20.0
10842,Bernie Sanders,spoof,-9.436148643493652,2.643793201523599,9.436148643493652,2.643793201523599,4.250415325164795,5.46483325958252,1.9067930028863502,100.0
10849,Milton Friedman,bona-fide,-10.634575843811035,2.8410429788293223,10.634575843811035,2.8410429788293223,7.78859806060791,4.993598461151123,1.3252832072899277,38.0
10857,Alec Guinness,spoof,-10.979408264160156,2.7229811864515137,10.979408264160156,2.7229811864515137,7.235323905944824,8.656103134155273,0.7031893034224761,12.0
10860,Bernie Sanders,spoof,-11.008967399597168,2.665319528672861,11.008967399597168,2.665319528672861,4.138278961181641,8.11353874206543,1.0344714174662162,23.0
10870,Mr. Rogers,spoof,-10.585907936096191,2.5763421137884475,10.585907936096191,2.5763421137884475,6.265280723571777,6.298910617828369,1.7566435150224429,100.0
10873,Ayn Rand,spoof,-10.623790740966797,2.668892801286614,10.623790740966797,2.668892801286614,8.851421356201172,7.348545074462891,1.46375399974539,50.0
10878,Ayn Rand,bona-fide,-10.77764892578125,2.708632040805694,10.77764892578125,2.708632040805694,7.527299880981445,8.439070701599121,0.8390320154676674,16.0
10884,Christopher Hitchens,spoof,-10.773767471313477,2.704853767434133,10.773767471313477,2.704853767434133,9.117290496826172,8.331790924072266,0.6345601687285138,9.0
10896,Christopher Hitchens,spoof,-10.773811340332031,2.7828892834259014,10.773811340332031,2.7828892834259014,10.349077224731444,9.585296630859377,0.6512739914256933,10.0
1090,Queen Elizabeth II,spoof,-10.300537109375,2.63458973223956,10.300537109375,2.63458973223956,5.891912460327148,9.96335792541504,1.2262800222931358,32.0
10901,Ayn Rand,bona-fide,-10.86703109741211,2.7642652053789547,10.86703109741211,2.7642652053789547,6.614463806152344,9.831220626831056,0.8744256548096263,18.0
10902,Adam Driver,spoof,-10.960277557373049,2.7721607621110183,10.960277557373049,2.7721607621110183,6.27854061126709,7.505151748657227,1.3689709066286495,41.0
10908,Donald Trump,bona-fide,-10.757378578186035,2.736630857549976,10.757378578186035,2.736630857549976,3.3033370971679688,6.080569267272949,0.82037407357776,16.0
10912,Barack Obama,bona-fide,-10.68111515045166,2.680670996375284,10.68111515045166,2.680670996375284,2.4681320190429688,5.565852642059326,1.5093439028121147,56.0
1092,Bernie Sanders,spoof,-10.988139152526855,2.690682992573592,10.988139152526855,2.690682992573592,8.635394096374512,7.347988605499268,1.3750678588041736,42.0
10920,Mark Zuckerberg,spoof,-10.906847953796388,2.7077991020223777,10.906847953796388,2.7077991020223777,7.435155868530273,9.5687837600708,1.0037284272236633,22.0
