group,file_path,speaker,onset_rate_hz,inter_onset_cv,voiced_fraction,f0_mean_hz,f0_cv,envelope_cv,envelope_entropy,harmonic_percussive_ratio,spectral_flux
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_016_p5_r1.wav,audioldm2,8.0,0.7957081017666752,0.16666666666666666,464.6662791927258,0.023127781571494744,0.772314190864563,0.9344289245642878,0.11559268087148666,0.5311843752861023
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_012_p4_r0.wav,audioldm2,8.5,0.8650030124558366,0.07936507936507936,498.9471967108815,0.005162689628185254,0.6787894368171692,0.9398885692471974,0.1914152055978775,0.5325396060943604
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_026_p8_r2.wav,audioldm2,7.0,0.8511936410006209,0.5396825396825397,392.1639516358164,0.12806522507180004,1.2687828540802002,0.8612080239903365,0.042451947927474976,0.5140595436096191
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_002_p0_r2.wav,audioldm2,7.5,0.8128433277025928,0.2619047619047619,472.6774391271384,0.03821918183461781,0.7539106011390686,0.9363759947271458,0.060559142380952835,0.5370045900344849
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_015_p5_r0.wav,audioldm2,8.5,0.8035296618820578,0.047619047619047616,465.99518751718415,0.021844334630498473,0.7723788022994995,0.9328661808899259,0.09948393702507019,0.5400199294090271
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_028_p9_r1.wav,audioldm2,9.0,0.7770286820971984,0.30158730158730157,448.1709762606156,0.07737142037233195,0.5981472730636597,0.9563909452568288,0.1813090592622757,0.5533660650253296
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_010_p3_r1.wav,audioldm2,9.5,0.9070361983970946,0.18253968253968253,471.73299351547104,0.0535003393201307,0.7787715196609497,0.929907320469257,0.09662749618291855,0.5245802998542786
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_013_p4_r1.wav,audioldm2,7.0,0.9122885486993211,0.24603174603174602,480.9326939348697,0.029997981959557662,1.1079399585723877,0.8907590631913513,0.04170980677008629,0.5201175808906555
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_021_p7_r0.wav,audioldm2,10.5,0.8852067251503369,0.14285714285714285,431.23589998646753,0.05237920033575996,0.5641366243362427,0.9630517827589656,0.21845638751983643,0.5203402638435364
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_017_p5_r2.wav,audioldm2,9.5,0.7674335566396063,0.23015873015873015,467.7092539222588,0.05537439013344092,0.8831264972686768,0.9237534626499951,0.08477380126714706,0.5404630303382874
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_014.wav,bark_laughs_inline,3.0,1.1062373843664595,0.3333333333333333,156.88573250725247,0.1744495893579217,1.3893150091171265,0.828650009610729,0.033463746309280396,0.39034897089004517
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_008.wav,bark_laughs_inline,4.0,1.191533916813585,0.6587301587301587,167.05036856863407,0.2745081578298844,1.3884598016738892,0.8196831145818002,0.32553815841674805,0.3756031095981598
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_011.wav,bark_laughs_inline,6.0,0.8862316194061588,0.4523809523809524,233.13354096152855,0.1418937296608421,1.6038093566894531,0.8141462200775113,0.4296855330467224,0.4629424214363098
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_014.wav,bark_laughs_inline,5.0,0.7627040355097862,0.21428571428571427,374.9263884126432,0.04172034671739645,0.08396736532449722,0.9992509406019286,4.655847072601318,0.41729483008384705
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_001.wav,bark_laughs_inline,5.0,1.071690500622644,0.0,269.5964699315741,0.10565986819120816,1.99100661277771,0.7598811537840316,0.001955699874088168,0.43627241253852844
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_001.wav,bark_laughs_inline,8.0,0.8513595526724365,0.5634920634920635,168.1605137998024,0.23133690382744226,0.9860868453979492,0.8984216341781266,0.8292102217674255,0.4758387804031372
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_009.wav,bark_laughs_inline,5.5,1.184478945145818,0.3888888888888889,209.7821609413616,0.10260679762975843,1.570317029953003,0.7874246835873379,1.056289553642273,0.4015141427516937
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_019.wav,bark_laughs_inline,2.5,0.7441229708051887,0.8412698412698413,169.44755667386715,0.11101606440291922,2.989696502685547,0.5953929168591573,2.5732741050887853e-05,0.17873145639896393
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_012.wav,bark_laughs_inline,5.5,0.9731751797191641,0.5079365079365079,338.1617222829797,0.20320066005851553,1.4335752725601196,0.817735896525219,0.34686097502708435,0.4650212526321411
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_002.wav,bark_laughs_inline,2.0,1.2298233080349408,0.15079365079365079,245.8383392236135,0.11238523548175658,2.4128875732421875,0.6586403577245861,0.3522213399410248,0.39803579449653625
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_012.wav,bark_laughs_inline,3.5,1.1559958980439597,0.7698412698412699,114.54422879795699,0.33340637659020156,0.8478070497512817,0.9047137233306033,1.03354012966156,0.3274311423301697
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_015.wav,bark_laughs_inline,7.0,0.9826494717390325,0.6666666666666666,154.74767179509954,0.11955280872315377,1.0388060808181763,0.8835724142055947,0.2820042073726654,0.42794230580329895
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_006.wav,bark_laughs_inline,10.5,0.7692174511981403,0.8333333333333334,193.5040124802255,0.09600150500742645,0.6861838102340698,0.9459262811958979,1.3006911277770996,0.4331579804420471
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_017.wav,bark_laughs_inline,2.5,0.7692174549688138,0.7857142857142857,159.31044119132352,0.20102695124308326,1.5612989664077759,0.765365546016611,0.13851962983608246,0.20345251262187958
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_003.wav,bark_laughs_inline,1.5,0.9636363625413223,0.12698412698412698,276.22020283609027,0.03125903868742897,2.8264923095703125,0.6199645715941595,0.0022497468162328005,0.4175524413585663
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_000.wav,bark_laughs_inline,2.5,0.5954761415469934,0.3888888888888889,493.0552784406435,0.01230503911110402,1.853739619255066,0.8189700696447033,0.04991484433412552,0.40931856632232666
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_000.wav,bark_laughs_inline,7.0,0.7150819155716309,0.6984126984126984,114.0056231768087,0.27753402474511085,0.7367839217185974,0.9314080473757215,0.3160175383090973,0.4267556071281433
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_005.wav,bark_laughs_inline,6.0,0.6323646778810152,0.9365079365079365,372.17692215962694,0.03314767863197393,0.0667349174618721,0.9995170507077396,7.723165035247803,0.3901362717151642
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_006.wav,bark_laughs_inline,5.0,1.031314431175202,0.8412698412698413,109.44046659363389,0.22067222669102865,0.931751549243927,0.9040229610477907,0.540730893611908,0.34020280838012695
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_009.wav,bark_laughs_inline,10.0,0.4857667987329798,1.0,176.60491133064448,0.004928989851498344,0.04282670095562935,0.9997933161825384,447.8974609375,0.059769704937934875
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_9_006.wav,bark_laughter_token,6.0,0.8752764852471041,0.29365079365079366,380.6904194012746,0.1087129387526579,1.1438027620315552,0.856920979340183,0.501667320728302,0.44020867347717285
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_5_003.wav,bark_laughter_token,3.5,0.7741084204182406,0.5952380952380952,61.241253973325016,0.011636977387788247,1.523759126663208,0.7900319513302292,0.012360471300780773,0.359374076128006
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/es_speaker_8_004.wav,bark_laughter_token,5.0,0.6643841074566019,0.8809523809523809,204.58268182647117,0.2430161209542401,1.2386173009872437,0.8463421413249991,0.6277202367782593,0.39970606565475464
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_002.wav,bark_laughter_token,2.5,1.3338887694911017,0.8888888888888888,212.41635665239875,0.2580711810308942,2.14310884475708,0.6816668188403706,34.046165466308594,0.18825548887252808
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_9_003.wav,bark_laughter_token,6.5,0.8144296441150457,0.42857142857142855,330.60724052784394,0.0864281862444887,1.6054425239562988,0.8052772799911994,0.07635591924190521,0.4910224676132202
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_017.wav,bark_laughter_token,8.5,0.8226142489481334,0.06349206349206349,93.75707811266503,0.017268914861983647,1.3008594512939453,0.8503287645255765,0.11967499554157257,0.47638610005378723
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_005.wav,bark_laughter_token,5.5,0.9165151332629482,0.6507936507936508,306.7284226769695,0.1773965154145784,1.1376160383224487,0.8611304290836032,0.11413169652223587,0.48194989562034607
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_002.wav,bark_laughter_token,7.0,1.024790604522262,0.0,269.5964699315741,0.10565986819120816,1.2771437168121338,0.8607663147372676,0.11375758796930313,0.49506503343582153
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_005.wav,bark_laughter_token,3.0,1.2987039437315062,0.35714285714285715,168.27644008740359,0.08254257852121247,1.264024019241333,0.8561572561539618,1.3912060260772705,0.4504208564758301
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_005.wav,bark_laughter_token,10.0,0.7173701083260219,1.0,355.0739166507708,0.0027865373878488467,0.12401379644870758,0.9984177073658382,595.9611206054688,0.11924290657043457
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_005.wav,bark_laughter_token,7.0,0.86045604409296,0.9206349206349206,161.71694747637838,0.15560727154765247,0.4934360682964325,0.9719591259153825,0.5686628818511963,0.472118079662323
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_9_014.wav,bark_laughter_token,7.5,0.8018573416652235,0.7380952380952381,251.78603047025294,0.16931161360614713,0.9690444469451904,0.8995903889740815,0.28659573197364807,0.48082688450813293
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_004.wav,bark_laughter_token,6.5,0.7477141808769866,0.36507936507936506,266.76633896774786,0.2768646946430566,1.652720332145691,0.7741499401912026,0.0010997020872309804,0.4130740463733673
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_019.wav,bark_laughter_token,1.0,0.8526721441124749,0.7301587301587301,179.14393393989062,0.052888068582458723,2.0229735374450684,0.7288879042930022,0.006675680633634329,0.2006082385778427
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_016.wav,bark_laughter_token,5.0,1.029586107202817,0.5873015873015873,104.33447674267865,0.27865443756277153,1.0505670309066772,0.8729444754743332,0.12790384888648987,0.42022910714149475
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_003.wav,bark_laughter_token,6.5,0.5931169941586173,0.873015873015873,332.1663185640057,0.0032841041027964883,0.05936344340443611,0.9996246187423596,7.173473358154297,0.41903334856033325
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_004.wav,bark_laughter_token,7.0,0.9990429020881483,0.3968253968253968,148.9060924114661,0.3844940203400525,1.400063395500183,0.82867386979806,0.011165197007358074,0.45042094588279724
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_005.wav,bark_laughter_token,1.0,0.8526721441124749,1.0,390.6165978214456,0.0031665751823206356,0.34690871834754944,0.9856818886967732,548.628662109375,0.12045173346996307
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_000.wav,bark_laughter_token,5.5,1.0975506630453433,0.5634920634920635,225.09502026902052,0.1099016166831286,1.1931649446487427,0.8618868561794836,0.38362884521484375,0.43940994143486023
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_000.wav,bark_laughter_token,5.0,0.7556493266100813,0.5952380952380952,129.32942961744638,0.24272387975186027,1.1395734548568726,0.8552113279008495,0.6773368120193481,0.3879376947879791
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_018.wav,parler_tts,8.5,0.6851187829275425,0.8015873015873016,327.2582006374262,0.15117949000993974,0.723490297794342,0.9446928475450292,0.7554749846458435,0.47629091143608093
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_006.wav,parler_tts,5.5,0.796460308813523,0.7936507936507936,231.95533524944446,0.18900401338289108,0.798089861869812,0.9317214834729327,0.33097124099731445,0.46723225712776184
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_024.wav,parler_tts,9.0,0.7491491701575101,0.06349206349206349,217.8898856441952,0.014257840568433957,0.6826257705688477,0.9526460789956542,0.26401329040527344,0.5302106142044067
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_021.wav,parler_tts,6.0,0.6818524074514415,0.0,269.5964699315741,0.10565986819120816,1.395524263381958,0.8820692224037447,0.024168791249394417,0.4951413869857788
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_005.wav,parler_tts,5.0,0.6951258839692275,0.5793650793650794,279.60240341445797,0.2508878183020583,0.8953207731246948,0.9154672731307064,0.10511448979377747,0.5221140384674072
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_000.wav,parler_tts,5.5,1.1353725505380683,0.8174603174603174,267.8414788218888,0.4647853806868816,0.7682295441627502,0.935500365290426,1.1402021646499634,0.4255490303039551
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_001.wav,parler_tts,7.5,0.8743946370668312,0.49206349206349204,207.16137701790134,0.13601904384100263,1.1730318069458008,0.8835477652517405,0.11788341403007507,0.5101383924484253
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_020.wav,parler_tts,9.0,0.9720082200902416,0.6587301587301587,302.99364795750023,0.11212851001308664,0.8787782192230225,0.9121022965463342,1.6203078031539917,0.38432618975639343
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_004.wav,parler_tts,6.0,0.8188475638071246,0.753968253968254,247.7383798202892,0.10988724985589378,0.6620139479637146,0.9457854863714822,2.7277021408081055,0.40150392055511475
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_013.wav,parler_tts,6.0,0.8790490661239618,0.2777777777777778,494.25620739547594,0.02080366165568797,0.8642880320549011,0.9299993103650411,0.1023581400513649,0.5040960311889648
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_003.wav,parler_tts,6.0,1.320221448272714,0.6349206349206349,401.1126457370982,0.1868689159545026,1.2028764486312866,0.8540303472237828,0.009711573831737041,0.43318694829940796
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_010.wav,parler_tts,9.0,0.7561385788649306,0.18253968253968253,215.81735860304445,0.023688044955758013,0.9313035011291504,0.9259484026928119,1.3019843101501465,0.4756019711494446
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_029.wav,parler_tts,5.5,0.69304244113253,0.7063492063492064,206.6348825516265,0.15002257545034794,0.7854934930801392,0.9211200670160182,1.4814401865005493,0.45105549693107605
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_016.wav,parler_tts,6.0,0.9925759857895725,0.5476190476190477,231.85777544250328,0.14662864889402621,0.740373969078064,0.9409354596152968,1.1056578159332275,0.47366103529930115
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_026.wav,parler_tts,8.0,0.8371537698267186,0.6984126984126984,136.11564095165585,0.1348108291642425,0.6869876384735107,0.9487806300522246,1.0302213430404663,0.47218018770217896
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_028.wav,parler_tts,5.0,0.8351831277819162,0.7380952380952381,285.29734544827113,0.49405255230235784,0.9298012852668762,0.9056557077510988,0.7541729807853699,0.43609991669654846
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_019.wav,parler_tts,6.0,0.9712914371812912,0.47619047619047616,330.89767930382965,0.3490922817805801,1.267478346824646,0.8585174427834176,0.026777811348438263,0.47619330883026123
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_027.wav,parler_tts,5.5,0.6717437489800442,0.5952380952380952,423.7278950980385,0.1457175686475921,1.1189489364624023,0.8646536519517198,0.05351725220680237,0.5100289583206177
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_022.wav,parler_tts,4.5,0.5477225540819,0.8015873015873016,271.3514610412594,0.26352428177692466,0.6856433153152466,0.9448458682505567,1.6407314538955688,0.3725997805595398
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_009.wav,parler_tts,6.5,0.8648317012856593,0.0,269.5964699315741,0.10565986819120816,0.5829228758811951,0.9598376577721818,0.522257387638092,0.49144837260246277
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset1/f0597_0_laughter.wav,f0597,6.0,0.7603562848650437,0.5317460317460317,344.8979558615771,0.1446793956832495,1.223438024520874,0.862245744947602,0.01879471354186535,0.49361515045166016
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset3/m0795_0_laughter.wav,m0795,4.0,0.7234223538739264,0.2698412698412698,132.22701578549194,0.04959327581631143,0.9536696672439575,0.8943370067370245,0.42724981904029846,0.4383276700973511
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset4/m1824_0_laughter.wav,m1824,9.0,0.6933709705681699,0.30158730158730157,183.82990614190925,0.05874520376792323,1.1613800525665283,0.8836922081213266,0.20872776210308075,0.4912666082382202
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset3/m1065_0_laughter.wav,m1065,10.0,0.7341001633270885,0.24603174603174602,148.5652543014432,0.32335125757037236,0.8851738572120667,0.9226903039723519,0.3989463448524475,0.4956609606742859
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset2/f2625_0_laughter.wav,f2625,6.0,0.9610600148226485,0.40476190476190477,358.3690039309723,0.07652097214287808,1.477109432220459,0.8148220943921959,0.08693701028823853,0.5244940519332886
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset5/m2570_0_laughter.wav,m2570,9.0,0.7345344145033016,0.21428571428571427,121.72306944186764,0.06644637945915627,1.3061866760253906,0.8514660672564134,0.014430473558604717,0.49327003955841064
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset4/m2387_0_laughter.wav,m2387,3.0,1.0061038161746945,0.023809523809523808,480.0,0.0,1.9214853048324585,0.7379495006026392,0.0009110788814723492,0.4914613664150238
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset2/f1904_0_laughter.wav,f1904,7.0,1.1012178747110717,0.12698412698412698,60.686066801858836,0.01908768318372002,1.2775334119796753,0.8560213911203168,0.20298142731189728,0.4877081513404846
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset2/f2675_0_laughter.wav,f2675,5.0,1.1528099723940999,0.0,269.5964699315741,0.10565986819120816,1.5976492166519165,0.8141594319167771,0.18731436133384705,0.4877847731113434
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset2/f2898_0_laughter.wav,f2898,9.0,0.8316070193150155,0.09523809523809523,461.58290355421565,0.050620711161439756,1.5582090616226196,0.7993808558459917,0.013500809669494629,0.5463228821754456
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset4/m1697_0_laughter.wav,m1697,5.5,0.9251787228881139,0.06349206349206349,487.3414940787548,0.005718897291038525,1.3830410242080688,0.8314759628722156,0.0768633633852005,0.5139856934547424
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset2/f3094_0_laughter.wav,f3094,7.0,0.976568575950031,0.5317460317460317,231.71721705882405,0.06593763081463307,1.233634114265442,0.8540726448285968,1.1688812971115112,0.46143749356269836
