group,file_path,bout_duration_s,voiced_fraction,unvoiced_run_mean_s,voiced_burst_mean_s,voicing_transition_rate_hz,f0_mean_hz,f0_range_hz,f0_std_hz,harmonicity_acf_db,spectral_cog_hz,spectral_cog_std_hz,inter_onset_cv
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_016_p5_r1.wav,3.7655,0.16101694915254236,1.0559999999999998,0.304,1.062275926171823,469.2042941746271,43.36363222078438,12.56013841445396,-2.0311265200215023,2473.470089640405,456.72155549478873,0.5524700536750088
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_012_p4_r0.wav,3.765625,0.15677966101694915,1.0613333333333335,0.296,1.062240663900415,450.5854880234106,116.62260776551511,38.63138048963611,-2.794462567449891,2622.5477765593173,507.03031560548766,0.5750318442791054
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_026_p8_r2.wav,3.7664375,0.4279661016949153,0.3085714285714286,0.26933333333333337,3.186034548562136,386.6080720712219,173.84726449959936,46.54538286141001,-2.1942250080279493,2374.44910544292,635.7794540169709,0.5768245388029098
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_002_p0_r2.wav,3.5545625,0.3094170403587444,0.4106666666666667,0.18399999999999997,3.0946143161078195,461.1490560652504,84.34828393375841,24.875742950837285,-2.158944195975402,3070.199753929175,628.9125570178348,0.4186171246803176
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_015_p5_r0.wav,3.7634375,0.11016949152542373,1.6800000000000002,0.208,0.7971435688781865,453.6566521818553,91.48559596029628,26.762516813420365,-2.297953833983115,2481.0641044149634,568.015634740649,0.4980430424101923
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_028_p9_r1.wav,3.7695,0.16101694915254236,0.6336,0.152,2.1222973869213426,459.3897189096866,100.8116430681689,27.382188601573414,-3.576871297698165,2883.6989212612693,382.09756963839374,0.7076124802829067
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_010_p3_r1.wav,3.7654375,0.2033898305084746,1.0026666666666666,0.256,1.3278669477318372,440.28373361880136,177.58843254944384,68.96168567779131,-3.248801263658779,2397.381516357471,565.6528241747516,0.5598920008540776
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_013_p4_r1.wav,3.76775,0.2330508474576271,0.724,0.29333333333333333,1.5924623449008029,469.098701842484,164.29304901374235,42.85852535127667,-1.0296358528375205,2265.470454298541,445.6177127216671,0.6488757163361875
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_021_p7_r0.wav,3.7845625,0.18565400843881857,1.0293333333333334,0.352,1.056925338133536,413.0215361698654,125.1299658872652,29.791145945034096,-2.3322410279305466,2465.372893840481,313.9441878978871,0.505105384596222
laugh-audioldm2,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/audioldm2/audioldm2_017_p5_r2.wav,3.763875,0.288135593220339,0.5376,0.21760000000000002,2.3911527348809405,414.4627455806132,216.03996457019144,63.57235598591326,-2.016421035374642,2404.3355046895635,402.12825170514424,0.5387357224987287
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_014.wav,8.603875,0.6951672862453532,0.32799999999999996,0.6648888888888889,1.8596272028591767,141.13549348363694,111.50122147539392,34.359700118698804,2.847834028693438,1478.351896593394,842.5613735755205,0.8789239993374224
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_008.wav,5.833375,0.7534246575342466,0.16,0.44000000000000006,3.0856922450553923,147.16741951731538,150.25289307879885,39.02952472594383,3.1430209918376266,1559.3887013554472,1028.112119611067,0.8599761117093007
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_011.wav,5.0334375,0.6126984126984127,0.24400000000000005,0.44114285714285717,2.781399391568883,243.31150549608202,176.70218508588758,34.66819506359773,2.711022381034226,1673.6312749774565,897.3914172957925,0.751649668795268
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_014.wav,8.2328125,0.40194174757281553,0.5475555555555556,0.41400000000000003,1.9434427785158475,258.94340238256973,301.80172150513215,98.23081712510418,-4.238201540432887,2427.005927484902,964.6922142050071,2.1728721888071947
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_001.wav,6.339,0.33753148614609574,0.4208,0.23822222222222222,2.839564600094652,196.56735038790632,102.46364675903365,25.33485623905158,-4.509464312064942,2333.6518868046246,1127.2136202982872,1.0249682880926216
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_001.wav,7.2344375,0.7991169977924945,0.104,0.41371428571428576,3.732149182296481,146.69580191802805,182.49495313941662,35.25457658544615,3.3505411611703018,1367.4284121228843,824.3810804447222,1.110142302069188
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_009.wav,6.5245625,0.5588235294117647,0.28800000000000003,0.4053333333333333,2.758805667046641,222.2079865823988,222.7611623690495,56.30684235723438,-1.1561080763526774,1933.4553414742752,1179.4628480360823,1.2224557021208442
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_019.wav,9.1844375,0.8643478260869565,0.104,0.6116923076923076,2.6131159366047187,146.23244677687595,102.28229075873581,31.42901950222459,5.488614507984263,1209.104630354612,613.7916646680917,1.0750038084828077
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_012.wav,5.8403125,0.5327868852459017,0.456,0.52,1.8834608593290172,266.33956703691615,254.4183446042622,67.6029816409735,-2.0949038971111293,1960.1449475394384,1021.3580631083845,0.7049079561325945
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_002.wav,4.6526875,0.3642611683848797,0.592,0.3392,1.9343658906814611,241.30437790274652,124.94918175631574,31.18006634310253,-4.162524728937613,2409.377648947568,1087.3800942007747,1.405747682856305
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_012.wav,8.9579375,0.6464285714285715,0.264,0.44553846153846166,2.6791881501740775,109.62539479561309,112.02877685489923,33.865210775257694,0.7231250924567145,1495.5300239591095,1182.024188412234,0.8998202476657032
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_015.wav,8.3366875,0.6455938697318008,0.16444444444444445,0.2995555555555556,4.198310180152489,138.6722818704881,105.81542683253438,25.93828978331862,1.5982809021864401,1526.5590886230218,876.4862857774474,0.6595522040879941
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_006.wav,3.8794375,0.5761316872427984,0.2354285714285715,0.32,3.3510012727360605,187.58054038146156,81.97713988948064,17.829086833497172,2.659141795477808,1698.457527217618,1233.479077064399,0.922208831145497
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_017.wav,8.3463125,0.7279693486590039,0.1622857142857143,0.4053333333333333,3.354774938034012,131.49369204288809,99.72093795711599,37.078564888301024,2.9315884799084433,1386.0191298729012,719.996765312308,1.4426801397754119
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_003.wav,6.04575,0.4656084656084656,0.404,0.352,2.4810817516437167,280.5954144783564,195.7619652134912,43.52963529338421,-3.8942453857302146,2035.6729148451816,981.5123694656361,1.1060579512773978
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_000.wav,8.497125,0.5676691729323309,0.4088888888888889,0.6040000000000001,1.8829898347970635,351.88338813383757,335.88100240617956,121.30874238693592,1.0563141368724938,1986.4936263749298,594.4468563455397,1.4321867830486876
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_000.wav,2.731,0.5380116959064327,0.2528,0.368,2.929329915781765,101.92769985800287,79.53007660313382,17.83234276301944,0.9659199351367592,1236.939564402287,491.5097636500801,0.6497265224043213
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_9_005.wav,13.59375,0.5894117647058823,0.3284705882352941,0.47152941176470586,2.4275862068965517,319.4419416139427,229.2946507712729,73.78374996185636,-4.0187610146228705,2582.351488609018,795.4542629739913,2.537528676940248
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_006.wav,4.4038125,0.7971014492753623,0.112,0.3911111111111112,3.633215537673323,105.87343147286195,97.270948945085,17.781496704816107,2.517976733227966,1250.062482408238,601.5687879905965,0.6100996967520158
laugh-bark_laughs_inline,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/speech_laugh/en_speaker_6_009.wav,13.0520625,0.8725490196078431,0.11093333333333334,0.712,2.298487308040396,152.5239927936235,105.72530761357035,32.679653758086374,8.657104995494999,1260.2985970107286,642.5295349523284,2.3909923804951165
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_9_006.wav,6.350625,0.29219143576826195,1.124,0.6186666666666666,0.9447888987304399,239.79676557060458,284.8758167265071,100.4538378363829,-4.071448246683449,2249.2565880404177,943.1324404398842,0.4455744925382178
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_5_003.wav,3.754375,0.548936170212766,0.8480000000000001,1.032,0.7990677542866655,61.40811583804629,4.678930982571302,0.8396577541081462,1.762530955333317,2457.5106498832024,782.1202836655755,1.1652370269520103
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/es_speaker_8_004.wav,3.4399375,0.7441860465116279,0.11,0.32,4.36054434128527,221.05870302136037,190.00585902141077,48.819382795859525,1.6973084298895227,1502.9966870993114,1003.3129469818759,0.8496411044176918
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_002.wav,4.06975,0.792156862745098,0.12114285714285714,0.46171428571428574,3.1942994041403034,262.27015608634383,201.75927888512086,70.55236331247062,7.507673793513075,1231.2840212873468,530.8431724245669,0.9052458116374187
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_9_003.wav,3.3795625,0.41037735849056606,0.4,0.348,2.367170306807464,287.6982098372675,185.04031312514527,60.61370220391345,-3.4744773637120776,2448.1928592822665,808.3296532195317,0.8661560297504931
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_017.wav,2.4145625,0.1390728476821192,2.08,0.336,0.414153702792949,100.03830337317773,23.111171073904273,6.946943292525905,-2.751386206512621,1528.8918314066523,715.3989811669505,0.35793562645857085
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/fr_speaker_1_005.wav,2.55225,0.53125,0.17142857142857146,0.22666666666666666,4.701733764325596,307.92922679897475,212.9572181229577,54.21074008848721,1.1075939042307716,1841.8577881029846,434.8691326517069,0.4237827691776707
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_002.wav,2.4795,0.05161290322580645,2.352,0.128,0.40330711837063926,265.40176430128423,18.14480852431086,5.816927262454798,-5.3862989854195575,2511.9813102210205,927.7490899308907,0.7268654135951873
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_005.wav,6.086625,0.6456692913385826,0.36000000000000004,0.5622857142857143,1.9715359497258333,177.32593478879923,82.99830043511801,13.764702057832833,4.791457577980337,1531.5639260194137,556.9593358720161,0.8828548109712141
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_005.wav,6.0600625,0.7889182058047494,0.64,4.784,0.33002959952970784,342.68217427389436,89.62405844320682,25.151016192013177,12.506719805579875,1274.5176735444263,718.6549520117346,1.499347233588816
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_0_005.wav,2.9014375,0.7912087912087912,0.152,0.5760000000000001,2.412597203972169,163.5646945159636,108.14642619576051,23.48784092657724,4.257409708015436,1817.2039709873823,1540.6531691552973,0.44753110401387397
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_9_014.wav,4.4840625,0.505338078291815,0.44480000000000003,0.5680000000000001,1.7840964527144747,215.796931980847,286.8419256200554,88.25317348159265,-3.862672247299866,2244.377324083364,796.9275959166011,0.9557933565453935
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/de_speaker_3_004.wav,3.629375,0.6299559471365639,0.19200000000000003,0.3268571428571429,3.581883933184088,230.37704625492736,230.61681779481071,56.842936281421885,0.2876785781596247,1417.102517999779,594.0030682155267,0.8520064100860445
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_019.wav,5.102625,0.6144200626959248,0.28114285714285714,0.5226666666666666,2.3517307268317778,149.09837548805712,157.02620835894388,38.76300403535636,1.9879874398184982,1353.261395875568,543.2576381125067,0.914827829571523
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/bark_probe/laughter_only/en_speaker_6_016.wav,2.0943125,0.46564885496183206,0.27999999999999997,0.32533333333333336,2.8649019666358293,108.01550042410796,104.15211143553474,30.788949146217835,0.26156977455987707,1359.3985274947336,554.2014568387535,0.7225767771408922
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_003.wav,7.425625,0.6258064516129033,2.784,2.3280000000000003,0.2693375978452992,334.60474071851314,62.75225980891304,12.045531100615474,3.290938198560392,1895.0288210989972,153.945123234203,1.8325469446836273
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_004.wav,3.7458125,0.3446808510638298,0.4928,0.2592,2.4026829960122136,180.24419161919536,411.45180973067545,123.85559260451333,1.820578846480966,1255.3214089498144,553.8964456191661,0.7992817250214778
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_1_005.wav,14.341375,0.9420289855072463,0.11885714285714286,1.9314285714285717,0.9064681733794703,378.1905939246143,226.65495889969702,40.61665801446585,13.367612766895093,974.2278973428497,524.2780777567998,1.4883690130731257
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_9_000.wav,2.1608125,0.5220588235294118,0.26,0.37866666666666665,2.776733288982732,225.14857973965775,90.08453537823667,24.74201512917535,1.368902185562819,2256.7534860937712,1439.0531480403345,0.5819037421117053
laugh-bark_laughter_token,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_bank_bark/en_speaker_3_000.wav,2.9728125,0.6505376344086021,0.20800000000000002,0.32266666666666666,3.3638179333543574,182.37697151912147,428.39025220928943,149.70471931474256,4.013034157591172,976.3356916469467,370.15957454490115,0.9013264210512528
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_018.wav,3.69325,0.70995670995671,0.09745454545454546,0.2624,5.415284640898937,296.8656399313699,197.1027997992005,46.79797605858269,7.689108984928302,1386.863830544532,829.6141512349482,0.4734357184671687
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_006.wav,3.4381875,0.6790697674418604,0.36800000000000005,1.168,1.1634036828997836,221.91617607841735,165.6412807292735,41.33000355967865,4.618780592555181,1379.9298113152272,512.6993645488767,0.25831314234774994
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_024.wav,2.103,0.06060606060606061,0.9920000000000001,0.128,0.951022349025202,217.728763929095,7.496765784554583,2.8301895930643584,-1.1836830822181996,1986.8902085212585,717.9567972007447,0.31918254910378435
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_021.wav,3.165875,0.0,3.168,,0.0,,,,-1.5342224533303899,2114.818857508577,750.9414641262086,0.4188098144326508
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_005.wav,2.165125,0.49264705882352944,0.18399999999999997,0.2144,4.6186709774262455,277.2823759181586,260.10415097442075,73.5071046990465,3.922573435549835,1477.471476296851,497.57461999340694,0.31075507248277007
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_000.wav,2.70675,0.8,0.068,0.3108571428571429,5.172254548813152,257.17021549884936,331.0776382220251,114.97657272433132,4.907523959583953,1589.9982679059497,551.7209321859339,0.7925829365729548
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_001.wav,2.6476875,0.5783132530120482,0.18666666666666668,0.30720000000000003,3.7768807685952366,211.007336564844,122.45519244177993,30.423511421785232,2.623835444565357,1500.3345454404487,437.96085782378617,0.44782552661853486
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_020.wav,2.7531875,0.6589595375722543,0.1888,0.456,2.905722912079181,308.62672451764803,138.5305607740426,38.079060384879035,8.425136771068242,1542.0318197836707,705.0944975147149,0.5387654132902084
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_004.wav,2.2655,0.7535211267605634,0.09333333333333334,0.3424,4.4140366365040835,264.1582548945445,320.00898399150526,67.63586675380797,8.917839833192064,1435.4553694926542,525.1142740581954,0.6971026680235066
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_013.wav,3.277875,0.36585365853658536,0.41600000000000004,0.24,2.745681272165656,430.3549273683118,369.6986087805368,127.54989686830588,-0.012555221099674004,1766.6475099525976,495.2817804489992,0.8141469415134461
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_003.wav,3.9128125,0.6408163265306123,0.1408,0.2283636363636364,5.111412826451562,405.2079031136274,207.72498993576522,76.53860780964838,6.942609658608445,1247.1142962908964,911.3048235856317,0.8459292675878525
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_010.wav,4.2624375,0.24719101123595505,0.536,0.2112,2.3460754556518424,272.6241407150563,309.3177069805231,103.80134222104736,0.5939425418795405,1648.4432105656697,858.8580481988578,0.7569779569143033
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_029.wav,2.36475,0.722972972972973,0.164,0.3424,3.3830214610423934,234.06548677234312,348.51461435812536,93.96914092791835,7.1161062751443005,1334.9839544827198,337.3727793009178,0.5070152556867102
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_016.wav,2.7996875,0.5828571428571429,0.14600000000000002,0.23314285714285712,5.000558098002009,236.66072692104217,158.14403413628355,34.54641563781409,4.147203210940111,1459.1512444104421,485.0264329367843,0.5845003178187437
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_026.wav,4.5410625,0.5070422535211268,0.32,0.38399999999999995,2.6425533671910486,143.7913199800566,84.25085382321754,19.95414320614385,2.1275783301134674,1314.6506759438496,707.4818487944577,0.6159275472722514
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_028.wav,2.509375,0.7261146496815286,0.1376,0.45599999999999996,3.1880448318804486,263.99247599928924,361.1635095920343,136.70052744927077,6.582563948836415,1165.055035534255,598.031992606694,0.5702998878390789
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_019.wav,4.5978125,0.5277777777777778,0.24177777777777779,0.2702222222222222,3.6974104533405834,316.42114201073326,343.2835848448393,101.28574954858188,4.612049119093478,1522.5896190078072,855.5616223088008,0.5068037845671393
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_027.wav,4.5875,0.5505226480836237,0.2064,0.2528,4.141689373297003,337.5753508885315,380.4969823586014,111.16192453585872,3.3867086240828694,1379.426821793326,634.2683889143474,0.7294634912254783
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_022.wav,3.7515625,0.7191489361702128,0.15085714285714286,0.3862857142857143,3.465222823823407,268.2767665100105,361.96203061706285,86.39936724153237,6.555943424821816,1166.7404076393432,518.5246944403169,0.5721858891973876
laugh-parler_tts,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/laugh_oss/parler_tts/parler_009.wav,3.753375,0.10638297872340426,1.12,0.19999999999999998,1.0657075298897658,495.93890964787926,19.805833216707015,6.5677302071218975,-1.0160201657824486,1459.460261333395,367.12507447468863,0.8830352273799117
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset1/f0597_0_laughter.wav,3.424,0.3674418604651163,0.43520000000000003,0.2528,2.628504672897196,353.35888275811817,180.4011634992337,60.08633327088753,1.1098079347396606,2013.3866666107451,439.6085888727323,0.2829154852428186
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset3/m0795_0_laughter.wav,3.4475625,0.1574074074074074,1.456,0.544,0.5801200123275503,132.00396963336044,26.040421640470925,7.009622183368306,-4.7357516934937145,2069.314602158327,581.946974568419,0.3653229098879113
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset4/m1824_0_laughter.wav,3.579,0.26785714285714285,0.29155555555555557,0.12,4.470522492316289,182.82211258079025,46.73114609571152,9.530180246140715,0.27959969251980343,1783.1260021103315,771.4773689560946,0.6078996100853127
laugh-real,/home/ubuntu/DeepfakeDetectionRenewed/laughsmi/data/vocalsound/audio_16k_raw/subset3/m1065_0_laughter.wav,3.0443125,0.21465968586387435,1.2000000000000002,0.21866666666666668,1.31392555790511,127.11256783929167,130.48812623618394,56.070672890040825,-2.4012521894623466,1372.5517692075434,172.00838773188454,0.662275971316998
