sample_id,speaker,label,C,T,rog_L12,vel_L9,logit_robust_goat,logit_mlaad_robust_goat
10371,Ronald Reagan,spoof,-10.997235298156738,2.853491473991076,10.997235298156738,2.853491473991076,9.176067352294922,6.905384063720703
10384,Alec Guinness,bona-fide,-10.614276885986328,2.8013932243812314,10.614276885986328,2.8013932243812314,4.768718719482422,5.789969444274902
10390,Donald Trump,bona-fide,-10.870013236999512,2.778123403008061,10.870013236999512,2.778123403008061,4.663607597351074,8.205456733703613
10391,Adam Driver,bona-fide,-10.862700462341309,2.7400861482574803,10.862700462341309,2.7400861482574803,3.424410820007324,7.576296806335449
10392,Winston Churchill,spoof,-11.104832649230955,2.7329906237014394,11.104832649230955,2.7329906237014394,9.384559631347656,8.786897659301758
10409,Donald Trump,spoof,-10.722898483276367,2.720573099609118,10.722898483276367,2.720573099609118,7.399945259094238,6.383213043212891
10416,Boris Johnson,bona-fide,-10.862547874450684,2.773340351365146,10.862547874450684,2.773340351365146,4.886699199676514,12.314193725585938
10419,Norm MacDonald,spoof,-11.044427871704102,2.733650953967901,11.044427871704102,2.733650953967901,10.428972244262695,8.705326080322266
10426,JFK,bona-fide,-9.725263595581056,2.781388775439614,9.725263595581056,2.781388775439614,5.078520774841309,5.91549015045166
10431,Barack Obama,bona-fide,-10.605788230895996,2.7932772249463333,10.605788230895996,2.7932772249463333,3.7502543926239014,6.835456371307373
10451,Alec Guinness,spoof,-10.747821807861328,2.603254882796701,10.747821807861328,2.603254882796701,7.932106971740723,7.781973838806152
10454,Martin Luther King,spoof,-10.795486450195312,2.805505523168453,10.795486450195312,2.805505523168453,5.997317314147949,7.217041969299316
1046,Donald Trump,bona-fide,-10.763582229614258,2.714572892188464,10.763582229614258,2.714572892188464,2.778560161590576,8.58860969543457
10463,Donald Trump,bona-fide,-10.218131065368652,2.772383079202591,10.218131065368652,2.772383079202591,8.771408081054688,6.597723007202148
10467,Alec Guinness,spoof,-10.934463500976562,2.634084964030234,10.934463500976562,2.634084964030234,7.181561470031738,7.113658905029297
10482,Queen Elizabeth II,spoof,-10.87407112121582,2.7691992843542748,10.87407112121582,2.7691992843542748,8.07725715637207,8.870101928710938
10485,Donald Trump,spoof,-10.69567584991455,2.827089993092114,10.69567584991455,2.827089993092114,7.915778160095215,8.550984382629395
10487,George Carlin,bona-fide,-10.561742782592772,2.770656537225632,10.561742782592772,2.770656537225632,-1.073012113571167,11.672456741333008
10489,Barack Obama,bona-fide,-10.321982383728027,2.7666342859734074,10.321982383728027,2.7666342859734074,1.0738838911056519,3.8322715759277344
10490,Alec Guinness,bona-fide,-7.925953388214111,2.691388582505592,7.925953388214111,2.691388582505592,8.46760368347168,10.033686637878418
10492,JFK,bona-fide,-10.32494068145752,2.8062442007398456,10.32494068145752,2.8062442007398456,4.300901412963867,7.208548545837402
1051,Alec Guinness,spoof,-10.341540336608888,2.848254317471657,10.341540336608888,2.848254317471657,4.265286922454834,2.6139254570007324
10510,Alec Guinness,bona-fide,-10.106450080871582,2.507041269524492,10.106450080871582,2.507041269524492,9.584663391113281,3.2118234634399414
10514,Christopher Hitchens,spoof,-10.641883850097656,2.650839783508004,10.641883850097656,2.650839783508004,9.852989196777344,8.710689544677734
10516,Robert Kardashian,spoof,-9.770030975341797,2.547552756834134,9.770030975341797,2.547552756834134,9.253904342651367,6.941657066345215
10520,Robert Kardashian,bona-fide,-10.675453186035156,2.6983299934176816,10.675453186035156,2.6983299934176816,1.9411702156066895,7.594087600708008
10524,Alec Guinness,spoof,-11.177734375,2.663886278269273,11.177734375,2.663886278269273,10.90518856048584,7.621463775634766
10528,FDR,bona-fide,-10.22683334350586,2.599398237521059,10.22683334350586,2.599398237521059,5.506152153015137,6.650800704956055
10536,Orson Welles,spoof,-10.949379920959473,2.701204901982495,10.949379920959473,2.701204901982495,12.329874038696289,8.180805206298828
10545,Alec Guinness,spoof,-11.211423873901367,2.7020440552457443,11.211423873901367,2.7020440552457443,9.477771759033203,7.662876605987549
10561,Nick Offerman,bona-fide,-10.591455459594728,2.784013129516351,10.591455459594728,2.784013129516351,4.5410943031311035,7.157118797302246
10565,Barack Obama,spoof,-10.947885513305664,2.7016550024771746,10.947885513305664,2.7016550024771746,7.626619338989258,7.42325496673584
10566,Bernie Sanders,bona-fide,-10.858723640441896,2.725461485744807,10.858723640441896,2.725461485744807,5.482684135437012,8.752278327941895
10567,Barack Obama,bona-fide,-10.189224243164062,2.886584789046315,10.189224243164062,2.886584789046315,-0.5609701871871948,4.586851119995117
10568,Barack Obama,bona-fide,-10.844245910644531,2.6667171266858736,10.844245910644531,2.6667171266858736,1.248725175857544,7.53251838684082
10573,Ayn Rand,bona-fide,-10.713038444519045,2.6550115844368847,10.713038444519045,2.6550115844368847,4.487571716308594,4.059796333312988
10574,Alec Guinness,bona-fide,-10.951733589172363,2.817416660080106,10.951733589172363,2.817416660080106,7.448940277099609,5.22205114364624
10578,Queen Elizabeth II,bona-fide,-10.73007583618164,2.839117463151279,10.73007583618164,2.839117463151279,3.638014316558838,8.699501037597656
10585,Richard Nixon,bona-fide,-10.511094093322754,2.789688661413437,10.511094093322754,2.789688661413437,2.5489449501037598,3.8477835655212402
10589,Bernie Sanders,bona-fide,-10.628993034362791,2.679313208995408,10.628993034362791,2.679313208995408,1.6121032238006592,5.61032247543335
10605,Barack Obama,bona-fide,-10.682350158691406,2.7518584486485413,10.682350158691406,2.7518584486485413,5.398974418640137,9.128440856933594
10619,The Notorious B.I.G.,spoof,-9.633851051330566,2.6674044931360634,9.633851051330566,2.6674044931360634,9.130720138549805,9.193415641784668
1062,Ayn Rand,bona-fide,-10.484997749328612,2.432434719559774,10.484997749328612,2.432434719559774,2.289970636367798,6.367100715637207
10620,Nelson Mandela,spoof,-11.058669090270996,2.737746542642466,11.058669090270996,2.737746542642466,10.602492332458496,7.069408893585205
10621,JFK,bona-fide,-10.519109725952148,2.757776081040016,10.519109725952148,2.757776081040016,3.6286654472351074,2.6511905193328857
10626,Christopher Hitchens,bona-fide,-10.988672256469728,2.677109650278059,10.988672256469728,2.677109650278059,4.594228267669678,6.759039878845215
10628,Donald Trump,bona-fide,-10.566789627075195,2.768154830597769,10.566789627075195,2.768154830597769,0.6674758195877075,8.500653266906738
1063,Barack Obama,bona-fide,-10.577337265014648,2.888552615872149,10.577337265014648,2.888552615872149,0.9052475690841675,4.857427597045898
10636,Ayn Rand,spoof,-10.895974159240724,2.705743420461174,10.895974159240724,2.705743420461174,5.833738327026367,8.837143898010254
10638,Donald Trump,bona-fide,-10.511000633239746,2.496024344872658,10.511000633239746,2.496024344872658,-0.31848156452178955,6.160464286804199
10639,Dwight Eisenhower,spoof,-10.3472261428833,2.7433447186858686,10.3472261428833,2.7433447186858686,8.314594268798828,6.012454986572266
10640,Ayn Rand,spoof,-10.691743850708008,2.658807554691882,10.691743850708008,2.658807554691882,6.488608360290527,9.260177612304688
10647,Alec Guinness,spoof,-10.938368797302246,2.5608246995070303,10.938368797302246,2.5608246995070303,10.445151329040527,8.907829284667969
10657,Bill Clinton,bona-fide,-11.092496871948242,2.725447267918957,11.092496871948242,2.725447267918957,7.029081344604492,7.530324935913086
10658,Bernie Sanders,spoof,-10.894911766052246,2.784630385549354,10.894911766052246,2.784630385549354,7.737988471984863,7.894251823425293
10661,Alec Guinness,spoof,-10.971755981445312,2.712586844316,10.971755981445312,2.712586844316,8.819269180297852,6.391575813293457
10663,Alec Guinness,bona-fide,-10.705787658691406,2.7290092195005293,10.705787658691406,2.7290092195005293,1.093313455581665,8.382600784301758
10668,Alan Watts,spoof,-10.341904640197754,2.7386730901650007,10.341904640197754,2.7386730901650007,7.782066822052002,5.967123031616211
10671,Bill Clinton,spoof,-11.01868724822998,2.610567590620587,11.01868724822998,2.610567590620587,5.123944282531738,6.847446918487549
10687,Barack Obama,spoof,-11.135129928588867,2.802049843134456,11.135129928588867,2.802049843134456,7.172909736633301,9.238921165466309
10700,Winston Churchill,spoof,-10.614961624145508,2.690635223686621,10.614961624145508,2.690635223686621,9.826698303222656,4.4941792488098145
10712,Bernie Sanders,spoof,-10.859786987304688,2.8184762493609408,10.859786987304688,2.8184762493609408,7.500277519226074,6.399198055267334
10715,Ronald Reagan,spoof,-10.347890853881836,2.851309020101253,10.347890853881836,2.851309020101253,4.1843647956848145,6.647036075592041
10726,Bernie Sanders,bona-fide,-10.984715461730955,2.8516222272975664,10.984715461730955,2.8516222272975664,7.660861968994141,7.685964584350586
1073,Alec Guinness,spoof,-10.836427688598633,2.7429485497834896,10.836427688598633,2.7429485497834896,8.891884803771973,10.259521484375
10733,Alec Guinness,bona-fide,-10.00732135772705,2.802171858705911,10.00732135772705,2.802171858705911,5.20687198638916,7.4773759841918945
10734,Barack Obama,bona-fide,-10.854637145996094,2.838928153302385,10.854637145996094,2.838928153302385,-0.986548900604248,9.37204360961914
10738,Alec Guinness,bona-fide,-9.335097312927246,2.4746736636473914,9.335097312927246,2.4746736636473914,6.96321439743042,8.299186706542969
10740,Ronald Reagan,spoof,-10.476677894592283,2.7494889531181745,10.476677894592283,2.7494889531181745,8.527804374694824,8.421390533447266
10741,Barack Obama,bona-fide,-10.589406967163086,2.7883001212954435,10.589406967163086,2.7883001212954435,3.750504493713379,8.872838973999023
10742,Arnold Schwarzenegger,spoof,-10.797184944152832,2.6340958796958045,10.797184944152832,2.6340958796958045,9.891138076782227,5.214147567749023
10747,Bill Clinton,bona-fide,-10.437679290771484,2.768871069483258,10.437679290771484,2.768871069483258,1.2595317363739014,4.574769496917725
1075,Donald Trump,bona-fide,-10.77490520477295,2.6426980829248814,10.77490520477295,2.6426980829248814,6.700007438659668,9.254557609558105
10753,Ronald Reagan,spoof,-10.85916233062744,2.874689495695129,10.85916233062744,2.874689495695129,4.847943305969238,7.431420803070068
10759,JFK,bona-fide,-10.398334503173828,2.822790877517605,10.398334503173828,2.822790877517605,2.474855661392212,5.750739097595215
10760,Donald Trump,bona-fide,-10.668160438537598,2.72188287562662,10.668160438537598,2.72188287562662,4.531486988067627,9.046330451965332
10778,Bill Clinton,bona-fide,-10.905406951904297,2.761331319518987,10.905406951904297,2.761331319518987,1.432289481163025,7.114492416381836
10796,Donald Trump,spoof,-10.58514404296875,2.748376181458277,10.58514404296875,2.748376181458277,8.1083984375,7.77987003326416
10799,Alec Guinness,spoof,-10.47983741760254,2.686108202879662,10.47983741760254,2.686108202879662,4.120418071746826,6.188745498657227
10801,Milton Friedman,spoof,-10.863584518432615,2.7155431723308467,10.863584518432615,2.7155431723308467,9.20681095123291,9.061724662780762
10812,Barack Obama,bona-fide,-10.752262115478516,2.8674377304237777,10.752262115478516,2.8674377304237777,5.012474536895752,6.781440734863281
10814,Richard Nixon,spoof,-10.443574905395508,2.8214488390647383,10.443574905395508,2.8214488390647383,9.166736602783203,7.408563613891602
1082,Alec Guinness,spoof,-11.021356582641602,2.489084952879652,11.021356582641602,2.489084952879652,10.092679023742676,7.092277526855469
10821,Gilbert Gottfried,spoof,-11.104771614074709,2.6535367558899203,11.104771614074709,2.6535367558899203,8.417181015014648,8.773816108703613
10822,Alan Watts,spoof,-10.352484703063965,2.817121475525057,10.352484703063965,2.817121475525057,7.836681365966797,5.223374843597412
10829,Donald Trump,bona-fide,-10.627038955688477,2.736988493692239,10.627038955688477,2.736988493692239,3.4189820289611816,7.8161773681640625
10834,Alec Guinness,bona-fide,-9.55388069152832,2.819072953630273,9.55388069152832,2.819072953630273,7.186939239501953,5.745497226715088
10838,Alec Guinness,bona-fide,-10.201518058776855,2.6451648348993397,10.201518058776855,2.6451648348993397,6.622842311859131,11.458517074584961
10840,Donald Trump,bona-fide,-10.43845558166504,2.8790256974148485,10.43845558166504,2.8790256974148485,1.4242398738861084,6.270318031311035
10842,Bernie Sanders,spoof,-9.436148643493652,2.643793201523599,9.436148643493652,2.643793201523599,4.250415325164795,5.4648332595825195
10849,Milton Friedman,bona-fide,-10.634575843811035,2.8410429788293223,10.634575843811035,2.8410429788293223,7.78859806060791,4.993598461151123
10857,Alec Guinness,spoof,-10.979408264160156,2.7229811864515137,10.979408264160156,2.7229811864515137,7.235323905944824,8.656103134155273
10860,Bernie Sanders,spoof,-11.008967399597168,2.665319528672861,11.008967399597168,2.665319528672861,4.138278961181641,8.11353874206543
10870,Mr. Rogers,spoof,-10.585907936096191,2.5763421137884475,10.585907936096191,2.5763421137884475,6.265280723571777,6.298910617828369
10873,Ayn Rand,spoof,-10.623790740966797,2.668892801286614,10.623790740966797,2.668892801286614,8.851421356201172,7.348545074462891
10878,Ayn Rand,bona-fide,-10.77764892578125,2.708632040805694,10.77764892578125,2.708632040805694,7.527299880981445,8.439070701599121
10884,Christopher Hitchens,spoof,-10.773767471313477,2.704853767434133,10.773767471313477,2.704853767434133,9.117290496826172,8.331790924072266
10896,Christopher Hitchens,spoof,-10.773811340332031,2.7828892834259014,10.773811340332031,2.7828892834259014,10.349077224731445,9.585296630859375
1090,Queen Elizabeth II,spoof,-10.300537109375,2.63458973223956,10.300537109375,2.63458973223956,5.891912460327148,9.963357925415039
10901,Ayn Rand,bona-fide,-10.86703109741211,2.7642652053789547,10.86703109741211,2.7642652053789547,6.614463806152344,9.831220626831055
10902,Adam Driver,spoof,-10.960277557373049,2.7721607621110183,10.960277557373049,2.7721607621110183,6.27854061126709,7.505151748657227
10908,Donald Trump,bona-fide,-10.757378578186035,2.736630857549976,10.757378578186035,2.736630857549976,3.3033370971679688,6.080569267272949
10912,Barack Obama,bona-fide,-10.68111515045166,2.680670996375284,10.68111515045166,2.680670996375284,2.4681320190429688,5.565852642059326
1092,Bernie Sanders,spoof,-10.988139152526855,2.690682992573592,10.988139152526855,2.690682992573592,8.635394096374512,7.347988605499268
10920,Mark Zuckerberg,spoof,-10.906847953796388,2.7077991020223777,10.906847953796388,2.7077991020223777,7.435155868530273,9.5687837600708
10922,Christopher Hitchens,spoof,-10.82773494720459,2.716717633753826,10.82773494720459,2.716717633753826,9.840849876403809,8.846404075622559
10929,Ayn Rand,bona-fide,-10.794535636901855,2.6854492679692608,10.794535636901855,2.6854492679692608,7.645838737487793,8.467403411865234
10930,Bill Burr,spoof,-10.936394691467283,2.803026128827661,10.936394691467283,2.803026128827661,4.688568592071533,8.509577751159668
10934,Queen Elizabeth II,spoof,-10.61978816986084,2.7436535731984497,10.61978816986084,2.7436535731984497,3.468669891357422,7.179807662963867
10939,Bernie Sanders,bona-fide,-10.585312843322754,2.584210450167884,10.585312843322754,2.584210450167884,4.630307674407959,7.922351360321045
10942,Alec Guinness,bona-fide,-10.336811065673828,2.72662377317884,10.336811065673828,2.72662377317884,10.456552505493164,10.176908493041992
10946,Donald Trump,bona-fide,-10.56601905822754,2.8218197601693844,10.56601905822754,2.8218197601693844,0.9834713935852051,7.519082069396973
10949,Martin Luther King,bona-fide,-10.909324645996094,2.6415268204393185,10.909324645996094,2.6415268204393185,6.892066955566406,7.098401069641113
10950,Bernie Sanders,bona-fide,-10.263656616210938,2.632136804810353,10.263656616210938,2.632136804810353,3.880589723587036,5.193367958068848
10954,The Notorious B.I.G.,spoof,-9.593184471130373,2.5733421194617123,9.593184471130373,2.5733421194617123,7.504535675048828,7.938425540924072
10968,Bill Clinton,spoof,-10.872832298278809,2.748988277854695,10.872832298278809,2.748988277854695,8.003552436828613,7.654932975769043
10980,Donald Trump,bona-fide,-10.952936172485352,2.7804217605236934,10.952936172485352,2.7804217605236934,8.176013946533203,9.807136535644531
10989,Bernie Sanders,spoof,-10.846073150634766,2.804908091530722,10.846073150634766,2.804908091530722,7.416498184204102,9.7095365524292
10996,Alec Guinness,bona-fide,-10.452336311340332,2.880928737418549,10.452336311340332,2.880928737418549,0.13099274039268494,2.8305962085723877
11000,Alec Guinness,bona-fide,-10.816397666931152,2.716469194785384,10.816397666931152,2.716469194785384,5.2606682777404785,7.8890700340271
11009,Barack Obama,spoof,-9.558871269226074,2.754772004964326,9.558871269226074,2.754772004964326,7.587026119232178,6.942464828491211
11033,Barack Obama,bona-fide,-10.171429634094238,2.87792170104427,10.171429634094238,2.87792170104427,0.2774210274219513,4.338398456573486
11038,Winston Churchill,bona-fide,-9.81037425994873,2.7028009873158414,9.81037425994873,2.7028009873158414,-0.892862856388092,11.317405700683594
1104,Alec Guinness,bona-fide,-10.906583786010742,2.7205728302677223,10.906583786010742,2.7205728302677223,-1.026778221130371,5.719510078430176
11047,Alec Guinness,bona-fide,-10.809489250183104,2.660857381814656,10.809489250183104,2.660857381814656,4.6573944091796875,9.799721717834473
11050,Ronald Reagan,bona-fide,-10.937860488891602,2.733116027288818,10.937860488891602,2.733116027288818,9.542695999145508,10.785518646240234
11053,Barack Obama,bona-fide,-10.837441444396973,2.8325960528285967,10.837441444396973,2.8325960528285967,8.006538391113281,5.734715938568115
11055,JFK,bona-fide,-10.74743366241455,2.729444863768674,10.74743366241455,2.729444863768674,6.437870025634766,6.193619728088379
11056,Alec Guinness,spoof,-11.121384620666504,2.7052588317765447,11.121384620666504,2.7052588317765447,7.752902984619141,6.032512664794922
1106,Queen Elizabeth II,spoof,-10.837449073791504,2.7795718926333843,10.837449073791504,2.7795718926333843,6.403266906738281,5.807796478271484
11060,Donald Trump,bona-fide,-10.156535148620604,2.7267892898868378,10.156535148620604,2.7267892898868378,5.674221038818359,8.489070892333984
11069,Ronald Reagan,spoof,-10.792291641235352,2.7509573204944284,10.792291641235352,2.7509573204944284,9.314406394958496,7.6918110847473145
11070,The Notorious B.I.G.,spoof,-11.138307571411133,2.763958000129402,11.138307571411133,2.763958000129402,11.004842758178711,10.52042007446289
11073,Donald Trump,bona-fide,-10.173812866210938,2.78821343822838,10.173812866210938,2.78821343822838,4.553812026977539,4.91671085357666
11083,Ronald Reagan,spoof,-10.560028076171877,2.895524010077829,10.560028076171877,2.895524010077829,4.954872131347656,2.8758068084716797
11093,Donald Trump,bona-fide,-10.64451026916504,2.832448713067361,10.64451026916504,2.832448713067361,6.701998233795166,9.204878807067871
1110,Bernie Sanders,spoof,-11.116240501403809,2.645464912325588,11.116240501403809,2.645464912325588,3.7763357162475586,8.4261474609375
11101,Queen Elizabeth II,spoof,-10.854640007019045,2.8120393406059137,10.854640007019045,2.8120393406059137,9.532493591308594,8.294402122497559
11102,Louis C.K.,spoof,-10.808881759643556,2.726691082612376,10.808881759643556,2.726691082612376,10.103761672973633,7.085606575012207
