system,label,C,T,rog_L12,vel_L9
FireRedTTS-2.0,spoof,-10.696160316467285,2.874642925321837,10.696160316467285,2.874642925321837
FireRedTTS-2.0,spoof,-11.160377502441406,2.8200254634590505,11.160377502441406,2.8200254634590505
FireRedTTS-2.0,spoof,-10.923469543457031,2.8139632360028712,10.923469543457031,2.8139632360028712
FireRedTTS-2.0,spoof,-10.885947227478027,2.8180085354401414,10.885947227478027,2.8180085354401414
FireRedTTS-2.0,spoof,-11.110542297363281,2.742510614985325,11.110542297363281,2.742510614985325
FireRedTTS-2.0,spoof,-9.13482666015625,2.750854010694476,9.13482666015625,2.750854010694476
FireRedTTS-2.0,spoof,-9.880659103393555,2.815927283147294,9.880659103393555,2.815927283147294
FireRedTTS-2.0,spoof,-10.868230819702148,2.819057233963911,10.868230819702148,2.819057233963911
FireRedTTS-2.0,spoof,-10.504504203796387,2.7957987619802087,10.504504203796387,2.7957987619802087
FireRedTTS-2.0,spoof,-11.203817367553711,2.856781554610386,11.203817367553711,2.856781554610386
FishTTS,spoof,-10.727906227111816,2.648705937800738,10.727906227111816,2.648705937800738
FishTTS,spoof,-11.069835662841797,2.7650694720103495,11.069835662841797,2.7650694720103495
FishTTS,spoof,-10.596312522888184,2.747427057923621,10.596312522888184,2.747427057923621
FishTTS,spoof,-10.866058349609375,2.68105895034741,10.866058349609375,2.68105895034741
FishTTS,spoof,-11.153605461120605,2.839053420443083,11.153605461120605,2.839053420443083
FishTTS,spoof,-10.513769149780273,2.691463010240037,10.513769149780273,2.691463010240037
FishTTS,spoof,-11.001876831054688,2.756535559451015,11.001876831054688,2.756535559451015
FishTTS,spoof,-11.031328201293945,2.813224900464177,11.031328201293945,2.813224900464177
FishTTS,spoof,-10.949583053588867,2.7623542486411057,10.949583053588867,2.7623542486411057
FishTTS,spoof,-10.803292274475098,2.767795153620565,10.803292274475098,2.767795153620565
FishTTS,spoof,-10.840208053588867,2.7370351355582696,10.840208053588867,2.7370351355582696
FishTTS,spoof,-10.693718910217285,2.7561274312512922,10.693718910217285,2.7561274312512922
FishTTS,spoof,-10.834202766418457,2.8200094200980574,10.834202766418457,2.8200094200980574
FishTTS,spoof,-10.921892166137695,2.7109886839240915,10.921892166137695,2.7109886839240915
FishTTS,spoof,-10.947203636169434,2.85166063797439,10.947203636169434,2.85166063797439
Higgs-Audio-V2,spoof,-10.398114204406738,2.7256061231098108,10.398114204406738,2.7256061231098108
Higgs-Audio-V2,spoof,-10.594232559204102,2.741726944324894,10.594232559204102,2.741726944324894
Higgs-Audio-V2,spoof,-10.709918975830078,2.893397690747752,10.709918975830078,2.893397690747752
Higgs-Audio-V2,spoof,-10.650172233581543,2.7595470093759387,10.650172233581543,2.7595470093759387
Higgs-Audio-V2,spoof,-10.734845161437988,2.738385757342867,10.734845161437988,2.738385757342867
Higgs-Audio-V2,spoof,-11.050811767578125,2.905079277113284,11.050811767578125,2.905079277113284
Higgs-Audio-V2,spoof,-10.705477714538574,2.7743142600509416,10.705477714538574,2.7743142600509416
Higgs-Audio-V2,spoof,-10.450774192810059,2.860555813765093,10.450774192810059,2.860555813765093
Higgs-Audio-V2,spoof,-10.897868156433105,2.7861089811870667,10.897868156433105,2.7861089811870667
Higgs-Audio-V2,spoof,-10.672176361083984,2.866749241726205,10.672176361083984,2.866749241726205
Higgs-Audio-V2,spoof,-10.61075496673584,2.6917046581399267,10.61075496673584,2.6917046581399267
Higgs-Audio-V2,spoof,-10.084760665893555,2.8803257630130807,10.084760665893555,2.8803257630130807
Higgs-Audio-V2,spoof,-10.113625526428223,2.656929376461731,10.113625526428223,2.656929376461731
Higgs-Audio-V2,spoof,-10.163887977600098,2.807895960790088,10.163887977600098,2.807895960790088
Higgs-Audio-V2,spoof,-10.884993553161621,2.878441791978993,10.884993553161621,2.878441791978993
Higgs-Audio-V2,spoof,-10.440025329589844,2.827193161339014,10.440025329589844,2.827193161339014
Higgs-Audio-V2,spoof,-10.9127779006958,2.829718156434899,10.9127779006958,2.829718156434899
Higgs-Audio-V2,spoof,-10.89508056640625,2.8077932950650006,10.89508056640625,2.8077932950650006
Higgs-Audio-V2,spoof,-10.650115013122559,2.824542336248241,10.650115013122559,2.824542336248241
Higgs-Audio-V2,spoof,-10.345271110534668,2.757893484611803,10.345271110534668,2.757893484611803
Higgs-Audio-V2,spoof,-11.196146011352539,2.6805562592040646,11.196146011352539,2.6805562592040646
Higgs-Audio-V2,spoof,-10.85477352142334,2.6645277577934685,10.85477352142334,2.6645277577934685
Higgs-Audio-V2,spoof,-10.696831703186035,2.8805232354392882,10.696831703186035,2.8805232354392882
Index-TTS-1.5,spoof,-11.021780014038086,2.838637313028518,11.021780014038086,2.838637313028518
Index-TTS-1.5,spoof,-10.541603088378906,2.783370117764824,10.541603088378906,2.783370117764824
Index-TTS-1.5,spoof,-11.0534029006958,2.7253020196081166,11.0534029006958,2.7253020196081166
Index-TTS-1.5,spoof,-10.874100685119629,2.837040578897756,10.874100685119629,2.837040578897756
Index-TTS-1.5,spoof,-10.594168663024902,2.8461761253282165,10.594168663024902,2.8461761253282165
Index-TTS-1.5,spoof,-11.009876251220703,2.7975724015531322,11.009876251220703,2.7975724015531322
Index-TTS-1.5,spoof,-10.783411026000977,2.8535057556136483,10.783411026000977,2.8535057556136483
Index-TTS-1.5,spoof,-10.85961627960205,2.84988736595399,10.85961627960205,2.84988736595399
Index-TTS-1.5,spoof,-10.922125816345215,2.79619761231125,10.922125816345215,2.79619761231125
Index-TTS-1.5,spoof,-10.891019821166992,2.69733050484452,10.891019821166992,2.69733050484452
Index-TTS-1.5,spoof,-10.5684814453125,2.718257924325706,10.5684814453125,2.718257924325706
Index-TTS-1.5,spoof,-10.31757640838623,2.9325647389003913,10.31757640838623,2.9325647389003913
Index-TTS-1.5,spoof,-10.566756248474121,2.7976612869766644,10.566756248474121,2.7976612869766644
Index-TTS-1.5,spoof,-10.446598052978516,2.809594019406148,10.446598052978516,2.809594019406148
Index-TTS-1.5,spoof,-10.571348190307617,2.745163318106772,10.571348190307617,2.745163318106772
Index-TTS-2.0,spoof,-10.684873580932617,2.6419923958509304,10.684873580932617,2.6419923958509304
Index-TTS-2.0,spoof,-10.67624568939209,2.6646562982916655,10.67624568939209,2.6646562982916655
Index-TTS-2.0,spoof,-10.584586143493652,2.848471106261518,10.584586143493652,2.848471106261518
Index-TTS-2.0,spoof,-10.70345687866211,2.8532062760094803,10.70345687866211,2.8532062760094803
Index-TTS-2.0,spoof,-10.557023048400879,2.7896216328312846,10.557023048400879,2.7896216328312846
Index-TTS-2.0,spoof,-11.020291328430176,2.8382567185413574,11.020291328430176,2.8382567185413574
Index-TTS-2.0,spoof,-10.721152305603027,2.7094682644190704,10.721152305603027,2.7094682644190704
Index-TTS-2.0,spoof,-10.94412612915039,2.716215881485636,10.94412612915039,2.716215881485636
Index-TTS-2.0,spoof,-10.89776611328125,2.7375133266454474,10.89776611328125,2.7375133266454474
Index-TTS-2.0,spoof,-11.102355003356934,2.864985420209215,11.102355003356934,2.864985420209215
Index-TTS-2.0,spoof,-11.0161714553833,2.776366802151559,11.0161714553833,2.776366802151559
Index-TTS-2.0,spoof,-10.827369689941406,2.731576308533453,10.827369689941406,2.731576308533453
Index-TTS-2.0,spoof,-10.244991302490234,2.830598535412242,10.244991302490234,2.830598535412242
Index-TTS-2.0,spoof,-10.826645851135254,2.8259965334125545,10.826645851135254,2.8259965334125545
Index-TTS-2.0,spoof,-11.150676727294922,2.849019545860644,11.150676727294922,2.849019545860644
Index-TTS-2.0,spoof,-10.972492218017578,2.765503159667765,10.972492218017578,2.765503159667765
Index-TTS-2.0,spoof,-10.145024299621582,2.8429316411973717,10.145024299621582,2.8429316411973717
Indri-TTS-0.1,spoof,-10.841669082641602,2.7874343327091986,10.841669082641602,2.7874343327091986
Indri-TTS-0.1,spoof,-10.817383766174316,2.605557441779364,10.817383766174316,2.605557441779364
Indri-TTS-0.1,spoof,-10.69591236114502,2.747226658751422,10.69591236114502,2.747226658751422
Indri-TTS-0.1,spoof,-10.19588565826416,2.837792378263294,10.19588565826416,2.837792378263294
Indri-TTS-0.1,spoof,-10.64287281036377,2.8600522177120404,10.64287281036377,2.8600522177120404
Indri-TTS-0.1,spoof,-10.851733207702637,2.8413802183224828,10.851733207702637,2.8413802183224828
Indri-TTS-0.1,spoof,-10.992777824401855,2.710236833224497,10.992777824401855,2.710236833224497
Indri-TTS-0.1,spoof,-10.744911193847656,2.7942168697487295,10.744911193847656,2.7942168697487295
Indri-TTS-0.1,spoof,-11.068046569824219,2.764101265819545,11.068046569824219,2.764101265819545
Indri-TTS-0.1,spoof,-11.070135116577148,2.7072032369608414,11.070135116577148,2.7072032369608414
Indri-TTS-0.1,spoof,-11.03425407409668,2.701169894116373,11.03425407409668,2.701169894116373
Indri-TTS-0.1,spoof,-11.0027494430542,2.722152887570947,11.0027494430542,2.722152887570947
Indri-TTS-0.1,spoof,-10.566320419311523,2.8096352931239283,10.566320419311523,2.8096352931239283
Indri-TTS-0.1,spoof,-9.154779434204102,2.618039783772985,9.154779434204102,2.618039783772985
Kani-TTS-370M,spoof,-10.996404647827148,2.774188911297332,10.996404647827148,2.774188911297332
Kani-TTS-370M,spoof,-10.843436241149902,2.7760572353151862,10.843436241149902,2.7760572353151862
Kani-TTS-370M,spoof,-10.814275741577148,2.717571159094694,10.814275741577148,2.717571159094694
Kani-TTS-370M,spoof,-10.988064765930176,2.7308537843957743,10.988064765930176,2.7308537843957743
Kani-TTS-370M,spoof,-10.665079116821289,2.7748646903244647,10.665079116821289,2.7748646903244647
Kani-TTS-370M,spoof,-10.76763916015625,2.78432919895832,10.76763916015625,2.78432919895832
Kani-TTS-370M,spoof,-10.79454517364502,2.7288759647242515,10.79454517364502,2.7288759647242515
Kani-TTS-370M,spoof,-10.64811897277832,2.7755137578244535,10.64811897277832,2.7755137578244535
Kani-TTS-370M,spoof,-10.890043258666992,2.7616445756155077,10.890043258666992,2.7616445756155077
Kani-TTS-370M,spoof,-11.11386775970459,2.725671442759178,11.11386775970459,2.725671442759178
Kani-TTS-370M,spoof,-10.785982131958008,2.69471774087059,10.785982131958008,2.69471774087059
Kitten-TTS-Nano-0.1,spoof,-10.160697937011719,2.685293487252192,10.160697937011719,2.685293487252192
Kitten-TTS-Nano-0.1,spoof,-10.96304988861084,2.805482717327643,10.96304988861084,2.805482717327643
Kitten-TTS-Nano-0.1,spoof,-11.054329872131348,2.7480101471216676,11.054329872131348,2.7480101471216676
Kitten-TTS-Nano-0.1,spoof,-10.271024703979492,2.8446922563411516,10.271024703979492,2.8446922563411516
Kitten-TTS-Nano-0.1,spoof,-10.746912002563477,2.7685872037382167,10.746912002563477,2.7685872037382167
Kitten-TTS-Nano-0.1,spoof,-10.925357818603516,2.7556560569635993,10.925357818603516,2.7556560569635993
Kitten-TTS-Nano-0.1,spoof,-10.55445384979248,2.753974515348652,10.55445384979248,2.753974515348652
Kitten-TTS-Nano-0.1,spoof,-10.956652641296387,2.6643848281347524,10.956652641296387,2.6643848281347524
Kitten-TTS-Nano-0.1,spoof,-10.869104385375977,2.647162965370316,10.869104385375977,2.647162965370316
Kitten-TTS-Nano-0.1,spoof,-11.246553421020508,2.6336301025631763,11.246553421020508,2.6336301025631763
Kitten-TTS-Nano-0.1,spoof,-11.067173957824707,2.7562757872344883,11.067173957824707,2.7562757872344883
Kitten-TTS-Nano-0.1,spoof,-11.155561447143555,2.696289660923931,11.155561447143555,2.696289660923931
Kitten-TTS-Nano-0.1,spoof,-11.07371997833252,2.735488551098574,11.07371997833252,2.735488551098574
Kitten-TTS-Nano-0.1,spoof,-11.173937797546387,2.7429142514098124,11.173937797546387,2.7429142514098124
Kitten-TTS-Nano-0.2,spoof,-10.822393417358398,2.817467181992727,10.822393417358398,2.817467181992727
Kitten-TTS-Nano-0.2,spoof,-11.047273635864258,2.779637080318656,11.047273635864258,2.779637080318656
Kitten-TTS-Nano-0.2,spoof,-11.05469036102295,2.6881926915341787,11.05469036102295,2.6881926915341787
Kitten-TTS-Nano-0.2,spoof,-10.816951751708984,2.6462622811681893,10.816951751708984,2.6462622811681893
Kitten-TTS-Nano-0.2,spoof,-10.643271446228027,2.767307154904472,10.643271446228027,2.767307154904472
Kitten-TTS-Nano-0.2,spoof,-10.649788856506348,2.8037093951230636,10.649788856506348,2.8037093951230636
Kitten-TTS-Nano-0.2,spoof,-10.277403831481934,2.637836586547289,10.277403831481934,2.637836586547289
Kitten-TTS-Nano-0.2,spoof,-11.035745620727539,2.751285694535553,11.035745620727539,2.751285694535553
Kitten-TTS-Nano-0.2,spoof,-11.213390350341797,2.723418288284373,11.213390350341797,2.723418288284373
Kitten-TTS-Nano-0.2,spoof,-10.730910301208496,2.8552655474099415,10.730910301208496,2.8552655474099415
Kitten-TTS-Nano-0.2,spoof,-10.969094276428223,2.63338458641728,10.969094276428223,2.63338458641728
Kitten-TTS-Nano-0.2,spoof,-10.828720092773438,2.7360688189916242,10.828720092773438,2.7360688189916242
Kitten-TTS-Nano-0.2,spoof,-10.601410865783691,2.7188190184324967,10.601410865783691,2.7188190184324967
Kitten-TTS-Nano-0.2,spoof,-10.649685859680176,2.828721197698674,10.649685859680176,2.828721197698674
Kitten-TTS-Nano-0.2,spoof,-11.065129280090332,2.7441678858993157,11.065129280090332,2.7441678858993157
Kitten-TTS-Nano-0.2,spoof,-10.796734809875488,2.9150276593368,10.796734809875488,2.9150276593368
Kyutai-TTS,spoof,-11.002571105957031,2.66914134820638,11.002571105957031,2.66914134820638
Kyutai-TTS,spoof,-11.08611011505127,2.6874048596129354,11.08611011505127,2.6874048596129354
Kyutai-TTS,spoof,-11.107682228088379,2.629943914871806,11.107682228088379,2.629943914871806
Kyutai-TTS,spoof,-11.076752662658691,2.7951572570222725,11.076752662658691,2.7951572570222725
Kyutai-TTS,spoof,-11.224272727966309,2.823825325569412,11.224272727966309,2.823825325569412
Kyutai-TTS,spoof,-10.870268821716309,2.859395214055778,10.870268821716309,2.859395214055778
Kyutai-TTS,spoof,-10.919248580932617,2.7733024280044445,10.919248580932617,2.7733024280044445
Kyutai-TTS,spoof,-10.359230041503906,2.7376544944040058,10.359230041503906,2.7376544944040058
Kyutai-TTS,spoof,-11.071130752563477,2.712620877168108,11.071130752563477,2.712620877168108
Kyutai-TTS,spoof,-11.112190246582031,2.832956857738941,11.112190246582031,2.832956857738941
Kyutai-TTS,spoof,-11.012116432189941,2.8996624449301636,11.012116432189941,2.8996624449301636
Kyutai-TTS,spoof,-10.544095039367676,2.695759648440674,10.544095039367676,2.695759648440674
Kyutai-TTS,spoof,-10.970674514770508,2.6680306005765195,10.970674514770508,2.6680306005765195
Kyutai-TTS,spoof,-10.474991798400879,2.7851843691656732,10.474991798400879,2.7851843691656732
Kyutai-TTS,spoof,-10.832047462463379,2.6490462116153433,10.832047462463379,2.6490462116153433
Kyutai-TTS,spoof,-10.657944679260254,2.6457697657038675,10.657944679260254,2.6457697657038675
Kyutai-TTS,spoof,-10.649014472961426,2.7626058242408056,10.649014472961426,2.7626058242408056
Kyutai-TTS,spoof,-11.073119163513184,2.666979321818311,11.073119163513184,2.666979321818311
Kyutai-TTS,spoof,-10.490962982177734,2.81133514671999,10.490962982177734,2.81133514671999
Llasa-1B-Multilingual,spoof,-9.170680046081543,2.7148568730250675,9.170680046081543,2.7148568730250675
Llasa-1B-Multilingual,spoof,-11.186634063720703,2.855235325654247,11.186634063720703,2.855235325654247
Llasa-1B-Multilingual,spoof,-10.406977653503418,2.845662293800739,10.406977653503418,2.845662293800739
Llasa-1B-Multilingual,spoof,-10.857230186462402,2.879360993735824,10.857230186462402,2.879360993735824
Llasa-1B-Multilingual,spoof,-9.822381973266602,2.9083513312189475,9.822381973266602,2.9083513312189475
Llasa-1B-Multilingual,spoof,-10.353920936584473,2.8849892495453666,10.353920936584473,2.8849892495453666
Llasa-1B-Multilingual,spoof,-10.6692533493042,2.8533672960621925,10.6692533493042,2.8533672960621925
Llasa-1B-Multilingual,spoof,-10.638350486755371,2.730745077542947,10.638350486755371,2.730745077542947
Llasa-1B-Multilingual,spoof,-11.134200096130371,2.7953634821195865,11.134200096130371,2.7953634821195865
Llasa-1B-Multilingual,spoof,-10.93527889251709,2.8846892927853633,10.93527889251709,2.8846892927853633
Llasa-1B-Multilingual,spoof,-10.958013534545898,2.6891138100276297,10.958013534545898,2.6891138100276297
Llasa-1B-Multilingual,spoof,-11.04631519317627,2.8438711277938733,11.04631519317627,2.8438711277938733
Llasa-1B-Multilingual,spoof,-10.583341598510742,2.824137491605827,10.583341598510742,2.824137491605827
Llasa-1B-Multilingual,spoof,-11.141871452331543,2.8033835307593145,11.141871452331543,2.8033835307593145
Llasa-1B-Multilingual,spoof,-10.480506896972656,2.84883807465258,10.480506896972656,2.84883807465258
Llasa-1B-Multilingual,spoof,-10.349763870239258,2.674951536580157,10.349763870239258,2.674951536580157
Llasa-8B,spoof,-10.715551376342773,2.7884796377616428,10.715551376342773,2.7884796377616428
Llasa-8B,spoof,-11.179150581359863,2.747541488003615,11.179150581359863,2.747541488003615
Llasa-8B,spoof,-10.828533172607422,2.744575235123393,10.828533172607422,2.744575235123393
Llasa-8B,spoof,-6.519226551055908,2.449535260903053,6.519226551055908,2.449535260903053
Llasa-8B,spoof,-10.77731704711914,2.8477612110911856,10.77731704711914,2.8477612110911856
Llasa-8B,spoof,-11.019157409667969,2.80653863084119,11.019157409667969,2.80653863084119
Llasa-8B,spoof,-10.940948486328125,2.7663082963485413,10.940948486328125,2.7663082963485413
Llasa-8B,spoof,-10.505595207214355,2.8785835137469378,10.505595207214355,2.8785835137469378
Llasa-8B,spoof,-9.766493797302246,2.732548903506724,9.766493797302246,2.732548903506724
Llasa-8B,spoof,-10.445012092590332,2.749622784459574,10.445012092590332,2.749622784459574
Llasa-8B,spoof,-11.033356666564941,2.680233327971187,11.033356666564941,2.680233327971187
Llasa-8B,spoof,-10.648113250732422,2.817100463395579,10.648113250732422,2.817100463395579
Llasa-8B,spoof,-10.991354942321777,2.7877546571626937,10.991354942321777,2.7877546571626937
Llasa-8B,spoof,-11.172283172607422,2.794790239731003,11.172283172607422,2.794790239731003
Llasa-8B,spoof,-10.919411659240723,2.7927150816439616,10.919411659240723,2.7927150816439616
Llasa-8B,spoof,-10.638171195983887,2.7171684067829,10.638171195983887,2.7171684067829
Llasa-8B,spoof,-11.10432243347168,2.7661712396891147,11.10432243347168,2.7661712396891147
Llasa-8B,spoof,-10.616220474243164,2.9098996523585994,10.616220474243164,2.9098996523585994
Mars5,spoof,-10.891770362854004,2.8652621998573373,10.891770362854004,2.8652621998573373
Mars5,spoof,-10.317813873291016,2.904558586370969,10.317813873291016,2.904558586370969
Mars5,spoof,-10.384838104248047,2.8074353153040907,10.384838104248047,2.8074353153040907
Mars5,spoof,-11.101447105407715,2.6171709139337764,11.101447105407715,2.6171709139337764
Mars5,spoof,-10.343701362609863,2.7503825199422085,10.343701362609863,2.7503825199422085
Mars5,spoof,-11.230597496032715,2.7382483815838947,11.230597496032715,2.7382483815838947
Mars5,spoof,-8.906368255615234,2.712863704590557,8.906368255615234,2.712863704590557
Mars5,spoof,-11.195398330688477,2.5547801820587757,11.195398330688477,2.5547801820587757
Mars5,spoof,-11.198309898376465,2.8223836069979655,11.198309898376465,2.8223836069979655
Mars5,spoof,-11.055570602416992,2.6690691786001213,11.055570602416992,2.6690691786001213
Mars5,spoof,-10.364373207092285,2.83322130105424,10.364373207092285,2.83322130105424
Mars5,spoof,-10.452407836914062,2.773246157672347,10.452407836914062,2.773246157672347
Mars5,spoof,-10.941920280456543,2.7684902056508793,10.941920280456543,2.7684902056508793
Mars5,spoof,-10.815309524536133,2.7279561876978264,10.815309524536133,2.7279561876978264
Mars5,spoof,-10.957230567932129,2.724941694746544,10.957230567932129,2.724941694746544
Mars5,spoof,-10.548116683959961,2.621082901069265,10.548116683959961,2.621082901069265
Marvis-TTS,spoof,-10.734776496887207,2.7102110807633597,10.734776496887207,2.7102110807633597
Marvis-TTS,spoof,-11.019462585449219,2.8238842539553373,11.019462585449219,2.8238842539553373
Marvis-TTS,spoof,-11.007845878601074,2.8264341976299807,11.007845878601074,2.8264341976299807
Marvis-TTS,spoof,-10.769957542419434,2.734310722799568,10.769957542419434,2.734310722799568
Marvis-TTS,spoof,-10.579451560974121,2.819699916500903,10.579451560974121,2.819699916500903
MatchaTTS,spoof,-11.365822792053223,2.784385827290207,11.365822792053223,2.784385827290207
MatchaTTS,spoof,-11.016519546508789,2.7596175888795798,11.016519546508789,2.7596175888795798
MatchaTTS,spoof,-10.849252700805664,2.668451762122202,10.849252700805664,2.668451762122202
MatchaTTS,spoof,-11.00440502166748,2.612445129300978,11.00440502166748,2.612445129300978
MatchaTTS,spoof,-10.89757251739502,2.7277128414652565,10.89757251739502,2.7277128414652565
MatchaTTS,spoof,-10.24046802520752,2.790015250552386,10.24046802520752,2.790015250552386
MatchaTTS,spoof,-10.832271575927734,2.5645824013196696,10.832271575927734,2.5645824013196696
MatchaTTS,spoof,-10.708695411682129,2.811524728692559,10.708695411682129,2.811524728692559
MatchaTTS,spoof,-10.780308723449707,2.703150683008637,10.780308723449707,2.703150683008637
MatchaTTS,spoof,-10.533853530883789,2.5546714022924357,10.533853530883789,2.5546714022924357
Maya1 TTS,spoof,-10.883379936218262,2.816891608378497,10.883379936218262,2.816891608378497
Maya1 TTS,spoof,-10.59850788116455,2.8090691575395,10.59850788116455,2.8090691575395
Maya1 TTS,spoof,-10.741232872009277,2.7519105588816553,10.741232872009277,2.7519105588816553
Maya1 TTS,spoof,-10.628397941589355,2.7970933357115912,10.628397941589355,2.7970933357115912
Maya1 TTS,spoof,-10.54273796081543,2.788259693361339,10.54273796081543,2.788259693361339
Maya1 TTS,spoof,-10.720759391784668,2.6511163922380554,10.720759391784668,2.6511163922380554
Maya1 TTS,spoof,-10.900132179260254,2.719837756918658,10.900132179260254,2.719837756918658
Maya1 TTS,spoof,-10.645981788635254,2.71875597966683,10.645981788635254,2.71875597966683
Maya1 TTS,spoof,-11.013856887817383,2.808442527168136,11.013856887817383,2.808442527168136
Maya1 TTS,spoof,-10.064605712890625,2.6156042175398957,10.064605712890625,2.6156042175398957
Maya1 TTS,spoof,-10.223405838012695,2.8803208022840074,10.223405838012695,2.8803208022840074
Maya1 TTS,spoof,-10.615941047668457,2.7081773960744076,10.615941047668457,2.7081773960744076
Maya1 TTS,spoof,-10.778597831726074,2.821476168449249,10.778597831726074,2.821476168449249
Maya1 TTS,spoof,-10.724228858947754,2.8923013154806956,10.724228858947754,2.8923013154806956
Maya1 TTS,spoof,-10.891603469848633,2.847870335453491,10.891603469848633,2.847870335453491
Maya1 TTS,spoof,-10.396368026733398,2.8042539739471035,10.396368026733398,2.8042539739471035
Maya1 TTS,spoof,-10.605186462402344,2.8562515573446157,10.605186462402344,2.8562515573446157
MegaTTS3,spoof,-10.736676216125488,2.77353780597036,10.736676216125488,2.77353780597036
MegaTTS3,spoof,-10.920930862426758,2.9007519863407367,10.920930862426758,2.9007519863407367
