sample_id,system,label,raw_logit,C,T,cal_logit,C_w2v2,C_ensemble,C_wavlm_z
fake__en__Chatterbox__silent_bullet_10_f000250,Chatterbox,1,1.8130403757095337,14.160734176635742,2.7704598503262274,-0.0663024084125406,7.713834285736084,0.4138402418885697,0.7002229628071277
fake__en__DeepGram__dorothy_and_wizard_oz_03_f000061,DeepGram,1,3.529825210571289,14.802985191345217,2.800466663286132,0.7875892328307861,7.681667327880859,0.6508943988299141,1.2787198294817648
fake__en__DeepGram__dorothy_and_wizard_oz_11_f000069,DeepGram,1,6.613795280456543,13.525839805603027,2.573358229752625,2.142346729291262,7.582975387573242,-0.08442734663219528,0.12835246996262367
fake__en__DeepGram__piratesofersatz_01_leinster_64kb_f000118,DeepGram,1,7.190316677093506,13.83579921722412,2.730696459268034,2.1483455157441345,7.700896739959717,0.24650784470207804,0.4075432292021834
fake__en__DeepGram__piratesofersatz_04_leinster_64kb_f000145,DeepGram,1,6.333471298217773,13.250468254089355,2.552062438823783,1.9893373900517224,7.773641109466553,0.10092970362341329,-0.11968385239967491
fake__en__DeepGram__piratesofersatz_12_leinster_64kb_f000008,DeepGram,1,2.695553541183472,13.860119819641112,2.6478678203327104,0.4786551177714996,7.749886512756348,0.3369520978943972,0.4294496053255967
fake__en__DeepGram__silent_bullet_02_f000159,DeepGram,1,3.594129800796509,12.765955924987791,2.546910908646632,0.7310136545413065,7.4978718757629395,-0.5647431084357535,-0.5561002345166819
fake__en__DeepGram__silent_bullet_04_f000097,DeepGram,1,2.543323040008545,14.900612831115724,2.8146996589356723,0.3819851560481352,7.69581413269043,0.7178173117029658,1.3666562942199743
fake__en__DeepGram__silent_bullet_05_f000179,DeepGram,1,5.198513984680176,12.88479709625244,2.496196155728781,1.529351078032644,7.7438764572143555,-0.11205267068995413,-0.4490560358560662
fake__en__DeepGram__silent_bullet_12_f000219,DeepGram,1,5.313980579376221,14.838777542114258,2.8416447920829,1.4467896127957278,7.60582160949707,0.5439464148277801,1.3109591911901712
fake__en__Edge-TTS__hunters_space_13_f000101,Edge-TTS,1,5.625777721405029,13.67995262145996,2.6346179263126075,1.6569509267634543,7.624993324279785,0.05315845177906682,0.26716701294621015
fake__en__Edge-TTS__piratesofersatz_02_leinster_64kb_f000114,Edge-TTS,1,2.95493483543396,9.77859878540039,1.6192766573585755,1.450265222968255,7.10347318649292,-2.550102518962203,-3.2469122461896682
fake__en__Edge-TTS__piratesofersatz_04_leinster_64kb_f000264,Edge-TTS,1,5.293747901916504,13.081899642944336,2.6532498745597044,1.3023896578602,7.925709247589111,0.271758591467444,-0.27151921136940915
fake__en__Edge-TTS__piratesofersatz_05_leinster_64kb_f000027,Edge-TTS,1,3.376690149307251,11.861884117126465,2.497129305406013,0.4648618273027537,7.719564437866211,-0.6121873665077223,-1.370427804451678
fake__en__Edge-TTS__piratesofersatz_05_leinster_64kb_f000201,Edge-TTS,1,2.255974531173706,14.170604705810549,2.7694438284346323,0.1460537579745322,7.919834613800049,0.752542823703868,0.7091136769815991
fake__en__Edge-TTS__silent_bullet_02_f000052,Edge-TTS,1,4.873851299285889,12.456158638000488,2.44242394644354,1.3703569727415394,7.687964916229248,-0.3958194970120987,-0.8351449627021682
fake__en__Edge-TTS__silent_bullet_10_f000225,Edge-TTS,1,8.177589416503906,14.628789901733398,2.772803141336225,2.710022208075231,7.808533191680908,0.7782958744203163,1.121816333929481
fake__en__Edge-TTS__silent_bullet_10_f000287,Edge-TTS,1,2.8673887252807617,14.650652885437012,2.681470478415077,0.7209448991355709,7.682677268981934,0.5839277454125025,1.1415090510743813
fake__en__Edge-TTS__silent_bullet_13_f000266,Edge-TTS,1,1.579458475112915,11.547762870788574,2.333425612878505,-0.0349918644459549,7.012642860412598,-1.9007117980098363,-1.653367266749924
fake__en__FireRedTTS-2.0__dorothy_and_wizard_oz_09_f000102,FireRedTTS-2.0,1,-0.8473987579345703,13.82907772064209,2.59768292809541,-0.958112017871288,7.578938007354736,0.04558982058465058,0.40148895350154123
fake__en__FireRedTTS-2.0__dorothy_and_wizard_oz_14_f000119,FireRedTTS-2.0,1,-2.7478291988372803,11.846834182739258,2.3884143075477664,-1.9583180169525116,7.414989471435547,-1.1131703106114506,-1.3839837813006932
fake__en__FireRedTTS-2.0__piratesofersatz_02_leinster_64kb_f000030,FireRedTTS-2.0,1,0.1207149848341941,13.365830421447754,2.678493640446717,-0.8478401457061602,7.715217113494873,0.05808588996037979,-0.015773308358234588
fake__en__FireRedTTS-2.0__piratesofersatz_10_leinster_64kb_f000005,FireRedTTS-2.0,1,-2.9478423595428467,14.263728141784668,2.75449020184661,-2.0495468968591086,7.65070104598999,0.3577849585975408,0.7929930554351673
fake__en__FireRedTTS-2.0__piratesofersatz_12_leinster_64kb_f000033,FireRedTTS-2.0,1,0.1535545140504837,13.864649772644045,2.524794259836017,-0.3672935105564376,7.6318511962890625,0.14746750718406085,0.4335298847776512
fake__en__FireRedTTS-2.0__piratesofersatz_12_leinster_64kb_f000110,FireRedTTS-2.0,1,-1.2031909227371216,13.604178428649902,2.5641415102910186,-1.112012232447869,7.579354763031006,-0.055021088550317274,0.19891467529089837
fake__en__FireRedTTS-2.0__silent_bullet_03_f000041,FireRedTTS-2.0,1,1.148284673690796,12.132525444030762,2.697908044932347,-0.8229756442100662,7.702279567718506,-0.5183460626662832,-1.1266521528435216
fake__en__FireRedTTS-2.0__silent_bullet_03_f000183,FireRedTTS-2.0,1,-3.6937644481658936,13.105509757995604,2.646492334272434,-2.506021934431361,7.607366561889648,-0.23415273025494732,-0.2502527948653192
fake__en__FireRedTTS-2.0__silent_bullet_04_f000141,FireRedTTS-2.0,1,-1.9803513288497925,12.893994331359863,2.496298592275397,-1.5263898716821147,7.57401180267334,-0.38353383203516955,-0.4407717800590997
fake__en__FireRedTTS-2.0__silent_bullet_04_f000278,FireRedTTS-2.0,1,0.6337719559669495,13.130215644836426,2.517039338948366,-0.3698489440365735,7.714255332946777,-0.049587736196591556,-0.2279993802369298
fake__en__FireRedTTS-2.0__silent_bullet_05_f000127,FireRedTTS-2.0,1,3.634773969650269,13.073969841003418,2.7096263863937984,0.5132895678565286,7.708854675292969,-0.08368210578966731,-0.278661847926
fake__en__FireRedTTS-2.0__silent_bullet_07_f000299,FireRedTTS-2.0,1,-1.6349295377731323,11.665265083312988,2.1982253005563104,-1.1467000169685766,7.44706916809082,-1.1428902904482705,-1.5475291127947146
fake__en__FireRedTTS-2.0__silent_bullet_09_f000197,FireRedTTS-2.0,1,0.3847187459468841,11.51133918762207,2.1267892953637144,-0.1780363519767691,7.341706275939941,-1.3831757668716274,-1.686175290563018
fake__en__FireRedTTS-2.0__silent_bullet_09_f000291,FireRedTTS-2.0,1,-2.9440486431121826,13.485660552978516,2.6834910730784443,-2.1418151710984565,7.693187236785889,0.07630758923406136,0.09216167973222901
fake__en__FireRedTTS-2.0__silent_bullet_10_f000141,FireRedTTS-2.0,1,-2.493385076522827,11.832887649536133,2.3146829259708865,-1.7026259579307454,7.4038238525390625,-1.1375687563812729,-1.3965458879758088
fake__en__FireRedTTS-2.0__silent_bullet_11_f000252,FireRedTTS-2.0,1,-3.913721799850464,12.97639274597168,2.528840997247423,-2.4005163012990405,7.514883995056152,-0.4423654288654526,-0.3665527853355866
fake__en__FishTTS__dorothy_and_wizard_oz_02_f000150,FishTTS,1,-2.027817964553833,11.866655349731444,2.307332577739844,-1.3776882112289708,7.482729911804199,-0.9943275204095512,-1.3661301964309192
fake__en__FishTTS__dorothy_and_wizard_oz_03_f000008,FishTTS,1,3.035172462463379,13.41278076171875,2.6622517781976973,0.4495679494090945,7.7839741706848145,0.19079632269942437,0.026516425895226296
fake__en__FishTTS__dorothy_and_wizard_oz_07_f000046,FishTTS,1,3.219155788421631,12.918336868286133,2.3826402586700337,0.9498209585738852,7.720931529998779,-0.13417803673448148,-0.4188456467930765
fake__en__FishTTS__hunters_space_05_f000074,FishTTS,1,0.4824663996696472,14.073534965515137,2.6606369955790825,-0.4004689755817726,7.660904407501221,0.2886843248114167,0.6216797308706407
fake__en__FishTTS__hunters_space_17_f000018,FishTTS,1,7.1467156410217285,12.478313446044922,2.349798122964297,2.504354829346334,7.743285179138184,-0.29607875853380927,-0.8151893896599357
fake__en__FishTTS__piratesofersatz_06_leinster_64kb_f000035,FishTTS,1,3.519050121307373,13.171177864074709,2.5332740541158936,0.8408227396144912,7.638926982879639,-0.153367899318273,-0.191103345915979
fake__en__FishTTS__piratesofersatz_06_leinster_64kb_f000089,FishTTS,1,4.560474872589111,12.235466003417969,2.5074353294268734,1.0407395334688991,7.676700592041016,-0.5134896501044527,-1.0339301645627061
fake__en__FishTTS__piratesofersatz_07_leinster_64kb_f000220,FishTTS,1,3.8908231258392334,12.750876426696776,2.535695698578723,0.8622333219158296,7.626532554626465,-0.36276891164999425,-0.5696828405579105
fake__en__FishTTS__piratesofersatz_09_leinster_64kb_f000209,FishTTS,1,0.51901775598526,14.083681106567385,2.7966851657251133,-0.661483158651073,7.68594217300415,0.33388021937393425,0.6308186978370368
fake__en__FishTTS__piratesofersatz_12_leinster_64kb_f000181,FishTTS,1,7.179332733154297,13.548895835876465,2.710827774078912,2.100436922108225,7.861101150512695,0.3772446581539419,0.14911980386426432
fake__en__FishTTS__silent_bullet_03_f000018,FishTTS,1,8.205697059631348,13.798809051513672,2.7005773392683645,2.620332587145415,7.748746395111084,0.3074898121474131,0.3742249557060344
fake__en__FishTTS__silent_bullet_08_f000224,FishTTS,1,0.7652431130409241,14.1002779006958,2.738166664227468,-0.4348302322620882,7.708693027496338,0.3782705189728831,0.6457679827431508
fake__en__FishTTS__silent_bullet_08_f000278,FishTTS,1,7.578994274139404,13.67814826965332,2.509900831366663,2.7166207908937365,7.700429439544678,0.17474887257696595,0.26554177321499467
fake__en__FishTTS__silent_bullet_09_f000280,FishTTS,1,4.996953964233398,12.839874267578123,2.6355035355368,1.1405915111697045,7.838589668273926,0.02139774429999089,-0.4895195229274089
fake__en__FishTTS__silent_bullet_11_f000198,FishTTS,1,2.1780307292938232,12.49388027191162,2.5733108359231784,0.0009042643365995,7.754830837249756,-0.27033393335098665,-0.801167831450288
fake__en__Higgs-Audio-V2__dorothy_and_wizard_oz_02_f000014,Higgs-Audio-V2,1,2.9011340141296387,13.664334297180176,2.645357345596283,0.4937688549624395,7.6128315925598145,0.026390789124831587,0.2530990684017392
fake__en__Higgs-Audio-V2__dorothy_and_wizard_oz_06_f000021,Higgs-Audio-V2,1,2.073414087295532,14.216254234313965,2.5180685911366503,0.5622479973874553,7.658329963684082,0.3487830165750696,0.7502317267776694
fake__en__Higgs-Audio-V2__dorothy_and_wizard_oz_08_f000005,Higgs-Audio-V2,1,-1.505584716796875,14.775992393493652,2.746377726686985,-1.248175936846819,7.595615386962891,0.49910940741791593,1.25440651798474
fake__en__Higgs-Audio-V2__dorothy_and_wizard_oz_11_f000081,Higgs-Audio-V2,1,5.250189304351807,14.66121768951416,2.8322035285665,1.3938951721854664,7.712210178375244,0.6366060361501138,1.1510251217627656
fake__en__Higgs-Audio-V2__hunters_space_06_f000014,Higgs-Audio-V2,1,-0.6045762896537781,14.179478645324709,2.6497898486081555,-0.8448236521016047,7.558553218841553,0.1703222427309816,0.7171067296766176
fake__en__Higgs-Audio-V2__hunters_space_08_f000081,Higgs-Audio-V2,1,-0.2965816855430603,14.20991039276123,2.799672186624503,-1.009952688902089,7.563591957092285,0.19220357006473623,0.7445176175323965
fake__en__Higgs-Audio-V2__hunters_space_12_f000017,Higgs-Audio-V2,1,8.366549491882324,14.193883895874023,2.7000371433543338,2.8410265026603505,7.727420330047607,0.4508145571982012,0.7300820183341392
fake__en__Higgs-Audio-V2__hunters_space_13_f000054,Higgs-Audio-V2,1,0.1714158803224563,12.929370880126951,2.5514502657325973,-0.679580969037957,7.576437950134277,-0.36366473479678063,-0.4089069450540815
fake__en__Higgs-Audio-V2__hunters_space_14_f000033,Higgs-Audio-V2,1,0.6574307084083557,14.26048183441162,2.631263534990457,-0.2516068657249266,7.613462448120117,0.2958993836659588,0.7900689983288957
fake__en__Higgs-Audio-V2__hunters_space_14_f000057,Higgs-Audio-V2,1,-2.355475425720215,13.773634910583496,2.665294043760521,-1.7320050085700194,7.559449672698975,-0.011001646807798332,0.35154976903323465
fake__en__Higgs-Audio-V2__piratesofersatz_01_leinster_64kb_f000223,Higgs-Audio-V2,1,-2.9748497009277344,13.994851112365724,2.7412580778557016,-2.0832609009193264,7.62202787399292,0.19016647259373598,0.5508065652978112
fake__en__Higgs-Audio-V2__piratesofersatz_02_leinster_64kb_f000226,Higgs-Audio-V2,1,4.2673540115356445,13.411073684692385,2.682251044397417,0.9219709338078916,7.493210792541504,-0.2817666871318236,0.024978804796454868
fake__en__Higgs-Audio-V2__piratesofersatz_08_leinster_64kb_f000103,Higgs-Audio-V2,1,-0.494546890258789,12.703176498413086,2.532194791319492,-0.9868025725374734,7.78386926651001,-0.1289559851609841,-0.6126477536849092
fake__en__Higgs-Audio-V2__piratesofersatz_08_leinster_64kb_f000166,Higgs-Audio-V2,1,3.142688274383545,11.292962074279783,2.23399076764139,0.7440157355522944,7.69483757019043,-0.9085328235826475,-1.882874825368909
fake__en__Higgs-Audio-V2__piratesofersatz_12_leinster_64kb_f000228,Higgs-Audio-V2,1,-2.303555965423584,13.197343826293944,2.682233371350843,-1.9110345221045093,7.807067394256592,0.1312419003844484,-0.16753479279473327
fake__en__Higgs-Audio-V2__silent_bullet_02_f000052,Higgs-Audio-V2,1,-0.3968839049339294,12.844788551330566,2.369591633362387,-0.5750699948418254,7.498888969421387,-0.5275891816019,-0.485093063976582
fake__en__Higgs-Audio-V2__silent_bullet_03_f000101,Higgs-Audio-V2,1,1.2848297357559204,13.33649730682373,2.641161597763112,-0.274164970659956,7.638288974761963,-0.07994877225091454,-0.042194621071117724
fake__en__Higgs-Audio-V2__silent_bullet_03_f000267,Higgs-Audio-V2,1,3.049907922744751,13.191417694091797,2.601832797756107,0.5080343153678938,7.753824710845947,0.04218110767378201,-0.17287265732421522
fake__en__Higgs-Audio-V2__silent_bullet_05_f000111,Higgs-Audio-V2,1,2.391719341278076,12.77895736694336,2.4288023373036767,0.4619595930485706,7.661299705505371,-0.29370882947921617,-0.5443894029861928
fake__en__Higgs-Audio-V2__silent_bullet_06_f000104,Higgs-Audio-V2,1,2.668253421783448,11.658679008483888,2.3736095180786485,0.3666261374560706,7.329247951507568,-1.3370337696875292,-1.5534614096148953
fake__en__Higgs-Audio-V2__silent_bullet_11_f000346,Higgs-Audio-V2,1,-0.6632896065711975,13.733899116516112,2.66798499586316,-1.035272823825213,7.6077470779418945,0.04947030288496773,0.31575841668603916
fake__en__Higgs-Audio-V2__silent_bullet_12_f000002,Higgs-Audio-V2,1,6.7034010887146,14.65924835205078,2.8182913739153777,2.034413716739178,7.791036605834961,0.7636232914576851,1.149251273958872
fake__en__Higgs-Audio-V2__silent_bullet_12_f000065,Higgs-Audio-V2,1,3.477372407913208,12.527482986450195,2.3631327031954394,0.9802527074163048,7.465588092803955,-0.7245272025953009,-0.7709007479780698
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_03_f000029,Index-TTS-1.5,1,-0.5776331424713135,14.692370414733888,2.6503017886119222,-0.7224471481622439,7.537030220031738,0.3663882550413059,1.1790854183060742
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_11_f000083,Index-TTS-1.5,1,3.036180257797241,14.12302589416504,2.571517810337617,0.8169985146083066,7.632023334503174,0.2641108059953211,0.6662578576420536
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_14_f000106,Index-TTS-1.5,1,-0.8480831384658813,13.064359664916992,2.49903282441434,-0.9806453254087576,7.473193645477295,-0.4703950452104402,-0.2873180534077519
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_14_f000119,Index-TTS-1.5,1,2.538086414337158,13.271193504333496,2.530270040616647,0.4589247633470621,7.490850925445557,-0.34859318722016047,-0.10101592965188974
fake__en__Index-TTS-1.5__dorothy_and_wizard_oz_19_f000002,Index-TTS-1.5,1,-1.224844217300415,11.49513339996338,1.992637540959663,-0.604269498904214,7.667515754699707,-0.8618141250634084,-1.700772382926955
fake__en__Index-TTS-1.5__piratesofersatz_04_leinster_64kb_f000096,Index-TTS-1.5,1,1.7184269428253174,14.407641410827637,2.6887168640537795,0.1102467485093267,7.562716007232666,0.2798337039637613,0.9226205271051366
fake__en__Index-TTS-1.5__piratesofersatz_04_leinster_64kb_f000265,Index-TTS-1.5,1,-2.977836847305298,14.178337097167969,2.6236052070675577,-1.830457009626827,7.556725978851318,0.16684323822208766,0.716078499254699
fake__en__Index-TTS-1.5__piratesofersatz_08_leinster_64kb_f000176,Index-TTS-1.5,1,-3.060886144638061,13.02069854736328,2.4463582566471884,-1.8370707972603488,7.555693626403809,-0.3561936495990773,-0.3266450752759249
fake__en__Index-TTS-1.5__piratesofersatz_09_leinster_64kb_f000208,Index-TTS-1.5,1,-2.4586217403411865,13.123066902160645,2.5627534780815493,-1.7712779780832255,7.492810249328613,-0.41212525842903547,-0.23443849071536704
fake__en__Index-TTS-1.5__piratesofersatz_11_leinster_64kb_f000134,Index-TTS-1.5,1,0.0258181747049093,14.164685249328612,2.64615866751079,-0.5954324185284665,7.59971284866333,0.23044562425711168,0.7037818254955154
fake__en__Index-TTS-1.5__piratesofersatz_12_leinster_64kb_f000044,Index-TTS-1.5,1,-2.615420341491699,14.219122886657717,2.683798374944659,-1.777882831164792,7.519659996032715,0.12506833702813752,0.75281561742857
fake__en__Index-TTS-1.5__silent_bullet_03_f000201,Index-TTS-1.5,1,-2.14955735206604,14.96037769317627,2.788003182073431,-1.5802908424327415,7.509537220001221,0.44247950563879335,1.4204884947886365
fake__en__Index-TTS-1.5__silent_bullet_05_f000015,Index-TTS-1.5,1,-3.19775938987732,13.107897758483888,2.436729423072104,-1.8546036784012736,7.482891082763672,-0.4350518270102855,-0.2481018433394346
fake__en__Index-TTS-1.5__silent_bullet_10_f000320,Index-TTS-1.5,1,0.4175266027450561,13.816627502441406,2.5755648476986384,-0.3873667037746536,7.568778038024902,0.023497037498833334,0.3902746275549033
fake__en__Index-TTS-1.5__silent_bullet_11_f000313,Index-TTS-1.5,1,2.310939073562622,15.18621063232422,2.7419834819103373,0.466923795164246,7.590094089508057,0.6748991319308654,1.6239037400695038
fake__en__Index-TTS-2.0__hunters_space_02_f000017,Index-TTS-2.0,1,0.6538216471672058,14.516556739807127,2.8482238277712093,-0.631211823652328,7.5958733558654785,0.38268682475071186,1.020724189231656
fake__en__Index-TTS-2.0__hunters_space_08_f000076,Index-TTS-2.0,1,0.3963541984558105,14.81094741821289,2.7237740940649724,-0.3972831833847113,7.802117347717285,0.8499231611418223,1.2858916722491687
fake__en__Index-TTS-2.0__hunters_space_13_f000029,Index-TTS-2.0,1,0.6697346568107605,13.980403900146484,2.4996524236634325,-0.0485823424005718,7.648366451263428,0.2263970452801084,0.5377934803674674
fake__en__Index-TTS-2.0__hunters_space_16_f000103,Index-TTS-2.0,1,-0.169272169470787,14.958438873291016,2.817851709946324,-0.7890992157431188,7.594914436340332,0.5801398498198486,1.4187421351831584
fake__en__Index-TTS-2.0__piratesofersatz_01_leinster_64kb_f000068,Index-TTS-2.0,1,1.7569012641906738,14.75844955444336,2.844911663163628,-0.0939856096562475,7.563458442687988,0.4390306695820022,1.2386050989277957
fake__en__Index-TTS-2.0__piratesofersatz_01_leinster_64kb_f000113,Index-TTS-2.0,1,1.0241413116455078,14.002104759216309,2.6059437229731164,-0.1153842305938914,7.815413951873779,0.5072225486620708,0.5573401664582944
fake__en__Index-TTS-2.0__piratesofersatz_03_leinster_64kb_f000043,Index-TTS-2.0,1,6.913529872894287,12.583561897277832,2.477604106561355,2.223451031163424,7.788185119628906,-0.17582348534804976,-0.7203886063740752
fake__en__Index-TTS-2.0__piratesofersatz_03_leinster_64kb_f000103,Index-TTS-2.0,1,1.5357109308242798,14.716605186462402,2.7149892051057214,0.0722608935428545,7.741578578948975,0.7092040397148394,1.2009144838714472
fake__en__Index-TTS-2.0__piratesofersatz_04_leinster_64kb_f000064,Index-TTS-2.0,1,-2.318147897720337,14.051839828491213,2.85199636184242,-2.0154546526839776,7.522416591644287,0.054202494379814586,0.6021381988170179
fake__en__Index-TTS-2.0__piratesofersatz_10_leinster_64kb_f000074,Index-TTS-2.0,1,2.084115743637085,14.288400650024414,2.806087490838399,-0.0077197279531404,7.6394944190979,0.3507127010798294,0.8152164048465399
fake__en__Index-TTS-2.0__silent_bullet_03_f000194,Index-TTS-2.0,1,0.6014196872711182,14.637251853942873,2.76338582643217,-0.4425567836564593,7.619743824005127,0.47577622629536925,1.1294382959459144
fake__en__Index-TTS-2.0__silent_bullet_03_f000263,Index-TTS-2.0,1,1.383202314376831,14.21788501739502,2.612779342672384,0.0814300278849403,7.634036064147949,0.31009805665953527,0.7517006273804078
fake__en__Index-TTS-2.0__silent_bullet_06_f000339,Index-TTS-2.0,1,6.476851463317871,13.194339752197266,2.606661379838365,1.9427381423053445,7.741240501403809,0.023077900198471724,-0.170240662326092
fake__en__Index-TTS-2.0__silent_bullet_07_f000145,Index-TTS-2.0,1,-0.4394581019878387,13.398929595947266,2.7635833459389376,-1.2266576510046217,7.886946678161621,0.3516419563628297,0.014040219840153965
fake__en__Index-TTS-2.0__silent_bullet_08_f000314,Index-TTS-2.0,1,-0.6711688041687012,14.573803901672363,2.8050174412061724,-1.080655115395056,7.526511192321777,0.295921622459695,1.0722886134311813
fake__en__Index-TTS-2.0__silent_bullet_12_f000211,Index-TTS-2.0,1,2.074458837509156,13.43946361541748,2.701135256329052,-0.0311596980307828,7.616863250732422,-0.06834167495688903,0.050550560377109297
fake__en__Index-TTS-2.0__silent_bullet_13_f000092,Index-TTS-2.0,1,1.0893456935882568,13.63074779510498,2.552814899391353,-0.081486697217239,7.670297622680664,0.1045092341555693,0.22284658803492996
fake__en__Indri-TTS-0.1__dorothy_and_wizard_oz_07_f000025,Indri-TTS-0.1,1,3.619837522506714,13.803391456604004,2.642229105536483,0.8503214847859368,7.676823616027832,0.19285129179985466,0.3783524804991095
fake__en__Indri-TTS-0.1__dorothy_and_wizard_oz_10_f000029,Indri-TTS-0.1,1,5.419262409210205,12.91568374633789,2.5208474349932937,1.5676507062521692,7.577004909515381,-0.36890901199273746,-0.42123540204267795
fake__en__Indri-TTS-0.1__dorothy_and_wizard_oz_11_f000014,Indri-TTS-0.1,1,3.521503210067749,12.91273021697998,2.6967411879037844,0.4226165695786884,7.8004631996154785,-0.0076545765873422544,-0.42389574424541543
