attack,label,C,T,rog_L12,vel_L9,logit_GOAT,logit_robust_GOAT
-,0,-10.969696998596191,2.723866471822714,10.969696998596191,2.723866471822714,-5.188568592071533,-2.3455631732940674
A11,1,-10.602337837219238,2.8055723551689233,10.602337837219238,2.8055723551689233,3.9977357387542725,4.566751480102539
A17,1,-11.189234733581543,2.757053556940149,11.189234733581543,2.757053556940149,5.799994468688965,7.730809211730957
-,0,-11.182638168334961,2.75674805611369,11.182638168334961,2.75674805611369,-4.656533718109131,-4.216592788696289
A11,1,-10.337718963623047,2.6428614277685587,10.337718963623047,2.6428614277685587,1.4144737720489502,5.327712059020996
A15,1,-10.989423751831055,2.8752918868239568,10.989423751831055,2.8752918868239568,4.52290153503418,6.759597301483154
A10,1,-10.179356575012207,2.653853487036667,10.179356575012207,2.653853487036667,-2.6671621799468994,6.030743598937988
-,0,-10.500831604003906,2.7600847487786737,10.500831604003906,2.7600847487786737,-8.332954406738281,-2.19577956199646
A14,1,-10.837681770324707,2.7893651215086237,10.837681770324707,2.7893651215086237,-3.2999165058135986,1.1706151962280273
A07,1,-11.16891098022461,2.713926497378655,11.16891098022461,2.713926497378655,5.308450698852539,7.046496391296387
A16,1,-10.221576690673828,2.770287369585245,10.221576690673828,2.770287369585245,5.089094638824463,6.7076497077941895
A13,1,-9.200448036193848,2.706201296040753,9.200448036193848,2.706201296040753,5.375891208648682,8.021883964538574
-,0,-10.935348510742188,2.7093317703682382,10.935348510742188,2.7093317703682382,-8.207783699035645,3.077072858810425
-,0,-11.178199768066406,2.762444590830476,11.178199768066406,2.762444590830476,-4.1151442527771,-5.758032321929932
A18,1,-10.670060157775879,2.752781022760764,10.670060157775879,2.752781022760764,-1.242613673210144,-0.9796452522277832
A09,1,-11.001445770263672,2.834162344407136,11.001445770263672,2.834162344407136,9.426063537597656,11.175385475158691
A13,1,-10.67988109588623,2.770247626062597,10.67988109588623,2.770247626062597,6.271936893463135,7.207252025604248
A08,1,-11.126914978027344,2.8040037492019203,11.126914978027344,2.8040037492019203,6.406630516052246,4.992428302764893
-,0,-11.10529899597168,2.830814040086578,11.10529899597168,2.830814040086578,-8.983403205871582,-8.2412109375
A13,1,-9.218244552612305,2.76278680386441,9.218244552612305,2.76278680386441,7.700565814971924,9.812044143676758
-,0,-11.13025188446045,2.815569856064125,11.13025188446045,2.815569856064125,-13.154998779296875,-6.959096908569336
-,0,-10.809821128845215,2.7306792100866546,10.809821128845215,2.7306792100866546,-7.553797721862793,-2.118724822998047
-,0,-10.94254207611084,2.67117766673078,10.94254207611084,2.67117766673078,-4.944033145904541,-0.399595707654953
A11,1,-10.185441970825195,2.665685067118854,10.185441970825195,2.665685067118854,4.015057563781738,5.234591007232666
-,0,-10.96769905090332,2.8202812715933088,10.96769905090332,2.8202812715933088,-3.2393715381622314,-1.1926168203353882
A16,1,-10.912851333618164,2.797285390686272,10.912851333618164,2.797285390686272,5.393458843231201,9.653636932373047
-,0,-11.011009216308594,2.773386147385051,11.011009216308594,2.773386147385051,-2.4385321140289307,-6.55693244934082
-,0,-10.539299964904785,2.825782763124893,10.539299964904785,2.825782763124893,-0.882178544998169,0.4479689300060272
-,0,-10.919137001037598,2.7909184408173835,10.919137001037598,2.7909184408173835,-5.261931419372559,-1.1456202268600464
A18,1,-10.947081565856934,2.6792380533045868,10.947081565856934,2.6792380533045868,2.106717109680176,0.8647702932357788
-,0,-11.268190383911133,2.7085384560234718,11.268190383911133,2.7085384560234718,-9.282857894897461,-3.882267951965332
A17,1,-11.051669120788574,2.659595220557031,11.051669120788574,2.659595220557031,6.991395473480225,6.446017265319824
A14,1,-11.166007995605469,2.7367058493345278,11.166007995605469,2.7367058493345278,-6.472358703613281,4.005725860595703
A18,1,-11.38845443725586,2.854078398229455,11.38845443725586,2.854078398229455,2.338592767715454,4.056979656219482
-,0,-11.175217628479004,2.8342008990848084,11.175217628479004,2.8342008990848084,-6.017305850982666,-6.263426780700684
-,0,-10.825948715209961,2.778596051244041,10.825948715209961,2.778596051244041,5.732754707336426,3.421813488006592
-,0,-11.021410942077637,2.8360021244196085,11.021410942077637,2.8360021244196085,-3.3098671436309814,-1.4362635612487793
-,0,-11.170337677001953,2.804940858821404,11.170337677001953,2.804940858821404,-2.380070924758911,-2.1938858032226562
-,0,-10.720704078674316,2.8258300073487015,10.720704078674316,2.8258300073487015,-3.965424060821533,-1.5699917078018188
-,0,-11.288983345031738,2.7143955516272036,11.288983345031738,2.7143955516272036,-3.559666872024536,-0.9016405344009399
A08,1,-11.151687622070312,2.7716073605609814,11.151687622070312,2.7716073605609814,6.167394638061523,7.517487049102783
-,0,-10.476784706115723,2.739871274876316,10.476784706115723,2.739871274876316,-7.492108345031738,-4.33714485168457
-,0,-10.53915786743164,2.744284081239491,10.53915786743164,2.744284081239491,-7.408380031585693,-1.8736652135849
-,0,-10.793722152709961,2.855592264345418,10.793722152709961,2.855592264345418,-6.12969970703125,-2.212683916091919
A08,1,-11.02640151977539,2.8198707388725595,11.02640151977539,2.8198707388725595,0.07456085830926895,6.930952072143555
-,0,-10.748043060302734,2.6243213140078927,10.748043060302734,2.6243213140078927,-7.199377059936523,-2.460296154022217
-,0,-10.72790813446045,2.7740260740508855,10.72790813446045,2.7740260740508855,-6.485320091247559,-1.1381644010543823
-,0,-11.261184692382812,2.7196322191553812,11.261184692382812,2.7196322191553812,-4.89727783203125,-5.39315128326416
A12,1,-10.699686050415039,2.792764103051972,10.699686050415039,2.792764103051972,6.63901424407959,4.35560417175293
-,0,-10.679434776306152,2.743401123206052,10.679434776306152,2.743401123206052,-1.8954092264175415,-0.8265455961227417
-,0,-11.050948143005371,2.8617743303739314,11.050948143005371,2.8617743303739314,-2.351346731185913,-3.160938262939453
A18,1,-11.158716201782227,2.8446588968415485,11.158716201782227,2.8446588968415485,-2.883733034133911,-2.4071977138519287
-,0,-10.69431209564209,2.7981168744967695,10.69431209564209,2.7981168744967695,-7.184853553771973,-3.8925211429595947
A18,1,-10.952539443969727,2.7482985144697794,10.952539443969727,2.7482985144697794,-1.2138479948043823,3.4894673824310303
A14,1,-10.81035041809082,2.7976868158960033,10.81035041809082,2.7976868158960033,2.008721113204956,5.95513916015625
A15,1,-10.88149642944336,2.804820825096345,10.88149642944336,2.804820825096345,2.9321558475494385,3.471604585647583
-,0,-11.333313941955566,2.6608975391041794,11.333313941955566,2.6608975391041794,-6.990805625915527,-1.3216465711593628
-,0,-10.971380233764648,2.811031817514987,10.971380233764648,2.811031817514987,-3.2187612056732178,-1.1343209743499756
-,0,-11.085551261901855,2.661331656406909,11.085551261901855,2.661331656406909,-8.278175354003906,-3.83792781829834
-,0,-11.073516845703125,2.788605769797624,11.073516845703125,2.788605769797624,-6.276196479797363,-2.8693530559539795
A12,1,-10.356109619140625,2.63881543214161,10.356109619140625,2.63881543214161,5.156789779663086,8.578946113586426
-,0,-10.961462020874023,2.8341737650653447,10.961462020874023,2.8341737650653447,-5.189509391784668,-3.6181235313415527
A08,1,-11.223234176635742,2.7779184956302223,11.223234176635742,2.7779184956302223,6.014836311340332,5.618886470794678
-,0,-10.94261646270752,2.6723782448878803,10.94261646270752,2.6723782448878803,-6.783565521240234,-3.3171796798706055
-,0,-11.219734191894531,2.8005683553184366,11.219734191894531,2.8005683553184366,-2.1094796657562256,-6.211041450500488
-,0,-10.733503341674805,2.7704218020195874,10.733503341674805,2.7704218020195874,-8.124218940734863,-7.473691463470459
-,0,-11.494953155517578,2.7801204624968365,11.494953155517578,2.7801204624968365,-7.591146469116211,-2.1378328800201416
A08,1,-11.003867149353027,2.7261159621678512,11.003867149353027,2.7261159621678512,4.816797256469727,5.095719337463379
-,0,-10.794249534606934,2.802052944932144,10.794249534606934,2.802052944932144,-9.834486961364746,-4.608381271362305
A15,1,-10.988853454589844,2.826425460035528,10.988853454589844,2.826425460035528,1.710616111755371,5.628013610839844
-,0,-10.972386360168457,2.716726950421239,10.972386360168457,2.716726950421239,-9.61523723602295,-7.075277328491211
A13,1,-10.267748832702637,2.782579059259879,10.267748832702637,2.782579059259879,5.821829319000244,8.41537094116211
A17,1,-11.312073707580566,2.6596285018659147,11.312073707580566,2.6596285018659147,6.4781389236450195,7.912613868713379
A17,1,-11.37718391418457,2.750760769432761,11.37718391418457,2.750760769432761,6.329009532928467,8.485553741455078
A19,1,-11.174958229064941,2.7620476211271408,11.174958229064941,2.7620476211271408,-1.3398796319961548,0.23200297355651855
-,0,-10.987141609191895,2.8424461166887736,10.987141609191895,2.8424461166887736,-10.5338716506958,-3.9080653190612793
-,0,-11.046219825744629,2.778841045915457,11.046219825744629,2.778841045915457,-5.409749984741211,-4.320825576782227
-,0,-11.05138111114502,2.638537658476874,11.05138111114502,2.638537658476874,-2.9316227436065674,-2.29468035697937
-,0,-10.196879386901855,2.7644832393123906,10.196879386901855,2.7644832393123906,-0.7392548322677612,-2.5537912845611572
A16,1,-11.167332649230957,2.7462412001650764,11.167332649230957,2.7462412001650764,4.058263778686523,1.0603668689727783
-,0,-10.490377426147461,2.7253173130878623,10.490377426147461,2.7253173130878623,-8.354950904846191,0.3153403401374817
A15,1,-10.510580062866211,2.689165293014076,10.510580062866211,2.689165293014076,1.504128098487854,7.945599555969238
-,0,-10.47694206237793,2.892361253759517,10.47694206237793,2.892361253759517,-4.6067938804626465,-3.903371810913086
-,0,-11.179276466369629,2.8069584819789455,11.179276466369629,2.8069584819789455,-16.285146713256836,-8.352561950683594
-,0,-10.93337631225586,2.8262440171165584,10.93337631225586,2.8262440171165584,-3.1794307231903076,-9.126792907714844
-,0,-10.561861991882324,2.8168261095695883,10.561861991882324,2.8168261095695883,-7.285695552825928,-2.6117653846740723
-,0,-11.111231803894043,2.738676234018988,11.111231803894043,2.738676234018988,-6.431253910064697,-6.406315326690674
A09,1,-10.646733283996582,2.70863463196899,10.646733283996582,2.70863463196899,3.47668194770813,6.769043922424316
-,0,-10.605260848999023,2.8533420491930217,10.605260848999023,2.8533420491930217,2.4916436672210693,-1.1000515222549438
-,0,-10.884995460510254,2.6994941935617915,10.884995460510254,2.6994941935617915,-8.660216331481934,-3.957855224609375
A13,1,-8.31222915649414,2.7694460346370513,8.31222915649414,2.7694460346370513,9.04960823059082,9.48577880859375
A16,1,-10.438776016235352,2.6984719195279014,10.438776016235352,2.6984719195279014,2.458054542541504,6.152901649475098
-,0,-10.889657020568848,2.8049700613185475,10.889657020568848,2.8049700613185475,-2.279827356338501,-4.252972602844238
A13,1,-10.651735305786133,2.7377139232277194,10.651735305786133,2.7377139232277194,6.269256591796875,7.403224468231201
A07,1,-10.512527465820312,2.671732299625403,10.512527465820312,2.671732299625403,7.827246189117432,3.862710952758789
-,0,-10.438499450683594,2.8237598267249244,10.438499450683594,2.8237598267249244,-1.786980390548706,-1.2186359167099
-,0,-11.255545616149902,2.7923273852881523,11.255545616149902,2.7923273852881523,-10.24887752532959,-7.881438255310059
A13,1,-9.63001537322998,2.6409908262638218,9.63001537322998,2.6409908262638218,5.41664981842041,10.125482559204102
A16,1,-10.622607231140137,2.7439737118223233,10.622607231140137,2.7439737118223233,4.825567245483398,6.403303146362305
A12,1,-10.513609886169434,2.8467672855861093,10.513609886169434,2.8467672855861093,4.002493858337402,4.713311195373535
A07,1,-10.67250919342041,2.6708224200681396,10.67250919342041,2.6708224200681396,4.621939659118652,5.394484996795654
A07,1,-8.663718223571777,2.7662444542303395,8.663718223571777,2.7662444542303395,6.020598888397217,3.390058994293213
-,0,-10.949647903442383,2.7826194871906873,10.949647903442383,2.7826194871906873,-12.673139572143555,-8.251260757446289
A10,1,-10.694807052612305,2.8081657583224335,10.694807052612305,2.8081657583224335,1.6905287504196167,5.289295196533203
-,0,-11.09489917755127,2.729141586113457,11.09489917755127,2.729141586113457,-6.479804515838623,-7.718051910400391
A07,1,-10.763848304748535,2.8236949285206197,10.763848304748535,2.8236949285206197,1.821036696434021,4.172349452972412
-,0,-10.369414329528809,2.8131586768559673,10.369414329528809,2.8131586768559673,-3.876415491104126,2.2241592407226562
-,0,-10.918275833129883,2.7086135496420014,10.918275833129883,2.7086135496420014,-6.998272895812988,-7.149891376495361
A15,1,-10.684345245361328,2.691272682023795,10.684345245361328,2.691272682023795,5.745474338531494,4.566339015960693
-,0,-11.085323333740234,2.8530822615800044,11.085323333740234,2.8530822615800044,-5.331799507141113,-6.468552589416504
A16,1,-11.365511894226074,2.7001679135090275,11.365511894226074,2.7001679135090275,3.6498496532440186,4.475950717926025
-,0,-10.414362907409668,2.7897035195562,10.414362907409668,2.7897035195562,-4.772764205932617,-0.29192644357681274
-,0,-10.780634880065918,2.7226804710138737,10.780634880065918,2.7226804710138737,0.6233920454978943,-1.4303898811340332
A17,1,-11.124557495117188,2.7765887856729807,11.124557495117188,2.7765887856729807,6.217555046081543,5.932050704956055
-,0,-10.604142189025879,2.786714122990523,10.604142189025879,2.786714122990523,-6.800640106201172,-2.857189178466797
A14,1,-10.898433685302734,2.6229806465290717,10.898433685302734,2.6229806465290717,1.1054514646530151,4.25933837890625
-,0,-11.06275749206543,2.713633548671077,11.06275749206543,2.713633548671077,-11.43128490447998,-8.620956420898438
A11,1,-9.847509384155273,2.6761750763883456,9.847509384155273,2.6761750763883456,2.7705111503601074,4.398898124694824
-,0,-11.094855308532715,2.7673855048908935,11.094855308532715,2.7673855048908935,-10.476078987121582,-1.6269879341125488
-,0,-10.095829010009766,2.8054571101573664,10.095829010009766,2.8054571101573664,-1.821594476699829,-1.327585220336914
A08,1,-11.080522537231445,2.6363924236140934,11.080522537231445,2.6363924236140934,1.559014916419983,6.635162353515625
A17,1,-10.689448356628418,2.779180659818168,10.689448356628418,2.779180659818168,6.184042453765869,6.939218521118164
A16,1,-11.014421463012695,2.7985546653275364,11.014421463012695,2.7985546653275364,5.643683433532715,9.048667907714844
-,0,-11.191676139831543,2.7654799287343144,11.191676139831543,2.7654799287343144,-5.49213981628418,-1.641797423362732
A16,1,-10.342931747436523,2.7254030650707173,10.342931747436523,2.7254030650707173,6.697853088378906,8.008901596069336
A11,1,-10.746171951293945,2.8262295608698387,10.746171951293945,2.8262295608698387,0.3869336247444153,1.7072285413742065
A11,1,-10.835905075073242,2.726238103536189,10.835905075073242,2.726238103536189,-1.9236441850662231,-0.28424450755119324
-,0,-10.61814022064209,2.7527375453400933,10.61814022064209,2.7527375453400933,-4.990362167358398,-0.3213488757610321
A19,1,-10.870660781860352,2.6641965983864613,10.870660781860352,2.6641965983864613,-3.6866486072540283,0.17616939544677734
A09,1,-10.9912109375,2.747510746734865,10.9912109375,2.747510746734865,0.18548819422721863,7.0836100578308105
-,0,-10.75584602355957,2.8173349390805646,10.75584602355957,2.8173349390805646,-7.074362754821777,-5.948406219482422
-,0,-10.869181632995605,2.8403792929655842,10.869181632995605,2.8403792929655842,-2.9373204708099365,-2.5052154064178467
-,0,-10.766955375671387,2.844190237696939,10.766955375671387,2.844190237696939,-8.860477447509766,-6.4195122718811035
-,0,-10.689735412597656,2.7610742738352076,10.689735412597656,2.7610742738352076,2.663271188735962,-1.4559998512268066
A18,1,-10.741127014160156,2.692582192908661,10.741127014160156,2.692582192908661,-1.9839414358139038,0.779238760471344
-,0,-11.309914588928223,2.718248991428119,11.309914588928223,2.718248991428119,-8.367438316345215,-7.7112226486206055
-,0,-10.910696029663086,2.6874330017500556,10.910696029663086,2.6874330017500556,-8.202300071716309,-0.7280504703521729
A16,1,-10.715655326843262,2.719495602485608,10.715655326843262,2.719495602485608,3.0268232822418213,6.747182846069336
A15,1,-10.744705200195312,2.740392140269574,10.744705200195312,2.740392140269574,0.3212333619594574,3.006173610687256
A18,1,-11.123905181884766,2.6477658058943767,11.123905181884766,2.6477658058943767,0.7532315254211426,-0.3170509338378906
-,0,-11.243450164794922,2.8252768275493962,11.243450164794922,2.8252768275493962,-3.6597952842712402,-2.61521577835083
-,0,-11.09355354309082,2.7579534203130427,11.09355354309082,2.7579534203130427,-1.3135310411453247,-7.014208793640137
-,0,-11.123123168945312,2.849547797813065,11.123123168945312,2.849547797813065,-11.714548110961914,1.9920425415039062
A07,1,-10.841398239135742,2.6183740481812476,10.841398239135742,2.6183740481812476,2.8374812602996826,0.3640368580818176
A18,1,-10.913376808166504,2.849879251963452,10.913376808166504,2.849879251963452,2.973249673843384,3.327535390853882
A16,1,-10.763045310974121,2.7144431438676713,10.763045310974121,2.7144431438676713,6.324948310852051,4.373254299163818
A13,1,-10.346057891845703,2.8236947551939027,10.346057891845703,2.8236947551939027,6.733160972595215,11.085131645202637
-,0,-11.025962829589844,2.745734903474892,11.025962829589844,2.745734903474892,-6.119439601898193,-7.978691101074219
-,0,-10.948562622070312,2.7653227095775863,10.948562622070312,2.7653227095775863,-3.633436679840088,-2.000380516052246
A09,1,-10.928544998168945,2.7018399698730304,10.928544998168945,2.7018399698730304,5.620354175567627,9.064360618591309
-,0,-10.705227851867676,2.863600751545206,10.705227851867676,2.863600751545206,-5.260276794433594,-0.7343230247497559
A16,1,-8.75246810913086,2.7011031177458698,8.75246810913086,2.7011031177458698,5.729451656341553,4.614495754241943
A19,1,-10.88365364074707,2.7446364991964285,10.88365364074707,2.7446364991964285,6.070572853088379,7.992130279541016
A09,1,-10.617755889892578,2.7732510282924316,10.617755889892578,2.7732510282924316,-2.6708872318267822,6.586319923400879
A08,1,-10.58338451385498,2.760605833869171,10.58338451385498,2.760605833869171,2.506417989730835,4.298427581787109
A10,1,-10.90575885772705,2.832366286336351,10.90575885772705,2.832366286336351,1.6793452501296997,0.5780850648880005
A11,1,-10.574223518371582,2.8688789650265036,10.574223518371582,2.8688789650265036,3.420285224914551,6.607808589935303
A10,1,-8.45134162902832,2.671059094684434,8.45134162902832,2.671059094684434,8.876738548278809,6.393679141998291
-,0,-10.695107460021973,2.7970878222847997,10.695107460021973,2.7970878222847997,-3.8238556385040283,-3.405635356903076
A11,1,-11.015504837036133,2.7152862055880167,11.015504837036133,2.7152862055880167,-0.37712568044662476,1.4925048351287842
A19,1,-11.332968711853027,2.7298645427261015,11.332968711853027,2.7298645427261015,-0.3065003752708435,-0.623248815536499
-,0,-10.976128578186035,2.7205601537449735,10.976128578186035,2.7205601537449735,-9.390408515930176,-2.4804625511169434
-,0,-11.03640365600586,2.710318158655953,11.03640365600586,2.710318158655953,-1.4291146993637085,-1.4761502742767334
-,0,-10.5354642868042,2.80267899186534,10.5354642868042,2.80267899186534,-1.6301615238189697,-0.8468257188796997
-,0,-11.234944343566895,2.73183680187304,11.234944343566895,2.73183680187304,-10.530733108520508,-5.34984016418457
-,0,-11.154494285583496,2.7254433344610525,11.154494285583496,2.7254433344610525,0.6011316180229187,-0.6744113564491272
A14,1,-10.848617553710938,2.768235685163094,10.848617553710938,2.768235685163094,-0.7082114219665527,6.175883769989014
-,0,-10.516349792480469,2.7225627266627446,10.516349792480469,2.7225627266627446,-5.749195098876953,-8.392024040222168
-,0,-10.177990913391113,2.7133706712434,10.177990913391113,2.7133706712434,-3.9641482830047607,-1.6030309200286865
-,0,-10.644637107849121,2.6790081709718656,10.644637107849121,2.6790081709718656,-5.5929155349731445,-1.2667356729507446
A08,1,-10.764569282531738,2.825593277169224,10.764569282531738,2.825593277169224,-5.10323429107666,2.6040117740631104
A18,1,-11.138175010681152,2.8302801515133322,11.138175010681152,2.8302801515133322,4.573798179626465,5.462578296661377
A07,1,-10.657575607299805,2.7560139693016925,10.657575607299805,2.7560139693016925,0.9019041657447815,7.4044365882873535
A14,1,-10.775679588317871,2.7196708546799457,10.775679588317871,2.7196708546799457,-3.083451509475708,4.361059188842773
-,0,-10.867498397827148,2.801128083973234,10.867498397827148,2.801128083973234,-6.022323131561279,-3.5431320667266846
-,0,-11.490885734558105,2.787101535662378,11.490885734558105,2.787101535662378,-10.758124351501465,-8.375330924987793
A16,1,-10.901870727539062,2.6732711181273396,10.901870727539062,2.6732711181273396,4.445098400115967,4.929584980010986
-,0,-10.666308403015137,2.776442790548402,10.666308403015137,2.776442790548402,-2.1755430698394775,-3.2411699295043945
-,0,-10.56523609161377,2.723140771912088,10.56523609161377,2.723140771912088,-2.038801908493042,-3.9989988803863525
A12,1,-10.493486404418945,2.5664156393063573,10.493486404418945,2.5664156393063573,6.477619171142578,10.104438781738281
A08,1,-9.361610412597656,2.7518663377204042,9.361610412597656,2.7518663377204042,-0.8038318753242493,5.615681171417236
-,0,-10.454575538635254,2.7516130418879357,10.454575538635254,2.7516130418879357,-2.042141914367676,-5.161223411560059
-,0,-10.600489616394043,2.8027008499313135,10.600489616394043,2.8027008499313135,-6.049507141113281,-3.279236316680908
-,0,-11.330187797546387,2.6869394338279955,11.330187797546387,2.6869394338279955,-4.683095932006836,-7.174456596374512
A13,1,-10.911595344543457,2.858963671719317,10.911595344543457,2.858963671719317,6.292308807373047,8.972826957702637
A14,1,-10.97735595703125,2.746791483569342,10.97735595703125,2.746791483569342,1.2478901147842407,3.503711223602295
-,0,-10.103833198547363,2.714754632724766,10.103833198547363,2.714754632724766,-4.993462562561035,-8.404108047485352
A11,1,-9.757803916931152,2.769981573416964,9.757803916931152,2.769981573416964,0.7124776244163513,3.8805456161499023
-,0,-11.103952407836914,2.6582172390412966,11.103952407836914,2.6582172390412966,-11.202847480773926,-6.554112911224365
A07,1,-11.1505765914917,2.8515162393817373,11.1505765914917,2.8515162393817373,6.527369499206543,9.4682035446167
A13,1,-10.767297744750977,2.7073661011557113,10.767297744750977,2.7073661011557113,7.131175994873047,9.466363906860352
A18,1,-11.11761474609375,2.718040844236616,11.11761474609375,2.718040844236616,0.10548552125692368,0.09157539159059525
A18,1,-11.336962699890137,2.706387870694507,11.336962699890137,2.706387870694507,4.911516189575195,6.640896797180176
A10,1,-10.754314422607422,2.8102303031502984,10.754314422607422,2.8102303031502984,8.016186714172363,6.052764892578125
-,0,-9.47530460357666,2.708158656261254,9.47530460357666,2.708158656261254,-9.175690650939941,-0.908052384853363
A08,1,-10.965935707092285,2.783053890464417,10.965935707092285,2.783053890464417,4.88960075378418,6.61873722076416
-,0,-11.142098426818848,2.8324286248000208,11.142098426818848,2.8324286248000208,-3.2944135665893555,-6.311408996582031
A15,1,-10.8549222946167,2.767744915120961,10.8549222946167,2.767744915120961,1.1453986167907715,5.7870378494262695
-,0,-10.699403762817383,2.8054866674956114,10.699403762817383,2.8054866674956114,-5.108383655548096,-4.501819610595703
-,0,-10.517842292785645,2.831439898574232,10.517842292785645,2.831439898574232,0.5607718825340271,-2.554476261138916
A18,1,-11.07970142364502,2.8170303317219054,11.07970142364502,2.8170303317219054,1.397763967514038,2.3618674278259277
-,0,-10.911482810974121,2.7749386893112207,10.911482810974121,2.7749386893112207,-13.677023887634277,-5.271288871765137
A16,1,-9.338419914245605,2.7364916291036665,9.338419914245605,2.7364916291036665,8.08134937286377,7.939032077789307
A14,1,-10.962408065795898,2.763646906909424,10.962408065795898,2.763646906909424,-5.477602958679199,2.535008430480957
A09,1,-10.980500221252441,2.7201642252640514,10.980500221252441,2.7201642252640514,7.842902183532715,11.531478881835938
