clip_file,file_id,speaker,detected_start_s,detected_end_s,clip_start_s,clip_end_s,max_prob,n_laugh_segs_in_file,rms,peak,review_laughter,review_english,review_notes
00188_id01510_I1BQ9bg_ifk_00036.wav_p0.804_0.00-1.70_id01510.wav,00188_id01510_I1BQ9bg_ifk_00036.wav,id01510,0.0,1.7024,0.0,2.0524,0.8043729207670577,1,0.13388334214687347,0.572784423828125,,,
00198_id01905_gOYxKUDnxjw_00235.wav_p0.628_0.00-0.90_id01905.wav,00198_id01905_gOYxKUDnxjw_00235.wav,id01905,0.0,0.9008,0.0,1.2508,0.6280029815256062,1,0.09301407635211945,0.41754150390625,,,
00203_id05398_WidHJgGflj4_00039.wav_p0.577_0.00-0.83_id05398.wav,00203_id05398_WidHJgGflj4_00039.wav,id05398,0.0,0.8264,0.0,1.1764000000000001,0.5773423397694755,1,0.05492256581783295,0.460693359375,,,
00207_id07582_QKuC4i545LE_00077.wav_p0.753_0.00-0.63_id07582.wav,00207_id07582_QKuC4i545LE_00077.wav,id07582,0.0,0.6291,0.0,0.9791,0.7525974477639124,1,0.011175679974257946,0.15570068359375,,,
00210_id03747_7tmvX4jXOIY_00047.wav_p0.681_0.00-0.51_id03747.wav,00210_id03747_7tmvX4jXOIY_00047.wav,id03747,0.0,0.5111,0.0,0.8611,0.6805435788181352,1,0.022924739867448807,0.130035400390625,,,
00223_id05186_BsyziE2Cy38_00031.wav_p0.692_0.00-0.46_id05186.wav,00223_id05186_BsyziE2Cy38_00031.wav,id05186,0.0,0.4552,0.0,0.8051999999999999,0.6916863915636442,1,0.02922525443136692,0.40478515625,,,
00226_id02133_JZB3Duk2JJE_00015.wav_p0.914_0.31-4.90_id02133.wav,00226_id02133_JZB3Duk2JJE_00015.wav,id02133,0.3117,4.9025,0.0,5.2524999999999995,0.91436633755691,1,0.09843764454126358,0.678619384765625,,,
00229_id03572_tXgqsfr0xqA_00236.wav_p0.750_0.00-1.49_id03572.wav,00229_id03572_tXgqsfr0xqA_00236.wav,id03572,0.0,1.4902,0.0,1.8401999999999998,0.750307841149538,1,0.2133362740278244,0.941436767578125,,,
00239_id09049_O2DWjBBML0o_00197.wav_p0.533_5.40-6.23_id09049.wav,00239_id09049_O2DWjBBML0o_00197.wav,id09049,5.4024,6.2256,5.0524000000000004,6.5756,0.5327087445333284,1,0.028041169047355652,0.194244384765625,,,
00243_id03852_V7jv4ZO_wZs_00052.wav_p0.513_2.10-2.96_id03852.wav,00243_id03852_V7jv4ZO_wZs_00052.wav,id03852,2.1028,2.9605,1.7527999999999997,3.3105,0.513047915223749,1,0.050439104437828064,0.26934814453125,,,
00245_id03782_psAr-88kJIY_00095.wav_p0.814_0.00-0.49_id03782.wav,00245_id03782_psAr-88kJIY_00095.wav,id03782,0.0,0.4881,0.0,0.8381,0.8136583887131779,1,0.009142691269516945,0.075653076171875,,,
00247_id03333_wURBT72vrBw_00035.wav_p0.790_0.00-0.95_id03333.wav,00247_id03333_wURBT72vrBw_00035.wav,id03333,0.0,0.9452,0.0,1.2952,0.7901748572913195,1,0.16775663197040558,0.7418212890625,,,
00263_id08746_t0a2aX8Ai84_00199.wav_p0.581_0.00-0.25_id08746.wav,00263_id08746_t0a2aX8Ai84_00199.wav,id08746,0.0,0.2459,0.0,0.5959,0.5809204967723491,1,0.0687301978468895,0.73858642578125,,,
00266_id04848_GbwjeIo8-uE_00018.wav_p0.802_0.00-0.56_id04848.wav,00266_id04848_GbwjeIo8-uE_00018.wav,id04848,0.0,0.556,0.0,0.906,0.8017723586418332,1,0.02004694752395153,0.157989501953125,,,
00273_id08666_hJqklM880kQ_00030.wav_p0.592_3.92-5.03_id08666.wav,00273_id08666_hJqklM880kQ_00030.wav,id08666,3.9228,5.0269,3.5728,5.056,0.5917987306319927,1,0.11182525008916855,0.61688232421875,,,
00276_id07894_4gx3-yVcPxE_00019.wav_p0.616_0.78-5.16_id07894.wav,00276_id07894_4gx3-yVcPxE_00019.wav,id07894,0.7819,5.155,0.43190000000000006,5.184,0.6159886886417255,1,0.06272190064191818,0.399993896484375,,,
00278_id07062_m4Jeb_JMIsQ_00124.wav_p0.909_0.14-5.99_id07062.wav,00278_id07062_m4Jeb_JMIsQ_00124.wav,id07062,0.1399,5.988,0.0,6.016,0.9094037653946064,1,0.2394237071275711,0.79052734375,,,
00279_id07345_MxwmnJlYygA_00102.wav_p0.632_8.40-9.70_id07345.wav,00279_id07345_MxwmnJlYygA_00102.wav,id07345,8.405,9.7021,8.055,9.728,0.6316809219919745,2,0.05893108248710632,0.311248779296875,,,
00289_id00371_E6_pT4TntRY_00052.wav_p0.839_0.00-0.62_id00371.wav,00289_id00371_E6_pT4TntRY_00052.wav,id00371,0.0,0.6217,0.0,0.9717,0.8391913091849597,1,0.14681413769721985,0.794769287109375,,,
00317_id03400_RR4973S06n0_00048.wav_p0.693_15.74-20.43_id03400.wav,00317_id03400_RR4973S06n0_00048.wav,id03400,15.7374,20.4344,15.3874,20.7844,0.6933759478812668,2,0.043825507164001465,0.384063720703125,,,
00328_id07333_sLNGs3Tgy5A_00110.wav_p0.629_0.00-0.35_id07333.wav,00328_id07333_sLNGs3Tgy5A_00110.wav,id07333,0.0,0.3547,0.0,0.7047,0.6292260086043284,1,0.052907004952430725,0.2529296875,,,
00330_id08811_0LnFucI85rw_00004.wav_p0.784_0.00-4.13_id08811.wav,00330_id08811_0LnFucI85rw_00004.wav,id08811,0.0,4.1292,0.0,4.16,0.7835153557230008,1,0.04356151819229126,0.257354736328125,,,
00334_id03829_1-otopkzBig_00001.wav_p0.580_0.00-0.35_id03829.wav,00334_id03829_1-otopkzBig_00001.wav,id03829,0.0,0.3471,0.0,0.6971,0.5798459634561143,1,0.06316777318716049,0.314727783203125,,,
00340_id03920_c3YZL5XOEGE_00202.wav_p0.870_0.00-4.77_id03920.wav,00340_id03920_c3YZL5XOEGE_00202.wav,id03920,0.0,4.7706,0.0,4.8,0.8703598821508511,1,0.044109243899583817,0.291748046875,,,
00342_id00653_d5RTFTvnFDI_00017.wav_p0.526_3.66-4.36_id00653.wav,00342_id00653_d5RTFTvnFDI_00017.wav,id00653,3.6582,4.3576,3.3082,4.707599999999999,0.5261313733834007,1,0.12302786856889725,0.62774658203125,,,
00345_id02617_5nqqv1I4nog_00045.wav_p0.787_0.00-2.71_id02617.wav,00345_id02617_5nqqv1I4nog_00045.wav,id02617,0.0,2.7061,0.0,3.0561000000000003,0.7874128065452617,1,0.13227157294750214,0.90093994140625,,,
00347_id04641_unxhCjkHP9Q_00074.wav_p0.617_9.77-11.85_id04641.wav,00347_id04641_unxhCjkHP9Q_00074.wav,id04641,9.766,11.848,9.416,12.198,0.6171755376604513,1,0.037675611674785614,0.28424072265625,,,
00368_id07554_zww0vkfgpXs_00294.wav_p0.728_0.00-0.46_id07554.wav,00368_id07554_zww0vkfgpXs_00294.wav,id07554,0.0,0.4591,0.0,0.8090999999999999,0.727588987604157,1,0.022081170231103897,0.208038330078125,,,
00382_id08482__pbmfenSNxw_00032.wav_p0.693_0.00-2.54_id08482.wav,00382_id08482__pbmfenSNxw_00032.wav,id08482,0.0,2.5407,0.0,2.8907000000000003,0.693435071860421,1,0.04121808335185051,0.289337158203125,,,
00387_id02203_oXkcaUTUWDI_00183.wav_p0.534_5.51-6.50_id02203.wav,00387_id02203_oXkcaUTUWDI_00183.wav,id02203,5.5087,6.5008,5.1587000000000005,6.8508,0.533855070687692,1,0.04503225162625313,0.30877685546875,,,
00396_id07394_MtoD6trxUNs_00039.wav_p0.724_0.00-0.75_id07394.wav,00396_id07394_MtoD6trxUNs_00039.wav,id07394,0.0,0.7515,0.0,1.1015,0.7239862744993802,1,0.1514224112033844,0.867950439453125,,,
00402_id09025_pLrEW1J6ILM_00091.wav_p0.731_3.47-5.99_id09025.wav,00402_id09025_pLrEW1J6ILM_00091.wav,id09025,3.4697,5.988,3.1197,6.016,0.7309562319245688,1,0.045148737728595734,0.284576416015625,,,
00404_id04517_NKH5Fu9iN_M_00160.wav_p0.625_0.00-0.31_id04517.wav,00404_id04517_NKH5Fu9iN_M_00160.wav,id04517,0.0,0.3083,0.0,0.6583,0.6247826956252467,1,0.19701099395751953,0.63427734375,,,
00405_id01429_7AM9HMHnC4U_00046.wav_p0.841_0.00-1.54_id01429.wav,00405_id01429_7AM9HMHnC4U_00046.wav,id01429,0.0,1.5398,0.0,1.8898000000000001,0.8411404381340006,1,0.011471654288470745,0.08746337890625,,,
00407_id02245_Z5DG2MU5CO8_00219.wav_p0.622_0.00-0.59_id02245.wav,00407_id02245_Z5DG2MU5CO8_00219.wav,id02245,0.0,0.5875,0.0,0.9375,0.6217733484245376,1,0.13190695643424988,0.60711669921875,,,
00423_id05710_EvL_azdafjU_00194.wav_p0.743_1.20-4.25_id05710.wav,00423_id05710_EvL_azdafjU_00194.wav,id05710,1.2032,4.2496,0.8532000000000001,4.5996,0.7430597715906,1,0.07817820459604263,0.646087646484375,,,
