group,file_path,start_s,end_s,pair_id,speaker,source,source_split
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2949_0_laughter.wav,0.0,-1.0,12,f2949,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00112_LA_0106.wav,2.4011,6.3264,13,LA_0106,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1801_0_laughter.wav,0.0,-1.0,13,f1801,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01875_LA_0054.wav,0.1661,3.3234,14,LA_0054,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0688_0_laughter.wav,0.0,-1.0,14,m0688,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00694_LA_0097.wav,0.102,3.8567,15,LA_0097,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2565_1_laughter.wav,0.0,-1.0,15,m2565,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00523_LA_0082.wav,0.6856,3.3309,16,LA_0082,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0748_0_laughter.wav,0.0,-1.0,16,f0748,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,5.4727,8.7154,17,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2981_0_laughter.wav,0.0,-1.0,17,m2981,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01397_LA_0008.wav,1.0639,2.7705,18,LA_0008,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0055_0_laughter.wav,0.0,-1.0,18,m0055,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01172_LA_0043.wav,0.0675,2.3715,19,LA_0043,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1601_0_laughter.wav,0.0,-1.0,19,f1601,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,3.445,12.0637,20,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0470_0_laughter.wav,0.0,-1.0,20,m0470,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01058_LA_0063.wav,2.7292,5.4227,21,LA_0063,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m1181_0_laughter.wav,0.0,-1.0,21,m1181,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,0.2168,10.7128,22,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1500_0_laughter.wav,0.0,-1.0,22,f1500,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00088_LA_0102.wav,0.8022,5.6662,23,LA_0102,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2738_1_laughter.wav,0.0,-1.0,23,f2738,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00881_LA_0066.wav,1.3081,3.3561,24,LA_0066,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0834_0_laughter.wav,0.0,-1.0,24,m0834,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,1.0862,9.7902,25,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0562_1_laughter.wav,0.0,-1.0,25,m0562,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00161_LA_0059.wav,0.1595,5.7062,26,LA_0059,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0458_0_laughter.wav,0.0,-1.0,26,f0458,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00598_LA_0084.wav,0.3082,3.4655,27,LA_0084,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0050_0_laughter.wav,0.0,-1.0,27,m0050,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01703_LA_0068.wav,0.9467,6.664,28,LA_0068,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0479_0_laughter.wav,0.0,-1.0,28,m0479,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01226_LA_0027.wav,0.1502,3.6489,29,LA_0027,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0913_0_laughter.wav,0.0,-1.0,29,f0913,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00991_LA_0011.wav,0.2706,3.8546,30,LA_0011,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2544_0_laughter.wav,0.0,-1.0,30,f2544,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00798_LA_0017.wav,0.2098,3.3671,31,LA_0017,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1099_0_laughter.wav,0.0,-1.0,31,f1099,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,5.4351,11.2378,32,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1285_0_laughter.wav,0.0,-1.0,32,m1285,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01420_LA_0037.wav,0.024,3.5227,33,LA_0037,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1189_0_laughter.wav,0.0,-1.0,33,f1189,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00904_LA_0036.wav,0.0583,4.4957,34,LA_0036,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f3042_0_laughter.wav,0.0,-1.0,34,f3042,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00514_LA_0081.wav,0.3063,2.6283,35,LA_0081,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0779_0_laughter.wav,0.0,-1.0,35,f0779,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00248_LA_0096.wav,0.0019,2.3059,36,LA_0096,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2538_0_laughter.wav,0.0,-1.0,36,m2538,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01377_LA_0029.wav,0.1552,3.4832,37,LA_0029,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f3126_0_laughter.wav,0.0,-1.0,37,f3126,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00883_LA_0022.wav,1.2696,4.5976,38,LA_0022,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2292_0_laughter.wav,0.0,-1.0,38,f2292,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00322_LA_0016.wav,0.0514,2.6114,39,LA_0016,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m1229_0_laughter.wav,0.0,-1.0,39,m1229,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,0.6191,10.0911,40,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2027_0_laughter.wav,0.0,-1.0,40,f2027,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01703_LA_0068.wav,0.1781,6.8654,41,LA_0068,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1387_0_laughter.wav,0.0,-1.0,41,f1387,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00416_LA_0038.wav,0.495,5.7856,42,LA_0038,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3163_0_laughter.wav,0.0,-1.0,42,m3163,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00646_LA_0090.wav,0.1704,5.0344,43,LA_0090,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2473_0_laughter.wav,0.0,-1.0,43,m2473,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01875_LA_0054.wav,0.2065,3.8758,44,LA_0054,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2228_0_laughter.wav,0.0,-1.0,44,f2228,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00086_LA_0051.wav,0.1015,4.0268,45,LA_0051,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1030_0_laughter.wav,0.0,-1.0,45,f1030,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00200_LA_0037.wav,0.0865,3.2444,46,LA_0037,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1425_0_laughter.wav,0.0,-1.0,46,f1425,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01119_LA_0040.wav,1.1927,3.9234,47,LA_0040,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1300_0_laughter.wav,0.0,-1.0,47,f1300,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01132_LA_0001.wav,0.0464,4.8251,48,LA_0001,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0833_0_laughter.wav,0.0,-1.0,48,m0833,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01801_LA_0012.wav,0.1108,4.8476,49,LA_0012,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2069_1_laughter.wav,0.0,-1.0,49,m2069,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00523_LA_0082.wav,0.6486,4.1473,50,LA_0082,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3193_0_laughter.wav,0.0,-1.0,50,m3193,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01703_LA_0068.wav,0.0874,7.0847,51,LA_0068,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2932_0_laughter.wav,0.0,-1.0,51,m2932,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00181_LA_0071.wav,0.2417,3.143,52,LA_0071,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1078_0_laughter.wav,0.0,-1.0,52,f1078,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00689_LA_0063.wav,1.7061,3.0714,53,LA_0063,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1949_2_laughter.wav,0.0,-1.0,53,f1949,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01863_LA_0046.wav,0.5246,2.658,54,LA_0046,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2255_0_laughter.wav,0.0,-1.0,54,m2255,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00161_LA_0059.wav,0.239,6.0417,55,LA_0059,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0501_0_laughter.wav,0.0,-1.0,55,m0501,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00264_LA_0092.wav,0.1716,2.3049,56,LA_0092,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2199_0_laughter.wav,0.0,-1.0,56,f2199,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01420_LA_0037.wav,0.504,3.32,57,LA_0037,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2652_0_laughter.wav,0.0,-1.0,57,m2652,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01162_LA_0013.wav,0.9861,5.6794,58,LA_0013,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0387_0_laughter.wav,0.0,-1.0,58,f0387,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00031_LA_0020.wav,0.5024,5.1957,59,LA_0020,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0807_0_laughter.wav,0.0,-1.0,59,f0807,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,0.1752,5.5512,60,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0601_1_laughter.wav,0.0,-1.0,60,m0601,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00017_LA_0072.wav,0.0639,4.0578,61,LA_0072,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1701_0_laughter.wav,0.0,-1.0,61,f1701,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01801_LA_0012.wav,0.2734,4.5401,62,LA_0012,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2412_0_laughter.wav,0.0,-1.0,62,m2412,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00031_LA_0020.wav,3.0237,5.2423,63,LA_0020,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2276_0_laughter.wav,0.0,-1.0,63,m2276,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01116_LA_0036.wav,0.1689,4.2649,64,LA_0036,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2913_0_laughter.wav,0.0,-1.0,64,m2913,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00795_LA_0098.wav,0.9337,3.3485,65,LA_0098,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2667_0_laughter.wav,0.0,-1.0,65,m2667,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00015_LA_0102.wav,0.665,3.481,66,LA_0102,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1045_0_laughter.wav,0.0,-1.0,66,f1045,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01703_LA_0068.wav,0.0695,7.7495,67,LA_0068,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1368_0_laughter.wav,0.0,-1.0,67,f1368,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00621_LA_0003.wav,0.9587,2.6654,68,LA_0003,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2903_0_laughter.wav,0.0,-1.0,68,m2903,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00747_LA_0087.wav,0.8242,2.9575,69,LA_0087,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0630_0_laughter.wav,0.0,-1.0,69,f0630,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01203_LA_0020.wav,1.2783,4.0943,70,LA_0020,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0237_0_laughter.wav,0.0,-1.0,70,f0237,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00421_LA_0097.wav,0.0654,6.892,71,LA_0097,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1274_0_laughter.wav,0.0,-1.0,71,f1274,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00421_LA_0097.wav,0.0,6.144,72,LA_0097,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m2823_0_laughter.wav,0.0,-1.0,72,m2823,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00829_LA_0027.wav,0.6195,3.9475,73,LA_0027,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0768_0_laughter.wav,0.0,-1.0,73,m0768,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01404_LA_0050.wav,0.6997,4.2837,74,LA_0050,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0352_0_laughter.wav,0.0,-1.0,74,m0352,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,5.1132,10.1479,75,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0406_0_laughter.wav,0.0,-1.0,75,m0406,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00031_LA_0020.wav,0.6994,4.454,76,LA_0020,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1032_0_laughter.wav,0.0,-1.0,76,f1032,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00287_LA_0107.wav,0.7497,3.907,77,LA_0107,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0043_0_laughter.wav,0.0,-1.0,77,f0043,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_validation_00112_LA_0106.wav,0.2575,4.9508,78,LA_0106,ASVspoof2019_LA,validation
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0969_0_laughter.wav,0.0,-1.0,78,f0969,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00751_LA_0098.wav,0.6109,3.1709,79,LA_0098,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0800_0_laughter.wav,0.0,-1.0,79,f0800,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01126_LA_0044.wav,0.4773,4.6586,80,LA_0044,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset5/m3263_0_laughter.wav,0.0,-1.0,80,m3263,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00085_LA_0013.wav,0.3016,5.6776,81,LA_0013,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1027_0_laughter.wav,0.0,-1.0,81,f1027,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,2.9478,8.6651,82,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset3/m0306_0_laughter.wav,0.0,-1.0,82,m0306,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01011_LA_0042.wav,2.6646,11.1126,83,LA_0042,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0475_0_laughter.wav,0.0,-1.0,83,f0475,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01377_LA_0029.wav,0.8799,3.5252,84,LA_0029,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f2076_0_laughter.wav,0.0,-1.0,84,f2076,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01355_LA_0051.wav,0.1502,2.9662,85,LA_0051,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1881_0_laughter.wav,0.0,-1.0,85,f1881,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00572_LA_0086.wav,0.0137,3.3574,86,LA_0086,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f1517_0_laughter.wav,0.0,-1.0,86,f1517,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_01703_LA_0068.wav,0.0054,7.7144,87,LA_0068,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset2/f1586_0_laughter.wav,0.0,-1.0,87,f1586,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00523_LA_0082.wav,0.0572,4.1532,88,LA_0082,ASVspoof2019_LA,train
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset1/f0607_1_laughter.wav,0.0,-1.0,88,f0607,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_test_00883_LA_0022.wav,0.5996,4.6956,89,LA_0022,ASVspoof2019_LA,test
laugh-vs,laughsmi/data/vocalsound/audio_16k_raw/subset4/m2151_0_laughter.wav,0.0,-1.0,89,m2151,VocalSound,
speech-asv-bona,laughsmi/data/asvspoof2019_bonafide_wavs/asv2019_train_00421_LA_0097.wav,1.789,5.373,90,LA_0097,ASVspoof2019_LA,train
